block,best_epoch,epochs_ran,epochs_to_90pct_best,pre_refit_soft_acc,pre_refit_hard_acc,pre_refit_acc_gap,pre_refit_soft_loss,pre_refit_hard_loss,pre_refit_loss_gap,post_refit_soft_acc,post_refit_hard_acc,post_refit_acc_gap,post_refit_soft_loss,post_refit_hard_loss,post_refit_loss_gap,refit_bit_error,refit_address_coverage,changed_truth_ratio,changed_wiring_ratio,block_train_seconds
0,19,20,2,0.2758,0.2905,0.01469999999999999,2.721300213623047,2.6851979675292967,0.036102246093750345,0.2905,0.2905,0.0,2.6851979675292967,2.6851979675292967,0.0,0.3141413629055023,0.0,0.0,0.0,1512.1976865140023
1,12,16,1,0.36415,0.36275,0.0013999999999999568,2.3073506427764894,2.309064157867432,0.001713515090942419,0.36275,0.36275,0.0,2.309064157867432,2.309064157867432,0.0,0.22372755408287048,0.0,0.0,0.0,1214.8182407579734
