method,dataset,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,gate_count,depth,fanout_max,hard_carrier_acc,hard_bit_acc,hard_path_acc_gap,hard_carrier_loss,hard_bit_loss,hard_path_loss_gap,bit_exact_verified
bitstate_hard_st,synthetic_patterns,0.171875,0.21875,0.046875,1.405393660068512,1.7630857825279236,0.3576921224594116,0.38624880206771195,,0.0625,48,5,6,0.21875,0.21875,0.0,1.7630857825279236,1.7630857825279236,0.0,True
