path,server_status,bytes,sha256,base_commit
vit_lgn/full_discrete/__init__.py,modified,435,efa4661d5fff2269d6bd7666c11f8321d0989b66ebf53302ab2344a4935e0ff4,376aba42a693ef62673ae35f3d5c474b12862b96
vit_lgn/full_discrete/enhanced_model.py,modified,12754,95517f469bf71cf4fd0e523eee4b29c9fc708e9eaa44e26e755855acb2259cac,376aba42a693ef62673ae35f3d5c474b12862b96
vit_lgn/full_discrete/enhancements_hadamard.py,untracked,9105,75a324549fb0429bc71f1c1fd639e499ee76adacddfc9be395973ab5af3ba904,376aba42a693ef62673ae35f3d5c474b12862b96
vit_lgn/full_discrete/export_logic_payload.py,modified,49206,20eb9bec4c25aced9b9b2c811dd974462bd3af57d6f162e8ac0b49dc15a6dda2,376aba42a693ef62673ae35f3d5c474b12862b96
vit_lgn/full_discrete/test_enhancements_hadamard.py,untracked,5121,9f70569fcdb586417b3e9281ec4ff766c2535c8682091dfe35b4d0e28c76d4ef,376aba42a693ef62673ae35f3d5c474b12862b96
vit_lgn/full_discrete/test_export_logic_payload.py,modified,20904,a8ad4ebb267194115e01755b1080b9afa160075db2abf2e4f364ee325a68f7e0,376aba42a693ef62673ae35f3d5c474b12862b96
vit_lgn/full_discrete/train_cifar.py,modified,20482,45cd33175c5ab04e52282947a99ea85ab348a05ad385c802575dba23e99319b2,376aba42a693ef62673ae35f3d5c474b12862b96
