block,best_epoch,epochs_to_90pct_best,pre_refit_soft_acc,pre_refit_hard_acc,pre_refit_acc_gap,pre_refit_soft_loss,pre_refit_hard_loss,pre_refit_loss_gap,post_refit_soft_acc,post_refit_hard_acc,post_refit_acc_gap,post_refit_soft_loss,post_refit_hard_loss,post_refit_loss_gap,refit_bit_error,refit_address_coverage,changed_truth_ratio,changed_wiring_ratio,block_train_seconds
0,39,5,0.8,0.8,0.0,1.2995943422670717,1.2836726435908565,0.01592169867621518,0.8,0.8,0.0,1.2836726435908565,1.2836726435908565,0.0,0.3100736141204834,0.0,0.0,0.0,8.510034184000688
1,28,1,0.8740740740740741,0.8962962962962963,0.022222222222222143,1.0212278012876157,0.9807056568287037,0.040522144458912,0.8962962962962963,0.8962962962962963,0.0,0.9807056568287037,0.9807056568287037,0.0,0.2448289692401886,0.0,0.0,0.0,7.492398443020647
