method,dataset,seed,block,block_epochs,global_epoch_end,elapsed_time,prefix_reaches_target,block_train_time,path_soft_acc,path_soft_loss,hard_prefix_acc,hard_prefix_loss,path_acc_gap,path_loss_gap,fit_source,fit_rows,argmax_refit_mse,truth_refit_mse,refit_mse_delta,op_change_ratio,task_fit_rows,task_validation_rows,selected_candidate,selection_mode,selected_refit_mse,selected_inactive_ratio,coordinate_updates,coordinate_passes,candidate_topk,teacher_validation_acc,teacher_validation_loss,argmax_validation_acc,argmax_validation_loss,argmax_local_mse,argmax_inactive_ratio,argmax_teacher_logit_mse,truth_table_refit_validation_acc,truth_table_refit_validation_loss,truth_table_refit_local_mse,truth_table_refit_inactive_ratio,truth_table_refit_teacher_logit_mse,task_coordinate_refit_validation_acc,task_coordinate_refit_validation_loss,task_coordinate_refit_local_mse,task_coordinate_refit_inactive_ratio,task_coordinate_refit_teacher_logit_mse
block_relaxed,parity6,0,0,7,7,0.014360150089487433,0,0.013249295996502042,0.4375,0.7976672053337097,0.6875,0.7939282655715942,0.25,0.0037389397621154785,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,parity6,0,1,7,14,0.02958067413419485,0,0.013166954042389989,0.25,0.7959378957748413,0.375,2.0414624214172363,0.125,1.245524525642395,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,parity6,0,2,6,20,0.043865252984687686,0,0.01135247084312141,0.25,0.8382763266563416,0.4375,1.2751067876815796,0.1875,0.43683046102523804,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,parity6,0,0,7,7,0.01771261403337121,0,0.013300231890752912,0.4375,0.7976672053337097,0.3125,1.3722187280654907,0.125,0.574551522731781,exact,64,0.16357976803556085,0.15350433066487312,0.010075437370687723,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,parity6,0,1,7,14,0.03554038889706135,0,0.013170198071748018,0.3125,0.8905770182609558,0.1875,2.1276421546936035,0.125,1.2370651364326477,sampled,48,0.17861804901622236,0.15716028935275972,0.02145775966346264,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,parity6,0,2,6,20,0.051899071084335446,0,0.01140687009319663,0.375,0.8782818913459778,0.4375,1.3665738105773926,0.0625,0.4882919192314148,sampled,48,0.16915454249829054,0.15269315242767334,0.0164613900706172,0.65625,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_task_refit,parity6,0,0,7,7,0.14606463303789496,0,0.015536473132669926,0.4375,0.7976672053337097,0.4375,1.0220383405685425,0.0,0.22437113523483276,exact,64,0.1635797619819641,0.15350434184074402,-0.009318947792053223,0.71875,38,10,task_coordinate_refit,balanced,0.17289870977401733,0.28125,13,2,16,0.699999988079071,0.6381969451904297,0.30000001192092896,1.9979579448699951,0.1635797619819641,0.1875,1.9381859302520752,0.6000000238418579,0.6075930595397949,0.15350434184074402,0.15625,2.0721569061279297,0.4000000059604645,0.8519719839096069,0.17289870977401733,0.28125,0.4151742458343506
block_hard_task_refit,parity6,0,1,7,14,0.29449596209451556,0,0.013167071854695678,0.3125,0.83924800157547,0.3125,1.05405855178833,0.0,0.2148105502128601,sampled_train,38,0.18733562529087067,0.16118401288986206,-0.009251773357391357,0.9375,38,10,task_coordinate_refit,balanced,0.19658739864826202,0.375,20,2,16,0.6000000238418579,0.5817516446113586,0.699999988079071,0.627850353717804,0.18733562529087067,0.34375,2.6707661151885986,0.6000000238418579,0.7816060781478882,0.16118401288986206,0.3125,4.018126487731934,0.6000000238418579,0.8519719839096069,0.19658739864826202,0.375,0.6802443265914917
block_hard_task_refit,parity6,0,2,6,20,0.4380828400608152,0,0.01259958604350686,0.25,0.8719240427017212,0.375,0.9944759011268616,0.125,0.12255185842514038,sampled_train,38,0.1679890900850296,0.15463857352733612,-0.0005498975515365601,0.84375,38,10,task_coordinate_refit,balanced,0.16853898763656616,0.625,11,2,16,0.699999988079071,0.6456496119499207,0.5,1.006871223449707,0.1679890900850296,0.4375,0.8834702372550964,0.20000000298023224,0.9014818072319031,0.15463857352733612,0.46875,1.1700466871261597,0.30000001192092896,0.7652158141136169,0.16853898763656616,0.625,0.25630101561546326
block_relaxed,majority7,0,0,7,7,0.017159887123852968,0,0.015972930938005447,0.625,0.6500464081764221,0.5,1.2162084579467773,0.125,0.5661620497703552,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,majority7,0,1,7,14,0.035308538004755974,0,0.015923811122775078,0.625,0.6692676544189453,0.53125,0.9886496663093567,0.09375,0.3193820118904114,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,majority7,0,2,6,20,0.052076019113883376,0,0.013596375938504934,0.5,0.689669668674469,0.53125,1.4654436111450195,0.03125,0.7757739424705505,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,majority7,0,0,7,7,0.02063828008249402,0,0.015920095145702362,0.625,0.6500464081764221,0.46875,1.0069270133972168,0.15625,0.3568806052207947,exact,128,0.17292109108529985,0.16017858474515378,0.012742506340146065,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,majority7,0,1,7,14,0.041875716065987945,0,0.0162644749507308,0.59375,0.6197433471679688,0.5625,0.9405556917190552,0.03125,0.3208123445510864,sampled,96,0.18090638337889686,0.16520800354192033,0.015698379836976528,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,majority7,0,2,6,20,0.06080410210415721,0,0.013525810791179538,0.75,0.6147055625915527,0.75,0.609252393245697,0.0,0.005453169345855713,sampled,96,0.1749954695114866,0.165750392829068,0.009245076682418585,0.65625,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_task_refit,majority7,0,0,7,7,0.14894912485033274,0,0.015986223937943578,0.625,0.6500464081764221,0.625,0.6370829939842224,0.0,0.012963414192199707,exact,128,0.1729211062192917,0.16017858684062958,-0.025526151061058044,0.8125,77,19,task_coordinate_refit,balanced,0.19844725728034973,0.21875,23,2,16,0.6315789222717285,0.611585259437561,0.42105263471603394,1.187354564666748,0.1729211062192917,0.3125,1.9978537559509277,0.5789473652839661,1.1106281280517578,0.16017858684062958,0.21875,2.3262627124786377,0.8421052694320679,0.46947017312049866,0.19844725728034973,0.21875,0.5371943712234497
block_hard_task_refit,majority7,0,1,7,14,0.3114739418961108,0,0.015973218018189073,0.71875,0.6052523851394653,0.71875,0.5699122548103333,0.0,0.03534013032913208,sampled_train,77,0.16866730153560638,0.15772809088230133,-0.03320561349391937,0.71875,77,19,task_coordinate_refit,balanced,0.20187291502952576,0.375,13,2,16,0.6315789222717285,0.6555066108703613,0.4736842215061188,1.069026231765747,0.16866730153560638,0.25,1.928360939025879,0.6315789222717285,1.1692594289779663,0.15772809088230133,0.3125,1.8185151815414429,0.9473684430122375,0.5494354367256165,0.20187291502952576,0.375,0.4184560179710388
block_hard_task_refit,majority7,0,2,6,20,0.5005683759227395,0,0.01858164300210774,0.8125,0.5444212555885315,0.75,0.4408608078956604,0.0625,0.1035604476928711,sampled_train,77,0.16944824159145355,0.1585744023323059,-0.01408812403678894,0.9375,77,19,task_coordinate_refit,balanced,0.1835363656282425,0.34375,16,2,16,0.8421052694320679,0.5380730628967285,0.5263158082962036,0.8337470889091492,0.16944824159145355,0.4375,1.1370059251785278,0.6315789222717285,0.9209907054901123,0.1585744023323059,0.40625,1.5060739517211914,0.8947368264198303,0.40380439162254333,0.1835363656282425,0.34375,0.30435580015182495
block_relaxed,random_sparse8,0,0,7,7,0.028188260039314628,0,0.026616706047207117,0.734375,0.5616903305053711,0.75,0.6700471043586731,0.015625,0.108356773853302,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,random_sparse8,0,1,7,14,0.05780438706278801,0,0.026559469057247043,0.65625,0.6561326384544373,0.6875,0.8052653670310974,0.03125,0.14913272857666016,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,random_sparse8,0,2,6,20,0.2522791780065745,0,0.18984199198894203,0.671875,0.6722760200500488,0.328125,2.5935263633728027,0.34375,1.921250343322754,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,random_sparse8,0,0,7,7,0.033334159990772605,0,0.026717646047472954,0.734375,0.5616903305053711,0.734375,0.653931736946106,0.0,0.09224140644073486,exact,256,0.17249824362806976,0.15804067603312433,0.01445756759494543,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,random_sparse8,0,1,7,14,0.06689006020314991,0,0.026543780928477645,0.671875,0.5815420746803284,0.640625,0.8893709182739258,0.03125,0.3078288435935974,sampled,192,0.1862294338643551,0.16487629525363445,0.021353138610720634,0.59375,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,random_sparse8,0,2,6,20,0.09731434308923781,0,0.022675571031868458,0.59375,0.6726540327072144,0.640625,0.8468530178070068,0.046875,0.17419898509979248,sampled,192,0.18294137867633253,0.16791207494679838,0.01502930372953415,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_task_refit,random_sparse8,0,0,7,7,0.19883537688292563,0,0.02706711506471038,0.734375,0.5616903305053711,0.875,0.3716212809085846,0.140625,0.1900690495967865,exact,256,0.17249825596809387,0.15804067254066467,-0.03404496610164642,0.75,154,38,task_coordinate_refit,balanced,0.2065432220697403,0.21875,20,2,16,0.5789473652839661,0.6893808841705322,0.44736841320991516,1.1352341175079346,0.17249825596809387,0.1875,2.4438858032226562,0.6052631735801697,0.8995988965034485,0.15804067254066467,0.15625,1.5085039138793945,0.7894737124443054,0.47661980986595154,0.2065432220697403,0.21875,0.8095315098762512
block_hard_task_refit,random_sparse8,0,1,7,14,0.3975482280366123,0,0.026642801938578486,0.625,0.6152842044830322,0.765625,0.5345050096511841,0.140625,0.08077919483184814,sampled_train,154,0.17701484262943268,0.16490855813026428,-0.02506484091281891,0.90625,154,38,task_coordinate_refit,balanced,0.2020796835422516,0.34375,22,2,16,0.6052631735801697,0.6637122631072998,0.5526315569877625,0.9586221575737,0.17701484262943268,0.21875,2.178483247756958,0.5526315569877625,1.454666018486023,0.16490855813026428,0.21875,4.376252174377441,0.7105262875556946,0.5558889508247375,0.2020796835422516,0.34375,0.6726191639900208
block_hard_task_refit,random_sparse8,0,2,6,20,0.5880203428678215,0,0.022802287014201283,0.515625,0.7246132493019104,0.640625,0.5533674359321594,0.125,0.17124581336975098,sampled_train,154,0.1795036643743515,0.16424855589866638,-0.005400910973548889,0.875,154,38,task_coordinate_refit,balanced,0.1849045753479004,0.46875,14,2,16,0.5789473652839661,0.6268910765647888,0.6578947305679321,0.9273355603218079,0.1795036643743515,0.46875,2.6126813888549805,0.6578947305679321,0.716632068157196,0.16424855589866638,0.5,1.723020076751709,0.7631579041481018,0.5396812558174133,0.1849045753479004,0.46875,0.888582706451416
