method,dataset,seed,epoch,global_epoch,elapsed_time,soft_acc,discrete_acc,soft_loss,discrete_loss,native_acc,native_loss,selection_confidence,tau,block,block_elapsed_time
dlgn,parity6,0,1,1,0.08557696617208421,0.25,0.6875,0.7601059079170227,0.9773082733154297,0.25,0.7601059079170227,0.24866271018981934,1.0,,
dlgn,parity6,0,2,2,0.09030661405995488,0.25,0.375,0.8029686212539673,1.453905701637268,0.25,0.8029686212539673,0.24861280620098114,1.0,,
dlgn,parity6,0,3,3,0.09487281809560955,0.25,0.375,0.8347613215446472,1.453905701637268,0.25,0.8347613215446472,0.24855972826480865,1.0,,
dlgn,parity6,0,4,4,0.09939205017872155,0.25,0.375,0.847794771194458,1.453905701637268,0.25,0.847794771194458,0.24849598109722137,1.0,,
dlgn,parity6,0,5,5,0.10381409106776118,0.25,0.3125,0.8451870083808899,1.7792794704437256,0.25,0.8451870083808899,0.24844670295715332,1.0,,
dlgn,parity6,0,6,6,0.10819515702314675,0.25,0.3125,0.8330293893814087,1.7792794704437256,0.25,0.8330293893814087,0.24849240481853485,1.0,,
dlgn,parity6,0,7,7,0.11265680403448641,0.25,0.3125,0.8163793683052063,1.7690846920013428,0.25,0.8163793683052063,0.24861538410186768,1.0,,
dlgn,parity6,0,8,8,0.11699184100143611,0.25,0.25,0.7992433309555054,2.1640849113464355,0.25,0.7992433309555054,0.2488749772310257,1.0,,
dlgn,parity6,0,9,9,0.12134104408323765,0.25,0.25,0.7848823666572571,2.1640849113464355,0.25,0.7848823666572571,0.24920682609081268,1.0,,
dlgn,parity6,0,10,10,0.12569009815342724,0.25,0.25,0.7756179571151733,1.8636199235916138,0.25,0.7756179571151733,0.24961568415164948,1.0,,
dlgn,parity6,0,11,11,0.1300401519984007,0.25,0.25,0.7724491357803345,1.8636199235916138,0.25,0.7724491357803345,0.2500968873500824,1.0,,
dlgn,parity6,0,12,12,0.13437320501543581,0.25,0.25,0.7751339077949524,1.8636199235916138,0.25,0.7751339077949524,0.2506323754787445,1.0,,
dlgn,parity6,0,13,13,0.1387296940665692,0.25,0.25,0.7826783657073975,1.8636199235916138,0.25,0.7826783657073975,0.251216858625412,1.0,,
dlgn,parity6,0,14,14,0.1431096710730344,0.25,0.25,0.7937095165252686,1.8636199235916138,0.25,0.7937095165252686,0.25184664130210876,1.0,,
dlgn,parity6,0,15,15,0.1474697100929916,0.25,0.25,0.8065963387489319,1.8636199235916138,0.25,0.8065963387489319,0.2525198757648468,1.0,,
dlgn,parity6,0,16,16,0.15184440719895065,0.25,0.375,0.8195110559463501,1.8011200428009033,0.25,0.8195110559463501,0.2532472610473633,1.0,,
dlgn,parity6,0,17,17,0.15618548914790154,0.25,0.375,0.8306322693824768,1.8108634948730469,0.25,0.8306322693824768,0.25408312678337097,1.0,,
dlgn,parity6,0,18,18,0.1605443051084876,0.25,0.375,0.8385188579559326,1.8108634948730469,0.25,0.8385188579559326,0.254962295293808,1.0,,
dlgn,parity6,0,19,19,0.1656552511267364,0.25,0.375,0.8424622416496277,1.8489059209823608,0.25,0.8424622416496277,0.25589704513549805,1.0,,
dlgn,parity6,0,20,20,0.1700214371085167,0.25,0.5,0.8425965905189514,1.3213924169540405,0.25,0.8425965905189514,0.25690141320228577,1.0,,
dlgn_anneal,parity6,0,1,1,0.0049500190652906895,0.25,0.625,0.7104142904281616,0.8345383405685425,0.25,0.7104142904281616,0.24889154732227325,2.0,,
dlgn_anneal,parity6,0,2,2,0.009785067057237029,0.25,0.4375,0.7371416091918945,1.2766345739364624,0.25,0.7371416091918945,0.2491479367017746,1.7717335808201653,,
dlgn_anneal,parity6,0,3,3,0.01461725914850831,0.25,0.4375,0.7733911275863647,1.2766345739364624,0.25,0.7733911275863647,0.2494177371263504,1.5695199407029226,,
dlgn_anneal,parity6,0,4,4,0.01949742902070284,0.25,0.4375,0.8179284334182739,1.2766345739364624,0.25,0.8179284334182739,0.24972696602344513,1.3903855923551212,,
dlgn_anneal,parity6,0,5,5,0.02438750001601875,0.25,0.375,0.8582736253738403,1.4844471216201782,0.25,0.8582736253738403,0.2499202936887741,1.2316964221320528,,
dlgn_anneal,parity6,0,6,6,0.02920666104182601,0.25,0.4375,0.883807897567749,1.8407871723175049,0.25,0.883807897567749,0.2500539720058441,1.0911189562337038,,
dlgn_anneal,parity6,0,7,7,0.03403733321465552,0.25,0.25,0.8928652405738831,1.7841013669967651,0.25,0.8928652405738831,0.25025439262390137,0.9665860477143506,,
dlgn_anneal,parity6,0,8,8,0.0388627490028739,0.25,0.25,0.8841038346290588,1.7156625986099243,0.25,0.8841038346290588,0.25059840083122253,0.8562664797438788,,
dlgn_anneal,parity6,0,9,9,0.04372527915984392,0.25,0.25,0.8561061024665833,2.080244541168213,0.25,0.8561061024665833,0.2510219216346741,0.75853803814645,,
dlgn_anneal,parity6,0,10,10,0.04852901306003332,0.25,0.3125,0.8105750679969788,1.361275315284729,0.25,0.8105750679969788,0.2515379786491394,0.6719636572567564,,
dlgn_anneal,parity6,0,11,11,0.05334797105751932,0.25,0.3125,0.7619730830192566,1.361275315284729,0.25,0.7619730830192566,0.252034455537796,0.5952702883262637,,
dlgn_anneal,parity6,0,12,12,0.05819770600646734,0.3125,0.3125,0.7433434128761292,1.361275315284729,0.3125,0.7433434128761292,0.2522970139980316,0.5273301797460717,,
dlgn_anneal,parity6,0,13,13,0.06299281306564808,0.3125,0.3125,0.7598994970321655,1.361275315284729,0.3125,0.7598994970321655,0.25241151452064514,0.4671442938180245,,
dlgn_anneal,parity6,0,14,14,0.0678288140334189,0.3125,0.3125,0.8097260594367981,1.361275315284729,0.3125,0.8097260594367981,0.2524079382419586,0.41382761622295794,,
dlgn_anneal,parity6,0,15,15,0.07265170919708908,0.25,0.25,0.8918017148971558,1.7585796117782593,0.25,0.8918017148971558,0.25230202078819275,0.3665961421664872,,
dlgn_anneal,parity6,0,16,16,0.07743241707794368,0.25,0.25,0.9790128469467163,2.080244541168213,0.25,0.9790128469467163,0.252135306596756,0.32475534783774435,,
dlgn_anneal,parity6,0,17,17,0.08226253022439778,0.25,0.25,1.0234413146972656,2.2680723667144775,0.25,1.0234413146972656,0.2518937289714813,0.2876899776575326,,
dlgn_anneal,parity6,0,18,18,0.0870704841800034,0.3125,0.25,1.0188207626342773,2.2680723667144775,0.3125,1.0188207626342773,0.25168484449386597,0.25485499714062676,,
dlgn_anneal,parity6,0,19,19,0.09191058808937669,0.3125,0.3125,0.9812636375427246,1.654328465461731,0.3125,0.9812636375427246,0.25151538848876953,0.22576757833693786,,
dlgn_anneal,parity6,0,20,20,0.0967427201103419,0.1875,0.375,0.94418865442276,1.230225682258606,0.1875,0.94418865442276,0.2514456510543823,0.2,,
gumbel_st,parity6,0,1,1,0.004847405012696981,0.25,0.625,0.714307427406311,0.8345383405685425,0.25,0.714307427406311,0.24830520153045654,1.5,,
gumbel_st,parity6,0,2,2,0.009468224132433534,0.25,0.5625,0.733526349067688,1.2991772890090942,0.25,0.733526349067688,0.24823635816574097,1.378171815571762,,
gumbel_st,parity6,0,3,3,0.014089934062212706,0.25,0.5625,0.7561004161834717,1.2991772890090942,0.25,0.7561004161834717,0.24805386364459991,1.2662383688242445,,
gumbel_st,parity6,0,4,4,0.018708893097937107,0.25,0.5625,0.7857308983802795,1.1531133651733398,0.25,0.7857308983802795,0.24797610938549042,1.1633960211394236,,
gumbel_st,parity6,0,5,5,0.023337044985964894,0.25,0.5625,0.8204504251480103,1.1531133651733398,0.25,0.8204504251480103,0.24777984619140625,1.0689064044551224,,
gumbel_st,parity6,0,6,6,0.02796549303457141,0.25,0.6875,0.8438889384269714,1.1414674520492554,0.25,0.8438889384269714,0.2476484328508377,0.9820911200694669,,
gumbel_st,parity6,0,7,7,0.03255854593589902,0.25,0.25,0.8662996888160706,2.052199125289917,0.25,0.8662996888160706,0.2475612908601761,0.9023268680020282,,
gumbel_st,parity6,0,8,8,0.0372111510951072,0.25,0.25,0.8842358589172363,2.052199125289917,0.25,0.8842358589172363,0.2476024627685547,0.8290409719423579,,
gumbel_st,parity6,0,9,9,0.0419016070663929,0.25,0.3125,0.902437686920166,1.9573637247085571,0.25,0.902437686920166,0.24768781661987305,0.7617072676567853,,
gumbel_st,parity6,0,10,10,0.04653517506085336,0.25,0.3125,0.9287344217300415,1.9573637247085571,0.25,0.9287344217300415,0.24782276153564453,0.6998423253338385,,
gumbel_st,parity6,0,11,11,0.05115435994230211,0.25,0.25,0.9490561485290527,1.9472180604934692,0.25,0.9490561485290527,0.24788367748260498,0.6430019787462,,
gumbel_st,parity6,0,12,12,0.05577039113268256,0.25,0.25,0.9801812767982483,1.9472180604934692,0.25,0.9801812767982483,0.2477434128522873,0.5907781363099239,,
gumbel_st,parity6,0,13,13,0.06037774798460305,0.25,0.25,1.0178200006484985,1.9472180604934692,0.25,1.0178200006484985,0.24766333401203156,0.5427958511455666,,
gumbel_st,parity6,0,14,14,0.06501076393760741,0.25,0.375,1.059354543685913,2.0834550857543945,0.25,1.059354543685913,0.24767732620239258,0.49871062910540354,,
gumbel_st,parity6,0,15,15,0.06962848198600113,0.25,0.375,1.101583480834961,2.0834550857543945,0.25,1.101583480834961,0.2476789504289627,0.4582059554394198,,
gumbel_st,parity6,0,16,16,0.07425370812416077,0.25,0.375,1.1485539674758911,2.2685461044311523,0.25,1.1485539674758911,0.24769020080566406,0.4209910223424927,,
gumbel_st,parity6,0,17,17,0.07887866906821728,0.25,0.375,1.194564700126648,2.2685461044311523,0.25,1.194564700126648,0.24766111373901367,0.38679864106744366,,
gumbel_st,parity6,0,18,18,0.0834906930103898,0.25,0.375,1.2303071022033691,2.2685461044311523,0.25,1.2303071022033691,0.24757711589336395,0.35538332361373937,,
gumbel_st,parity6,0,19,19,0.08809466497041285,0.25,0.375,1.2721993923187256,2.2685461044311523,0.25,1.2721993923187256,0.24758028984069824,0.3265195202191162,,
gumbel_st,parity6,0,20,20,0.09274028800427914,0.25,0.375,1.320421576499939,2.2685461044311523,0.25,1.320421576499939,0.24761466681957245,0.3,,
gumbel_st_cage,parity6,0,1,1,0.0047362488694489,0.75,0.75,0.6822113394737244,0.7355729937553406,0.75,0.6822113394737244,0.24875299632549286,2.99503325343132,,
gumbel_st_cage,parity6,0,2,2,0.00939922477118671,0.75,0.6875,0.680633544921875,0.6681767106056213,0.75,0.680633544921875,0.24825537204742432,2.990129444309076,,
gumbel_st_cage,parity6,0,3,3,0.0140566888730973,0.75,0.75,0.6833983063697815,0.7355729937553406,0.75,0.6833983063697815,0.24808688461780548,2.9852791662761766,,
gumbel_st_cage,parity6,0,4,4,0.018650379963219166,0.75,0.75,0.6836897730827332,0.899732232093811,0.75,0.6836897730827332,0.24786488711833954,2.980483310956926,,
gumbel_st_cage,parity6,0,5,5,0.0232981548178941,0.75,0.75,0.6833837032318115,0.7694339156150818,0.75,0.6833837032318115,0.247571662068367,2.9757432335255336,,
