method,seed,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epoch_to_20pct,time_to_20pct,unused_gate_ratio,activation_inactive_gate_ratio,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,constant_gate_ratio,literal_gate_ratio,nontrivial_gate_ratio,gate_count,depth,fanout_max,bit_exact_verified
proposed,0,0.2702,0.2644,0.005799999999999972,1.9917055740356446,2.0050368171691892,0.013331243133544612,1994.731147924991,4,263.9223744419869,0.0006009615608491004,0.03612446581196581,0.06849822998046876,0.06849822998046876,0.032385149572649576,0.8928285256410257,0.07478632478632478,14976,9,228,true
proposed,1,0.2929,0.2838,0.009099999999999997,1.9596717288970946,1.9791338529586793,0.01946212406158465,1981.2590003179794,4,259.99202721900656,0.00026709403027780354,0.03365384615384615,0.07554168701171875,0.07554168701171875,0.031850961538461536,0.8896233974358975,0.07852564102564102,14976,9,219,true
proposed,2,0.2818,0.2855,0.003699999999999981,1.9592484426498413,1.9682451286315918,0.008996685981750518,1987.332515319984,5,328.91286868200405,0.00040064105996862054,0.037126068376068376,0.07278594970703126,0.07278594970703126,0.03365384615384615,0.8901575854700854,0.07618856837606838,14976,9,232,true
dlgn,0,0.3023,0.2813,0.02100000000000002,1.9259293292999267,1.9704398601531983,0.04451053085327161,1766.63490270701,1,60.52895396601525,0.4023771584033966,0.2941372863247863,0.19111055227426382,0.1037139892578125,0.1437633547008547,0.2848557692307693,0.5713808760683761,14976,9,228,true
dlgn,1,0.2975,0.2727,0.02479999999999999,1.9186334844589232,1.9637829006195069,0.045149416160583655,1764.5709622620197,2,119.2767109410197,0.3892895579338074,0.2832532051282051,0.20190937702472395,0.0990570068359375,0.13795405982905984,0.28251869658119655,0.5795272435897436,14976,9,219,true
dlgn,2,0.3057,0.277,0.028700000000000003,1.897746892929077,1.9535962156295776,0.05584932270050058,1762.5951639309933,1,60.18277632800164,0.3953659236431122,0.2765758547008547,0.2027601278745211,0.10150909423828125,0.13762019230769232,0.29026442307692313,0.5721153846153846,14976,9,232,true
