method,n,soft_acc_mean,soft_acc_sd,discrete_acc_mean,discrete_acc_sd,acc_gap_mean,acc_gap_sd,soft_loss_mean,soft_loss_sd,discrete_loss_mean,discrete_loss_sd,loss_gap_mean,loss_gap_sd,train_time_mean,train_time_sd,epoch_to_20pct_mean,epoch_to_20pct_sd,time_to_20pct_mean,time_to_20pct_sd,unused_gate_ratio_mean,unused_gate_ratio_sd,activation_inactive_gate_ratio_mean,activation_inactive_gate_ratio_sd,layer_gap_max_flip_ratio_mean,layer_gap_max_flip_ratio_sd,layer_gap_final_flip_ratio_mean,layer_gap_final_flip_ratio_sd,constant_gate_ratio_mean,constant_gate_ratio_sd,literal_gate_ratio_mean,literal_gate_ratio_sd,nontrivial_gate_ratio_mean,nontrivial_gate_ratio_sd
dlgn,3,0.30183333333333334,0.0041198705481281205,0.277,0.0042999999999999983,0.024833333333333336,0.0038501082235871337,1.9141032355626422,0.014627193724222618,1.9626063254674275,0.00848323859300749,0.048503089904785281,0.00637003891868857,1764.6003429666744,2.0200296443289694,1.3333333333333333,0.57735026918962573,79.99614707834553,34.018406528914362,0.39567754666010541,0.0065493628080476683,0.28465544871794873,0.00886429272329377,0.19859335239116963,0.0064942410984103272,0.10142669677734374,0.0023295843675621383,0.13977920227920226,0.0034544130861370761,0.28587962962962965,0.0039730702641554289,0.57434116809116809,0.0045062634198525485
proposed,3,0.28163333333333335,0.011350917730885609,0.2779,0.01172220115848553,0.0061999999999999833,0.002722131517763249,1.9702085818608601,0.018618144301563354,1.9841385995864869,0.018899542401029368,0.013930017725626595,0.005258350198475069,1987.7742211876514,6.7469265848552737,4.333333333333333,0.57735026918962584,284.27575678099919,38.706791735694409,0.00042289888369850814,0.00016804297078526378,0.03563479344729345,0.0017871530596639807,0.072275288899739581,0.0035493876349088826,0.072275288899739581,0.0035493876349088826,0.032629985754985748,0.00092604362814791279,0.89086983618233617,0.0017171742808036058,0.076500178062678073,0.0018890333326850731
