block,best_epoch,epochs_to_90pct_best,pre_refit_soft_acc,pre_refit_hard_acc,pre_refit_acc_gap,pre_refit_soft_loss,pre_refit_hard_loss,pre_refit_loss_gap,post_refit_soft_acc,post_refit_hard_acc,post_refit_acc_gap,post_refit_soft_loss,post_refit_hard_loss,post_refit_loss_gap,refit_bit_error,refit_address_coverage,changed_truth_ratio,changed_wiring_ratio,block_train_seconds
0,20,8,0.7925925925925926,0.8,0.007407407407407418,1.3455919053819445,1.2727649830005787,0.07282692238136579,0.7703703703703704,0.7703703703703704,0.0,1.2658651846426505,1.2658651846426505,0.0,0.32070407271385193,0.66328125,0.03007812611758709,0.0,7.3184527269913815
1,20,1,0.8518518518518519,0.8629629629629629,0.011111111111111072,1.055351878978588,0.9937015109592013,0.061650368019386725,0.8444444444444444,0.8444444444444444,0.0,1.0064879240813078,1.0064879240813078,0.0,0.2598995864391327,0.680078125,0.03398437425494194,0.0,7.260503860015888
