method,dataset,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,activation_inactive_gate_ratio,constant_gate_ratio,wire_gate_ratio,inverted_literal_gate_ratio,literal_gate_ratio,nontrivial_gate_ratio,selected_function_count,selected_function_coverage,gate_count,predicate_count,depth,fanout_max,state_entropy,state_constant_ratio,state_duplicate_ratio,state_flip_rate,layer_gap_max_mae,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,gate_entropy,gate_confidence,gate_entropy_scope,scoped_gate_entropy,scoped_gate_confidence,gate_nontrivial_probability_mass,hard_carrier_acc,hard_bit_acc,hard_path_acc_gap,hard_carrier_loss,hard_bit_loss,hard_path_loss_gap,bit_exact_verified,message_mode,message_levels,input_patch_bits,state_storage_bits_per_token,trainable_parameters,strict_runtime_audit_operations,strict_runtime_floating_tensor_count,strict_runtime_exact_logits
bitstate_progressive_hard_st_count_message,cifar10,0.1895,0.2125,0.022999999999999993,2.1906562728881838,2.1744253845214843,0.016230888366699503,129.0303353299969,,0.010416666977107525,0.0010683760683760685,0.00020032051282051281,0.9493856837606838,0.026442307692307696,0.9758279914529915,0.023971688034188036,15,0.9375,14976,3904,9,219,0.8951673209667206,0.004842122609261423,0.0013020833721384406,0.1415779311209917,0.4424576209141658,0.26038360595703125,0.26038360595703125,0.1743461787700653,0.9003872871398926,all,0.1743461787700653,0.9003872871398926,0.0783991888165474,0.2125,0.2125,0.0,2.1744253845214843,2.1744253845214843,0.0,True,count_threshold_hybrid,5,192,4096,247424,217,0,True
