block,best_epoch,epochs_ran,epochs_to_90pct_best,pre_refit_soft_acc,pre_refit_hard_acc,pre_refit_acc_gap,pre_refit_soft_loss,pre_refit_hard_loss,pre_refit_loss_gap,post_refit_soft_acc,post_refit_hard_acc,post_refit_acc_gap,post_refit_soft_loss,post_refit_hard_loss,post_refit_loss_gap,refit_bit_error,refit_address_coverage,changed_truth_ratio,changed_wiring_ratio,block_train_seconds
0,11,15,2,0.2808,0.2889,0.008099999999999996,2.731284016418457,2.686469482421875,0.04481453399658175,0.2889,0.2889,0.0,2.686469482421875,2.686469482421875,0.0,0.3248218894004822,0.0,0.0,0.0,1128.1739105600282
1,6,10,1,0.35735,0.3618,0.0044500000000000095,2.3602095235824585,2.3219804433822633,0.03822908020019522,0.3618,0.3618,0.0,2.3219804433822633,2.3219804433822633,0.0,0.21995817124843597,0.0,0.0,0.0,759.0477510369965
