method,dataset,seed,epoch,global_epoch,elapsed_time,soft_acc,discrete_acc,soft_loss,discrete_loss,native_acc,native_loss,selection_confidence,tau,block,block_elapsed_time
dlgn,cifar10_small,0,1,1,0.3999482961371541,0.112,0.116,32.4785546875,930.8830625,0.112,32.4785546875,0.2478097677230835,1.0,,
dlgn,cifar10_small,0,2,2,0.5176119699608535,0.138,0.124,14.100939453125,929.69,0.138,14.100939453125,0.24753467738628387,1.0,,
dlgn,cifar10_small,0,3,3,0.632745664101094,0.17,0.11,9.637646484375,931.68525,0.17,9.637646484375,0.24714210629463196,1.0,,
dlgn,cifar10_small,0,4,4,0.7555176599416882,0.172,0.114,6.85058056640625,852.69725,0.172,6.85058056640625,0.24662640690803528,1.0,,
dlgn,cifar10_small,0,5,5,0.8780735300388187,0.22,0.116,6.0256611328125,921.08925,0.22,6.0256611328125,0.24610581994056702,1.0,,
dlgn,cifar10_small,0,6,6,0.9932809320744127,0.228,0.108,5.77400048828125,862.3139375,0.228,5.77400048828125,0.24562638998031616,1.0,,
dlgn,cifar10_small,0,7,7,1.109672241145745,0.214,0.114,6.0966181640625,840.4971875,0.214,6.0966181640625,0.2451663315296173,1.0,,
dlgn,cifar10_small,0,8,8,1.2229717359878123,0.212,0.11,5.002658203125,873.491375,0.212,5.002658203125,0.2447805404663086,1.0,,
dlgn,cifar10_small,0,9,9,1.3384070249740034,0.208,0.118,5.4544248046875,808.911625,0.208,5.4544248046875,0.24452856183052063,1.0,,
dlgn,cifar10_small,0,10,10,1.4272949660662562,0.246,0.112,5.0983525390625,849.6915,0.246,5.0983525390625,0.24435913562774658,1.0,,
dlgn,cifar10_small,0,11,11,1.5270970640704036,0.212,0.106,5.64624951171875,824.10675,0.212,5.64624951171875,0.2441825270652771,1.0,,
dlgn,cifar10_small,0,12,12,1.6424753591418266,0.244,0.112,5.02575390625,846.297125,0.244,5.02575390625,0.24405062198638916,1.0,,
dlgn,cifar10_small,0,13,13,1.7579622969496995,0.23,0.106,4.51006982421875,867.4678125,0.23,4.51006982421875,0.2438959777355194,1.0,,
dlgn,cifar10_small,0,14,14,1.874752544099465,0.226,0.106,4.52624853515625,864.89525,0.226,4.52624853515625,0.24371683597564697,1.0,,
dlgn,cifar10_small,0,15,15,1.9754049889743328,0.218,0.1,4.608935546875,897.46625,0.218,4.608935546875,0.24357330799102783,1.0,,
dlgn,cifar10_small,0,16,16,2.0912453930359334,0.188,0.09,4.67112890625,903.891375,0.188,4.67112890625,0.24357418715953827,1.0,,
dlgn,cifar10_small,0,17,17,2.1847270170692354,0.218,0.102,5.75002587890625,895.670625,0.218,5.75002587890625,0.2436775267124176,1.0,,
dlgn,cifar10_small,0,18,18,2.2849220209755003,0.224,0.094,6.1936591796875,870.4974375,0.224,6.1936591796875,0.24385887384414673,1.0,,
dlgn,cifar10_small,0,19,19,2.375739499926567,0.2,0.098,4.80364453125,872.078125,0.2,4.80364453125,0.24407927691936493,1.0,,
dlgn,cifar10_small,0,20,20,2.4699299689382315,0.22,0.09,8.969376953125,893.680875,0.22,8.969376953125,0.24423502385616302,1.0,,
dlgn_anneal,cifar10_small,0,1,1,0.09318277798593044,0.116,0.106,20.463087890625,937.8823125,0.116,20.463087890625,0.24809710681438446,2.0,,
dlgn_anneal,cifar10_small,0,2,2,0.18939126608893275,0.1,0.116,9.3904833984375,902.0971875,0.1,9.3904833984375,0.24814879894256592,1.7717335808201653,,
dlgn_anneal,cifar10_small,0,3,3,0.2986861530225724,0.146,0.106,6.019046875,960.273375,0.146,6.019046875,0.2483016550540924,1.5695199407029226,,
dlgn_anneal,cifar10_small,0,4,4,0.39860921492800117,0.198,0.13,4.0599296875,939.2760625,0.198,4.0599296875,0.2481793463230133,1.3903855923551212,,
dlgn_anneal,cifar10_small,0,5,5,0.48925636103376746,0.192,0.102,5.360712890625,918.475,0.192,5.360712890625,0.24780814349651337,1.2316964221320528,,
dlgn_anneal,cifar10_small,0,6,6,0.5801301260944456,0.212,0.108,6.0603818359375,930.3033125,0.212,6.0603818359375,0.24719969928264618,1.0911189562337038,,
dlgn_anneal,cifar10_small,0,7,7,0.6710104551166296,0.182,0.098,9.3713681640625,879.107375,0.182,9.3713681640625,0.2464924454689026,0.9665860477143506,,
dlgn_anneal,cifar10_small,0,8,8,0.7625817859079689,0.212,0.114,11.175822265625,840.316625,0.212,11.175822265625,0.24562720954418182,0.8562664797438788,,
dlgn_anneal,cifar10_small,0,9,9,0.8540733570698649,0.228,0.11,12.71625,843.10825,0.228,12.71625,0.24487227201461792,0.75853803814645,,
dlgn_anneal,cifar10_small,0,10,10,0.9454644450452179,0.258,0.11,17.1703984375,840.495,0.258,17.1703984375,0.24369773268699646,0.6719636572567564,,
dlgn_anneal,cifar10_small,0,11,11,1.036400361917913,0.216,0.106,23.296609375,873.87175,0.216,23.296609375,0.2423097938299179,0.5952702883262637,,
dlgn_anneal,cifar10_small,0,12,12,1.1280532290693372,0.25,0.1,23.32476953125,844.2845,0.25,23.32476953125,0.24069635570049286,0.5273301797460717,,
dlgn_anneal,cifar10_small,0,13,13,1.2312118459958583,0.204,0.116,30.5285078125,890.090375,0.204,30.5285078125,0.23901544511318207,0.4671442938180245,,
dlgn_anneal,cifar10_small,0,14,14,1.3230570980813354,0.254,0.116,36.6695546875,825.71125,0.254,36.6695546875,0.23760025203227997,0.41382761622295794,,
dlgn_anneal,cifar10_small,0,15,15,1.42599982698448,0.228,0.114,49.53783984375,801.091625,0.228,49.53783984375,0.2359330654144287,0.3665961421664872,,
dlgn_anneal,cifar10_small,0,16,16,1.5411147819831967,0.244,0.112,57.96889453125,814.499625,0.244,57.96889453125,0.23467504978179932,0.32475534783774435,,
dlgn_anneal,cifar10_small,0,17,17,1.6556099110748619,0.216,0.122,66.0627265625,796.678125,0.216,66.0627265625,0.23372142016887665,0.2876899776575326,,
dlgn_anneal,cifar10_small,0,18,18,1.770058561116457,0.204,0.144,77.896,703.901625,0.204,77.896,0.23269009590148926,0.25485499714062676,,
dlgn_anneal,cifar10_small,0,19,19,1.8888025439810008,0.218,0.124,86.5106328125,647.311125,0.218,86.5106328125,0.23176519572734833,0.22576757833693786,,
dlgn_anneal,cifar10_small,0,20,20,2.0086341050919145,0.226,0.15,108.1790625,655.72375,0.226,108.1790625,0.23113125562667847,0.2,,
gumbel_st,cifar10_small,0,1,1,0.09112842520698905,0.084,0.104,41.9397890625,936.088875,0.084,41.9397890625,0.24700360000133514,1.0,,
gumbel_st,cifar10_small,0,2,2,0.17675178917124867,0.1,0.102,112.115078125,968.291875,0.1,112.115078125,0.2465716004371643,1.0,,
gumbel_st,cifar10_small,0,3,3,0.26317032519727945,0.1,0.106,108.9648203125,771.7110625,0.1,108.9648203125,0.24596020579338074,1.0,,
gumbel_st,cifar10_small,0,4,4,0.3477902610320598,0.1,0.104,160.112828125,753.911875,0.1,160.112828125,0.24535754323005676,1.0,,
gumbel_st,cifar10_small,0,5,5,0.43183555407449603,0.1,0.102,212.337609375,712.4741875,0.1,212.337609375,0.24474214017391205,1.0,,
gumbel_st,cifar10_small,0,6,6,0.5157611661124974,0.11,0.102,72.540296875,825.68475,0.11,72.540296875,0.24422019720077515,1.0,,
gumbel_st,cifar10_small,0,7,7,0.6274775261990726,0.1,0.126,95.889375,922.0634375,0.1,95.889375,0.2438557744026184,1.0,,
gumbel_st,cifar10_small,0,8,8,0.7205095731187612,0.1,0.124,122.2878671875,921.295,0.1,122.2878671875,0.24335837364196777,1.0,,
gumbel_st,cifar10_small,0,9,9,0.8325568241998553,0.1,0.14,118.3093125,926.511875,0.1,118.3093125,0.24281203746795654,1.0,,
gumbel_st,cifar10_small,0,10,10,0.9354564661625773,0.1,0.126,74.375984375,831.88825,0.1,74.375984375,0.24219787120819092,1.0,,
gumbel_st,cifar10_small,0,11,11,1.0317640809807926,0.1,0.116,92.186734375,960.67675,0.1,92.186734375,0.24169322848320007,1.0,,
gumbel_st,cifar10_small,0,12,12,1.1289783969987184,0.118,0.116,75.423296875,821.7001875,0.118,75.423296875,0.24115660786628723,1.0,,
gumbel_st,cifar10_small,0,13,13,1.2363871349953115,0.106,0.138,55.56371875,869.0875625,0.106,55.56371875,0.24050486087799072,1.0,,
