method,dataset,seed,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,path_soft_acc,path_discrete_acc,path_acc_gap,path_soft_loss,path_discrete_loss,path_loss_gap,train_time,epochs_to_target,time_to_target,unused_gate_ratio,gate_count,depth,fanout_max,soft_inference_samples_per_sec,discrete_inference_samples_per_sec,inference_bench_repeats,activation_inactive_gate_ratio
dlgn,cifar10_small,0,0.22,0.09,0.13,8.969376953125,893.680875,884.711498046875,0.22,0.09,0.13,8.969376953125,893.680875,884.711498046875,2.469933577114716,-1,-1.0,0.9766666666666667,4800,3,2,nan,nan,0,0.2075
dlgn_anneal,cifar10_small,0,0.226,0.15,0.07600000000000001,108.1790625,655.72375,547.5446875,0.226,0.15,0.07600000000000001,108.1790625,655.72375,547.5446875,2.00863652699627,-1,-1.0,0.979375,4800,3,2,nan,nan,0,0.21104166666666666
gumbel_st,cifar10_small,0,0.126,0.106,0.020000000000000004,131.836609375,992.88425,861.047640625,0.126,0.106,0.020000000000000004,131.836609375,992.88425,861.047640625,2.013522695051506,-1,-1.0,0.9839583333333334,4800,3,2,nan,nan,0,0.20833333333333334
hard_st_cage,cifar10_small,0,0.1,0.194,0.094,39.3454765625,540.1341875,500.78871093750007,0.194,0.194,0.0,540.1341875,540.1341875,0.0,1.893747811904177,-1,-1.0,0.9870833333333333,4800,3,2,nan,nan,0,0.25833333333333336
block_relaxed,cifar10_small,0,0.116,0.112,0.0040000000000000036,6.8123720703125,1033.263625,1026.4512529296876,0.116,0.112,0.0040000000000000036,6.8123720703125,1033.263625,1026.4512529296876,0.7192072758916765,-1,-1.0,0.9829166666666667,4800,3,2,nan,nan,0,0.22166666666666668
block_hard_refit,cifar10_small,0,0.1,0.164,0.064,86.253046875,516.1168125,429.86376562500004,0.154,0.164,0.010000000000000009,90.83934375,516.1168125,425.27746875,2.1580438730306923,-1,-1.0,0.9891666666666666,4800,3,2,nan,nan,0,0.296875
