method,dataset,seed,comparison,layer,prefix_depth,mean_abs_diff,max_abs_diff,mse,binary_flip_ratio,soft_inactive_ratio,hard_inactive_ratio
dlgn,cifar10_small,0,full_soft_vs_discrete,0,1,0.40406668186187744,0.7168606519699097,0.1723862737417221,0.16350500285625458,0.0,0.109375
dlgn,cifar10_small,0,full_soft_vs_discrete,1,2,0.46627187728881836,0.6994684934616089,0.2214880883693695,0.30156999826431274,0.0,0.21375000476837158
dlgn,cifar10_small,0,full_soft_vs_discrete,2,3,0.4712064564228058,0.7315828204154968,0.22625595331192017,0.3324187397956848,0.0,0.29875001311302185
dlgn_anneal,cifar10_small,0,full_soft_vs_discrete,0,1,0.18052928149700165,0.7379810810089111,0.06104546785354614,0.0452749989926815,0.0,0.1081250011920929
dlgn_anneal,cifar10_small,0,full_soft_vs_discrete,1,2,0.28323566913604736,0.7912672758102417,0.11055801063776016,0.11427749693393707,0.0006249999860301614,0.21312500536441803
dlgn_anneal,cifar10_small,0,full_soft_vs_discrete,2,3,0.31986624002456665,0.9242628216743469,0.13565285503864288,0.1769387573003769,0.0,0.31187498569488525
gumbel_st,cifar10_small,0,full_soft_vs_discrete,0,1,0.4113079607486725,0.7004125714302063,0.17717064917087555,0.16614499688148499,0.0,0.10499999672174454
gumbel_st,cifar10_small,0,full_soft_vs_discrete,1,2,0.4677967131137848,0.6905624866485596,0.22280113399028778,0.3062887489795685,0.0,0.21437500417232513
gumbel_st,cifar10_small,0,full_soft_vs_discrete,2,3,0.4703696072101593,0.738082766532898,0.22565872967243195,0.33243250846862793,0.0,0.30687499046325684
hard_st_cage,cifar10_small,0,full_soft_vs_discrete,0,1,0.48547476530075073,0.6290885210037231,0.23740532994270325,0.37450623512268066,0.0,0.12062499672174454
hard_st_cage,cifar10_small,0,full_soft_vs_discrete,1,2,0.493573933839798,0.5716087222099304,0.24409762024879456,0.3909125030040741,0.0,0.2475000023841858
hard_st_cage,cifar10_small,0,full_soft_vs_discrete,2,3,0.49122342467308044,0.5679454803466797,0.24180451035499573,0.33588001132011414,0.0,0.4074999988079071
block_relaxed,cifar10_small,0,full_soft_vs_discrete,0,1,0.41781699657440186,0.6695802211761475,0.18206366896629333,0.17125624418258667,0.0,0.1237500011920929
block_relaxed,cifar10_small,0,full_soft_vs_discrete,1,2,0.46731019020080566,0.6920312643051147,0.22241875529289246,0.3092687427997589,0.0,0.22687500715255737
block_relaxed,cifar10_small,0,full_soft_vs_discrete,2,3,0.47084635496139526,0.7288839221000671,0.22589996457099915,0.33403998613357544,0.0,0.31437501311302185
block_hard_refit,cifar10_small,0,full_soft_vs_discrete,0,1,0.4030505120754242,0.4999889135360718,0.16729716956615448,0.0,0.0,0.15312500298023224
block_hard_refit,cifar10_small,0,full_soft_vs_discrete,1,2,0.4594601094722748,0.6681585311889648,0.21457158029079437,0.242575004696846,0.0,0.3031249940395355
block_hard_refit,cifar10_small,0,full_soft_vs_discrete,2,3,0.4628736674785614,0.7001937627792358,0.21787220239639282,0.27386748790740967,0.0,0.4362500011920929
block_hard_refit,cifar10_small,0,path_soft_vs_discrete,0,1,0.0,0.0,0.0,0.0,0.15312500298023224,0.15312500298023224
block_hard_refit,cifar10_small,0,path_soft_vs_discrete,1,2,0.0,0.0,0.0,0.0,0.3031249940395355,0.3031249940395355
block_hard_refit,cifar10_small,0,path_soft_vs_discrete,2,3,0.40186402201652527,0.49999669194221497,0.16652101278305054,0.0,0.08500000089406967,0.4362500011920929
