method,dataset,seed,block,block_epochs,global_epoch_end,elapsed_time,prefix_reaches_target,block_train_time,path_soft_acc,path_soft_loss,hard_prefix_acc,hard_prefix_loss,path_acc_gap,path_loss_gap,fit_source,fit_rows,argmax_refit_mse,truth_refit_mse,refit_mse_delta,op_change_ratio
block_relaxed,cifar10_small,0,0,7,7,0.26427579298615456,0,0.2598491399548948,0.216,109.673,0.126,652.735875,0.09,543.062875,argmax_only,0,nan,nan,nan,0.0
block_relaxed,cifar10_small,0,1,7,14,0.5039938359986991,0,0.22243676707148552,0.182,20.59820703125,0.134,802.30475,0.04799999999999999,781.70654296875,argmax_only,0,nan,nan,nan,0.0
block_relaxed,cifar10_small,0,2,6,20,0.7180912520270795,0,0.19012019294314086,0.116,6.8123720703125,0.112,1033.263625,0.0040000000000000036,1026.4512529296876,argmax_only,0,nan,nan,nan,0.0
block_hard_refit,cifar10_small,0,0,7,7,0.7417975980788469,0,0.24141484196297824,0.216,109.673,0.15,655.511875,0.066,545.838875,sampled,2000,0.18210560910985804,0.1673346533079166,0.014770955801941432,0.5087500214576721
block_hard_refit,cifar10_small,0,1,7,14,1.4642734681256115,0,0.2229383741505444,0.18,95.965703125,0.142,595.7185,0.038000000000000006,499.75279687499994,sampled,2000,0.1850244823435787,0.1700570052175317,0.014967477126047013,0.6193749904632568
block_hard_refit,cifar10_small,0,2,6,20,2.1572594430763274,0,0.1912293799687177,0.154,90.83934375,0.164,516.1168125,0.010000000000000009,425.27746875,sampled,2000,0.1805619258515071,0.16653443445335142,0.014027491398155678,0.6912500262260437
