dataset,method,acc_gap_mean,path_acc_gap_mean,discrete_acc_mean,unused_gate_ratio_mean,train_time_mean,time_to_target_mean,n_target_hits,target_hit_rate,dlgn_target_hit_rate,gap_delta_vs_dlgn,path_gap_delta_vs_dlgn,speedup_vs_dlgn,target_speedup_vs_dlgn,unused_delta_vs_dlgn,gap_reduction_vs_dlgn,path_gap_reduction_vs_dlgn,unused_reduction_vs_dlgn,gap_delta_vs_gumbel,path_gap_delta_vs_gumbel
cifar10_small,block_hard_refit,0.064,0.010000000000000009,0.164,0.9891666666666666,2.1580438730306923,nan,0,0.0,0.0,-0.066,-0.12,1.1445242647666913,nan,0.012499999999999956,0.5076923076923077,0.923076923076923,-0.012798634812286644,0.044,-0.009999999999999995
cifar10_small,block_relaxed,0.0040000000000000036,0.0040000000000000036,0.112,0.9829166666666667,0.7192072758916765,nan,0,0.0,0.0,-0.126,-0.126,3.434244424255137,nan,0.006249999999999978,0.9692307692307692,0.9692307692307692,-0.006399317406143322,-0.016,-0.016
cifar10_small,dlgn,0.13,0.13,0.09,0.9766666666666667,2.469933577114716,nan,0,0.0,0.0,0.0,0.0,1.0,nan,0.0,0.0,0.0,0.0,0.11,0.11
cifar10_small,dlgn_anneal,0.07600000000000001,0.07600000000000001,0.15,0.979375,2.00863652699627,nan,0,0.0,0.0,-0.05399999999999999,-0.05399999999999999,1.2296568064548112,nan,0.0027083333333333126,0.4153846153846153,0.4153846153846153,-0.002773037542662095,0.05600000000000001,0.05600000000000001
cifar10_small,gumbel_st,0.020000000000000004,0.020000000000000004,0.106,0.9839583333333334,2.013522695051506,nan,0,0.0,0.0,-0.11,-0.11,1.2266728272717755,nan,0.007291666666666696,0.8461538461538461,0.8461538461538461,-0.007465870307167266,0.0,0.0
cifar10_small,hard_st_cage,0.094,0.0,0.194,0.9870833333333333,1.893747811904177,nan,0,0.0,0.0,-0.036000000000000004,-0.13,1.3042568612296799,nan,0.01041666666666663,0.27692307692307694,1.0,-0.01066552901023887,0.074,-0.020000000000000004
