block,head,router,aggregation,topk,examples,mean_overlap_with_full_attn_topk,mean_hard_routing_entropy_norm,mean_score_softmax_entropy_norm,mean_nonzero,mean_topk_mass,mean_max_weight,unique_selected_patch_ratio,selected_token_histogram,variant,block_setting,replace_blocks,topk_setting,seed
5,4,dynamic,mean,4,2560,0.065234375,0.3333333432674408,0.1597010612487793,4.0,1.0,0.25,1.0,"[46, 51, 63, 59, 57, 38, 25, 42, 48, 26, 99, 136, 177, 58, 31, 23, 57, 140, 228, 178, 206, 105, 45, 36, 88, 309, 314, 316, 327, 284, 222, 31, 57, 264, 504, 420, 417, 427, 176, 57, 60, 130, 156, 231, 466, 566, 295, 39, 40, 82, 141, 128, 220, 182, 117, 60, 114, 55, 175, 182, 162, 208, 194, 50]",dynamic_mean,b5,5,4,0
5,5,dynamic,mean,4,2560,0.04755859375,0.3333333432674408,0.20471852123737336,4.0,1.0,0.25,1.0,"[48, 242, 409, 219, 64, 184, 351, 165, 49, 142, 90, 118, 46, 47, 129, 485, 83, 75, 57, 55, 100, 87, 82, 220, 61, 61, 82, 133, 102, 74, 79, 124, 82, 71, 90, 107, 114, 88, 61, 74, 218, 49, 81, 107, 78, 54, 44, 65, 481, 299, 92, 156, 120, 74, 92, 154, 567, 177, 228, 604, 630, 216, 365, 339]",dynamic_mean,b5,5,4,0
5,0,dynamic,weighted,4,2560,0.05380859375,0.2722198873758316,0.5596661627292633,4.0,1.0,0.5015769347548484,1.0,"[584, 532, 1097, 109, 311, 264, 177, 289, 120, 152, 502, 224, 184, 235, 109, 243, 269, 152, 94, 83, 60, 72, 60, 89, 118, 57, 32, 30, 31, 28, 70, 70, 278, 54, 25, 24, 23, 23, 43, 138, 118, 76, 44, 70, 95, 54, 117, 382, 84, 122, 96, 120, 88, 160, 81, 61, 56, 379, 148, 178, 272, 148, 120, 116]",dynamic_weighted,b5,5,4,0
5,1,dynamic,weighted,4,2560,0.04296875,0.25292381048202517,0.471147683262825,4.0,1.0,0.538890877366066,1.0,"[111, 112, 183, 30, 48, 59, 153, 49, 44, 151, 83, 70, 44, 51, 24, 89, 80, 69, 178, 142, 176, 101, 71, 42, 50, 101, 181, 190, 169, 127, 94, 75, 155, 143, 168, 193, 229, 251, 181, 98, 41, 155, 343, 307, 359, 282, 212, 174, 59, 308, 242, 464, 296, 379, 245, 45, 82, 343, 351, 217, 355, 159, 156, 101]",dynamic_weighted,b5,5,4,0
5,2,dynamic,weighted,4,2560,0.08232421875,0.26619106233119966,0.5209156945347786,4.0,1.0,0.5068217471241951,1.0,"[48, 87, 148, 116, 130, 175, 136, 43, 166, 366, 152, 215, 172, 112, 105, 124, 140, 179, 87, 114, 112, 123, 102, 227, 404, 243, 58, 97, 114, 104, 187, 349, 195, 141, 111, 101, 82, 134, 134, 216, 209, 205, 162, 73, 96, 187, 190, 184, 161, 191, 203, 209, 165, 233, 299, 187, 213, 134, 112, 95, 234, 123, 151, 175]",dynamic_weighted,b5,5,4,0
5,3,dynamic,weighted,4,2560,0.0654296875,0.25307704508304596,0.46528239995241166,4.0,1.0,0.5463249206542968,1.0,"[379, 379, 1098, 182, 489, 401, 98, 187, 138, 120, 288, 126, 80, 152, 92, 248, 387, 58, 37, 34, 31, 64, 82, 236, 190, 20, 38, 48, 41, 45, 43, 175, 265, 33, 27, 38, 40, 25, 43, 256, 103, 47, 53, 61, 71, 59, 68, 538, 144, 79, 80, 123, 102, 167, 104, 121, 97, 465, 139, 111, 251, 185, 70, 289]",dynamic_weighted,b5,5,4,0
5,4,dynamic,weighted,4,2560,0.07421875,0.2537638545036316,0.48489463329315186,4.0,1.0,0.5396475046873093,1.0,"[159, 190, 130, 226, 98, 166, 249, 186, 91, 257, 103, 133, 181, 112, 87, 109, 88, 102, 151, 225, 183, 144, 105, 118, 156, 175, 208, 308, 287, 166, 168, 177, 61, 186, 271, 379, 334, 189, 124, 100, 61, 168, 271, 267, 251, 251, 110, 44, 98, 153, 151, 190, 208, 127, 144, 65, 127, 62, 116, 125, 108, 90, 100, 71]",dynamic_weighted,b5,5,4,0
5,5,dynamic,weighted,4,2560,0.06318359375,0.2801459491252899,0.5186535760760307,4.0,1.0,0.4793282851576805,0.96875,"[12, 8, 237, 20, 24, 62, 0, 4, 10, 3, 13, 2, 2, 18, 9, 13, 53, 17, 3, 0, 1, 1, 27, 67, 49, 15, 9, 3, 11, 7, 42, 169, 254, 73, 31, 27, 35, 58, 68, 244, 41, 259, 244, 182, 317, 230, 256, 341, 195, 547, 391, 557, 402, 629, 371, 60, 24, 948, 779, 359, 748, 296, 158, 205]",dynamic_weighted,b5,5,4,0
5,0,static,mean,8,2560,0.094091796875,0.5,0.9960029125213623,8.0,1.0,0.125,0.125,"[2560, 2560, 0, 0, 0, 0, 2560, 0, 0, 2560, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 2560, 0, 0, 0, 2560, 0]",static_mean,b5,5,8,0
5,1,static,mean,8,2560,0.2609375,0.5,0.9950989484786987,8.0,1.0,0.125,0.125,"[2560, 0, 0, 0, 0, 0, 2560, 2560, 2560, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_mean,b5,5,8,0
5,2,static,mean,8,2560,0.240576171875,0.5,0.9905610084533691,8.0,1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 2560, 2560, 0, 0, 0, 0, 2560, 2560, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_mean,b5,5,8,0
5,3,static,mean,8,2560,0.0765625,0.5,0.9807787537574768,8.0,1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0, 0, 2560, 2560, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_mean,b5,5,8,0
5,4,static,mean,8,2560,0.168896484375,0.5,0.997276246547699,8.0,1.0,0.125,0.125,"[2560, 2560, 0, 0, 0, 0, 0, 2560, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560]",static_mean,b5,5,8,0
5,5,static,mean,8,2560,0.0908203125,0.5,0.9873026609420776,8.0,1.0,0.125,0.125,"[2560, 2560, 2560, 0, 0, 2560, 2560, 2560, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_mean,b5,5,8,0
5,0,static,weighted,8,2560,0.099755859375,0.49718883633613586,0.998293936252594,8.0,1.0,0.15270718932151794,0.125,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 2560, 0, 0, 2560, 0, 0, 0, 0, 2560, 0, 0, 2560, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0]",static_weighted,b5,5,8,0
5,1,static,weighted,8,2560,0.26513671875,0.49487102031707764,0.9977564215660095,8.0,1.0,0.1663626879453659,0.125,"[2560, 2560, 2560, 2560, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_weighted,b5,5,8,0
5,2,static,weighted,8,2560,0.1287109375,0.47673365473747253,0.9909787178039551,8.0,0.9999999403953552,0.2470598816871643,0.125,"[2560, 2560, 2560, 0, 0, 2560, 2560, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_weighted,b5,5,8,0
5,3,static,weighted,8,2560,0.07099609375,0.4929768145084381,0.9968631863594055,8.0,1.0,0.19640304148197174,0.125,"[2560, 2560, 0, 0, 2560, 0, 2560, 2560, 0, 2560, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_weighted,b5,5,8,0
5,4,static,weighted,8,2560,0.111376953125,0.4901215434074402,0.9935986995697021,8.0,1.0,0.20213131606578827,0.125,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 2560, 0, 0, 0, 2560, 2560, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_weighted,b5,5,8,0
5,5,static,weighted,8,2560,0.154736328125,0.47501569986343384,0.9895048141479492,8.0,0.9999999403953552,0.2655865252017975,0.125,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0]",static_weighted,b5,5,8,0
5,0,dynamic,mean,8,2560,0.1275390625,0.5,0.13341931998729706,8.0,1.0,0.125,1.0,"[320, 763, 309, 277, 410, 275, 800, 620, 76, 163, 397, 335, 491, 504, 301, 379, 180, 201, 454, 452, 631, 585, 225, 153, 51, 271, 624, 955, 553, 635, 175, 105, 39, 276, 368, 884, 717, 374, 159, 35, 95, 141, 290, 424, 269, 230, 226, 84, 99, 178, 231, 325, 342, 135, 362, 73, 175, 62, 184, 219, 288, 170, 287, 69]",dynamic_mean,b5,5,8,0
5,1,dynamic,mean,8,2560,0.119140625,0.5,0.11746270284056663,8.0,1.0,0.125,1.0,"[166, 381, 376, 142, 265, 568, 486, 352, 211, 182, 161, 123, 188, 364, 326, 340, 707, 226, 209, 200, 215, 423, 144, 472, 215, 495, 406, 515, 337, 467, 329, 449, 119, 404, 442, 678, 585, 416, 267, 218, 95, 263, 499, 536, 353, 322, 353, 175, 178, 318, 309, 492, 497, 281, 445, 118, 205, 101, 251, 308, 323, 148, 286, 55]",dynamic_mean,b5,5,8,0
5,2,dynamic,mean,8,2560,0.077978515625,0.5,0.13602014854550362,8.0,1.0,0.125,1.0,"[696, 1134, 1228, 857, 828, 799, 1365, 941, 167, 340, 820, 396, 524, 632, 325, 591, 434, 491, 342, 213, 321, 200, 152, 238, 276, 195, 188, 209, 156, 116, 93, 141, 161, 205, 173, 171, 172, 139, 123, 119, 59, 79, 148, 205, 155, 122, 184, 302, 77, 87, 163, 178, 207, 164, 199, 354, 124, 35, 115, 118, 197, 83, 280, 174]",dynamic_mean,b5,5,8,0
5,3,dynamic,mean,8,2560,0.123193359375,0.5,0.09361576698720456,8.0,1.0,0.125,1.0,"[543, 634, 441, 28, 366, 814, 365, 960, 772, 298, 104, 46, 52, 322, 684, 969, 1232, 129, 200, 115, 104, 410, 187, 1160, 343, 242, 264, 403, 135, 256, 172, 992, 111, 138, 124, 231, 136, 115, 105, 341, 196, 187, 157, 235, 151, 104, 179, 250, 465, 458, 143, 330, 359, 112, 308, 118, 318, 189, 222, 314, 271, 145, 139, 87]",dynamic_mean,b5,5,8,0
5,4,dynamic,mean,8,2560,0.1533203125,0.5,0.18684518337249756,8.0,1.0,0.125,1.0,"[251, 90, 159, 97, 136, 75, 65, 262, 321, 155, 99, 68, 75, 57, 82, 208, 215, 149, 89, 106, 72, 87, 107, 223, 453, 296, 170, 127, 128, 162, 238, 363, 934, 420, 292, 213, 195, 298, 564, 732, 1326, 999, 631, 322, 412, 594, 477, 211, 888, 873, 327, 335, 357, 452, 536, 219, 406, 642, 244, 140, 259, 452, 216, 329]",dynamic_mean,b5,5,8,0
5,5,dynamic,mean,8,2560,0.115576171875,0.5,0.14783491604030133,8.0,1.0,0.125,1.0,"[103, 60, 130, 26, 54, 246, 27, 93, 662, 167, 32, 32, 11, 47, 140, 150, 629, 104, 22, 30, 11, 75, 56, 474, 567, 314, 80, 31, 35, 74, 183, 549, 964, 411, 194, 121, 114, 175, 568, 841, 1232, 680, 544, 275, 382, 500, 499, 295, 1040, 656, 305, 450, 503, 506, 832, 316, 610, 545, 291, 251, 389, 350, 185, 242]",dynamic_mean,b5,5,8,0
5,0,dynamic,weighted,8,2560,0.1107421875,0.3597622737288475,0.5004705891013146,8.0,1.0,0.45607176423072815,1.0,"[364, 288, 325, 601, 641, 1091, 607, 435, 307, 777, 365, 208, 125, 293, 797, 422, 256, 534, 346, 190, 158, 274, 257, 392, 391, 331, 226, 208, 157, 215, 273, 463, 475, 246, 364, 354, 317, 364, 340, 453, 487, 267, 236, 190, 163, 278, 236, 497, 442, 260, 173, 133, 151, 162, 175, 365, 233, 79, 56, 187, 82, 117, 99, 182]",dynamic_weighted,b5,5,8,0
5,1,dynamic,weighted,8,2560,0.1693359375,0.27304052338004114,0.34063433259725573,8.0,1.0,0.5930431723594666,1.0,"[98, 165, 264, 324, 305, 358, 345, 155, 176, 366, 218, 238, 147, 234, 441, 241, 241, 262, 383, 258, 137, 258, 270, 313, 262, 289, 302, 368, 277, 382, 322, 270, 335, 285, 452, 506, 379, 471, 530, 380, 477, 322, 279, 368, 372, 438, 298, 349, 191, 216, 306, 410, 381, 250, 237, 759, 487, 122, 323, 912, 215, 378, 154, 229]",dynamic_weighted,b5,5,8,0
5,2,dynamic,weighted,8,2560,0.128759765625,0.37691338509321215,0.5422776937484741,8.0,1.0,0.4236999064683914,1.0,"[111, 103, 60, 96, 133, 61, 65, 98, 77, 121, 129, 137, 291, 103, 92, 61, 79, 270, 226, 371, 301, 287, 184, 128, 139, 410, 653, 672, 564, 651, 452, 74, 200, 588, 618, 568, 451, 583, 647, 231, 161, 432, 602, 446, 442, 648, 628, 327, 62, 269, 639, 373, 522, 770, 522, 183, 163, 114, 481, 478, 354, 436, 286, 57]",dynamic_weighted,b5,5,8,0
5,3,dynamic,weighted,8,2560,0.087109375,0.30449136197566984,0.41183972656726836,8.0,1.0,0.5376462176442146,1.0,"[207, 178, 95, 86, 222, 113, 113, 161, 115, 234, 137, 142, 199, 174, 126, 85, 56, 132, 238, 409, 330, 265, 250, 62, 125, 351, 665, 566, 592, 413, 266, 85, 155, 531, 634, 682, 673, 675, 404, 207, 128, 337, 895, 882, 795, 850, 558, 151, 51, 251, 480, 454, 594, 824, 354, 68, 58, 137, 348, 166, 246, 346, 286, 68]",dynamic_weighted,b5,5,8,0
5,4,dynamic,weighted,8,2560,0.16455078125,0.3869728118181229,0.5683060348033905,8.0,1.0,0.40645830780267717,1.0,"[316, 283, 238, 244, 314, 276, 385, 381, 198, 315, 163, 158, 186, 196, 234, 249, 188, 171, 170, 161, 144, 161, 176, 275, 301, 239, 324, 272, 195, 229, 164, 328, 466, 289, 346, 345, 276, 364, 493, 493, 387, 444, 471, 435, 409, 618, 501, 475, 292, 346, 461, 447, 454, 525, 392, 404, 278, 217, 308, 718, 301, 455, 195, 241]",dynamic_weighted,b5,5,8,0
5,5,dynamic,weighted,8,2560,0.190869140625,0.29316828548908236,0.371187387406826,8.0,1.0,0.5564495146274566,1.0,"[63, 69, 67, 44, 63, 57, 52, 82, 23, 75, 69, 59, 142, 43, 48, 49, 59, 71, 158, 364, 286, 159, 208, 77, 193, 253, 568, 538, 474, 347, 146, 82, 171, 493, 569, 685, 628, 569, 471, 227, 98, 296, 1009, 1013, 891, 1045, 651, 128, 41, 225, 619, 582, 837, 1222, 565, 81, 69, 154, 527, 412, 336, 569, 237, 72]",dynamic_weighted,b5,5,8,0
5,0,static,mean,16,2560,0.2435302734375,0.6666666865348816,0.96052485704422,16.0,1.0,0.0625,0.25,"[2560, 2560, 2560, 0, 2560, 2560, 2560, 2560, 2560, 2560, 0, 0, 0, 0, 2560, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 2560, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 0, 0]",static_mean,b5,5,16,0
5,1,static,mean,16,2560,0.3738525390625,0.6666666865348816,0.97464919090271,16.0,1.0,0.0625,0.25,"[2560, 2560, 2560, 0, 2560, 0, 2560, 2560, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 0, 2560, 0, 0, 0, 2560, 2560, 0, 0, 2560, 0, 0, 0, 0, 2560, 0, 0, 0, 0, 2560, 2560, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",static_mean,b5,5,16,0
