method,dataset,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,activation_inactive_gate_ratio,gate_count,predicate_count,depth,fanout_max,state_entropy,state_constant_ratio,state_duplicate_ratio,state_flip_rate,layer_gap_max_mae,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,gate_entropy,gate_confidence,hard_carrier_acc,hard_bit_acc,hard_path_acc_gap,hard_carrier_loss,hard_bit_loss,hard_path_loss_gap,bit_exact_verified
bitstate_progressive_hard_st,cifar10,0.193,0.22,0.026999999999999996,2.1960286865234373,2.1035193939208985,0.09250929260253882,203.329584326013,4,0.010683760978281498,0.001936431623931624,14976,3904,9,228,0.8719770759344101,0.011881510843522847,0.0,0.14097575657069683,0.44322228798499475,0.27940521240234373,0.27940521240234373,0.17703785002231598,0.8990699648857117,0.22,0.22,0.0,2.1035193939208985,2.1035193939208985,0.0,True
