method,dataset,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,activation_inactive_gate_ratio,gate_count,predicate_count,depth,fanout_max,state_entropy,state_constant_ratio,state_duplicate_ratio,state_flip_rate,layer_gap_max_mae,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,gate_entropy,gate_confidence,hard_carrier_acc,hard_bit_acc,hard_path_acc_gap,hard_carrier_loss,hard_bit_loss,hard_path_loss_gap,bit_exact_verified
bitstate_progressive_hard_st,cifar10,0.1965,0.209,0.012499999999999983,2.183163116455078,2.167756271362305,0.015406845092773125,202.37114192399895,7,0.010349893942475319,0.001201923076923077,14976,3904,9,228,0.8865299820899963,0.007153320766519755,0.0,0.14168311469256878,0.44486786402188816,0.273779296875,0.273779296875,0.17404155433177948,0.9022246599197388,0.209,0.209,0.0,2.167756271362305,2.167756271362305,0.0,True
