block,best_epoch,epochs_to_90pct_best,pre_refit_soft_acc,pre_refit_hard_acc,pre_refit_acc_gap,pre_refit_soft_loss,pre_refit_hard_loss,pre_refit_loss_gap,post_refit_soft_acc,post_refit_hard_acc,post_refit_acc_gap,post_refit_soft_loss,post_refit_hard_loss,post_refit_loss_gap,refit_bit_error,refit_address_coverage,changed_truth_ratio,changed_wiring_ratio,block_train_seconds
0,17,4,0.8777777777777778,0.8777777777777778,0.0,1.0539991590711806,0.9392790617766203,0.11472009729456023,0.8777777777777778,0.8777777777777778,0.0,0.9392790617766203,0.9392790617766203,0.0,0.3221534490585327,0.0,0.0,0.0,8.831935430003796
1,15,1,0.9222222222222223,0.9074074074074074,0.014814814814814836,0.7489579942491319,0.675231029369213,0.07372696487991892,0.9074074074074074,0.9074074074074074,0.0,0.675231029369213,0.675231029369213,0.0,0.24854813516139984,0.0,0.0,0.0,8.69157573999837
