run_id,name,notes,depth,embed_dim,heads,patch_size,tokens,mlp_ratio,batch_size,steps,topk,augmentation,lr_schedule,learning_rate,last_iter,last_valid_iter,last_valid_eval,last_valid_infer,last_valid_train,best_valid_iter,best_valid_eval,best_valid_infer,best_valid_train,final_test_eval,final_test_infer,final_test_train,delta_best_vs_prior20_best,delta_test_vs_prior20_test,hard_soft_gap_best,log_path_210
k8_noaug_const,K8 noaug constant,"K=8, no augmentation, constant LR",6,192,6,4,65,4,512,200000,8,no,constant,5e-4,199999,195000,0.6825215220451355,0.6825215220451355,0.653722882270813,30000,0.7207549214363098,0.7207549214363098,0.692574143409729,0.7154,0.7154,0.6832,0.003554921436309866,-0.00039999999999995595,0.0,/home/spco/sow_linear/ViT-LGN_attention_clean_20260629/runs_attention_clean/h6_k8_defaulttemp_d6e192_noaug_const_200k_20260630.log
k8_aug_const,K8 augmentation constant,"K=8, augmentation, constant LR",6,192,6,4,65,4,512,200000,8,yes,constant,5e-4,199999,195000,0.7770568132400513,0.7770568132400513,0.7391103506088257,150000,0.7913265228271484,0.7913265228271484,0.7585658431053162,0.7893,0.7893,0.7546,0.07412652282714849,0.07350000000000001,0.0,/home/spco/sow_linear/ViT-LGN_attention_clean_20260629/runs_attention_clean/h6_k8_defaulttemp_d6e192_aug_const_200k_20260630.log
k4_noaug_const,K4 noaug constant,"K=4, no augmentation, constant LR",6,192,6,4,65,4,512,200000,4,no,constant,5e-4,199999,190000,0.6858099699020386,0.6858099699020386,0.6575374603271484,110000,0.7051299214363098,0.7051299214363098,0.6674107313156128,0.6893,0.6893,0.6551,-0.012070078563690134,-0.026499999999999968,0.0,/home/spco/sow_linear/ViT-LGN_attention_clean_20260629/runs_attention_clean/h6_k4_defaulttemp_d6e192_noaug_const_200k_20260630.log
k8_noaug_warmstay,K8 noaug warm-stay-cosine,"K=8, no augmentation, warmup-stay-cosine LR",6,192,6,4,65,4,512,200000,8,no,warmup-stay-cosine,5e-4,199999,195000,0.6981026530265808,0.6981026530265808,0.6641661524772644,50000,0.7219387888908386,0.7219387888908386,0.6880341172218323,0.7193,0.7193,0.695,0.004738788890838674,0.0035000000000000586,0.0,/home/spco/sow_linear/ViT-LGN_attention_clean_20260629/runs_attention_clean/h6_k8_defaulttemp_d6e192_noaug_warmstay_200k_20260630.log
