dataset,method,n,soft_acc_mean,soft_acc_std,discrete_acc_mean,discrete_acc_std,acc_gap_mean,acc_gap_std,soft_loss_mean,soft_loss_std,discrete_loss_mean,discrete_loss_std,loss_gap_mean,loss_gap_std,path_soft_acc_mean,path_soft_acc_std,path_discrete_acc_mean,path_discrete_acc_std,path_acc_gap_mean,path_acc_gap_std,path_soft_loss_mean,path_soft_loss_std,path_discrete_loss_mean,path_discrete_loss_std,path_loss_gap_mean,path_loss_gap_std,train_time_mean,train_time_std,time_to_target_mean,time_to_target_std,n_target_hits,target_hit_rate,unused_gate_ratio_mean,unused_gate_ratio_std,activation_inactive_gate_ratio_mean,activation_inactive_gate_ratio_std,gate_count_mean,gate_count_std,depth_mean,depth_std,fanout_max_mean,fanout_max_std,soft_inference_samples_per_sec_mean,soft_inference_samples_per_sec_std,discrete_inference_samples_per_sec_mean,discrete_inference_samples_per_sec_std,inference_bench_repeats_mean,inference_bench_repeats_std
digits,block_hard_refit,1,0.10222222222222223,0.0,0.24444444444444444,0.0,0.1422222222222222,0.0,36.82842881944445,0.0,186.3509375,0.0,149.52250868055555,0.0,0.7044444444444444,0.0,0.24444444444444444,0.0,0.45999999999999996,0.0,2.5475341796875,0.0,186.3509375,0.0,183.8034033203125,0.0,2.696706775110215,0.0,nan,nan,0,0.0,0.9890625,0.0,0.5015625,0.0,1280.0,0.0,4.0,0.0,10.0,0.0,nan,nan,nan,nan,0.0,0.0
digits,block_hard_task_refit,1,0.1,0.0,0.11777777777777777,0.0,0.017777777777777767,0.0,48.27101996527778,0.0,69.67923177083334,0.0,21.40821180555556,0.0,0.4866666666666667,0.0,0.11777777777777777,0.0,0.36888888888888893,0.0,2.517509765625,0.0,69.67923177083334,0.0,67.16172200520835,0.0,4.544351511867717,0.0,nan,nan,0,0.0,0.9828125,0.0,0.7359375,0.0,1280.0,0.0,4.0,0.0,10.0,0.0,nan,nan,nan,nan,0.0,0.0
digits,block_relaxed,1,0.13555555555555557,0.0,0.10444444444444445,0.0,0.031111111111111117,0.0,2.3640220811631942,0.0,406.42663194444447,0.0,404.0626098632813,0.0,0.13555555555555557,0.0,0.10444444444444445,0.0,0.031111111111111117,0.0,2.3640220811631942,0.0,406.42663194444447,0.0,404.0626098632813,0.0,2.6840451129246503,0.0,nan,nan,0,0.0,0.978125,0.0,0.3640625,0.0,1280.0,0.0,4.0,0.0,10.0,0.0,nan,nan,nan,nan,0.0,0.0
digits,dlgn,1,0.9222222222222223,0.0,0.42,0.0,0.5022222222222223,0.0,0.4181313069661458,0.0,142.43543402777777,0.0,142.0173027208116,0.0,0.9222222222222223,0.0,0.42,0.0,0.5022222222222223,0.0,0.4181313069661458,0.0,142.43543402777777,0.0,142.0173027208116,0.0,12.580240107141435,0.0,nan,nan,0,0.0,0.790625,0.0,0.178125,0.0,1280.0,0.0,4.0,0.0,10.0,0.0,nan,nan,nan,nan,0.0,0.0
digits,dlgn_anneal,1,0.9022222222222223,0.0,0.6933333333333334,0.0,0.2088888888888889,0.0,9.517545572916667,0.0,54.59783854166667,0.0,45.08029296875,0.0,0.9022222222222223,0.0,0.6933333333333334,0.0,0.2088888888888889,0.0,9.517545572916667,0.0,54.59783854166667,0.0,45.08029296875,0.0,13.628969290060923,0.0,nan,nan,0,0.0,0.709375,0.0,0.1328125,0.0,1280.0,0.0,4.0,0.0,10.0,0.0,nan,nan,nan,nan,0.0,0.0
digits,gumbel_st,1,0.09555555555555556,0.0,0.08222222222222222,0.0,0.013333333333333336,0.0,34.375004340277776,0.0,409.114375,0.0,374.7393706597222,0.0,0.09555555555555556,0.0,0.08222222222222222,0.0,0.013333333333333336,0.0,34.375004340277776,0.0,409.114375,0.0,374.7393706597222,0.0,12.042941208928823,0.0,nan,nan,0,0.0,0.996875,0.0,0.39375,0.0,1280.0,0.0,4.0,0.0,10.0,0.0,nan,nan,nan,nan,0.0,0.0
digits,hard_st_cage,1,0.36666666666666664,0.0,0.6488888888888888,0.0,0.2822222222222222,0.0,9.490083550347222,0.0,49.29188368055556,0.0,39.801800130208335,0.0,0.6488888888888888,0.0,0.6488888888888888,0.0,0.0,0.0,49.29188368055556,0.0,49.29188368055556,0.0,0.0,0.0,11.85454175202176,0.0,nan,nan,0,0.0,0.83984375,0.0,0.38046875,0.0,1280.0,0.0,4.0,0.0,10.0,0.0,nan,nan,nan,nan,0.0,0.0
