block,best_epoch,epochs_ran,epochs_to_90pct_best,pre_refit_soft_acc,pre_refit_hard_acc,pre_refit_acc_gap,pre_refit_soft_loss,pre_refit_hard_loss,pre_refit_loss_gap,post_refit_soft_acc,post_refit_hard_acc,post_refit_acc_gap,post_refit_soft_loss,post_refit_hard_loss,post_refit_loss_gap,refit_bit_error,refit_address_coverage,changed_truth_ratio,changed_wiring_ratio,block_train_seconds
0,4,4,2,0.1613,0.1787,0.0174,3.283301975250244,3.0985291275024416,0.18477284774780234,0.1787,0.1787,0.0,3.0985291275024416,3.0985291275024416,0.0,0.27575135231018066,0.0,0.0,0.0,60.574484505923465
1,4,4,1,0.2308,0.25825,0.027449999999999974,2.94233236579895,2.763379975128174,0.1789523906707764,0.25825,0.25825,0.0,2.763379975128174,2.763379975128174,0.0,0.22940441966056824,0.0,0.0,0.0,59.80667447298765
