run_id,method,variant,dataset,seed,candidate_policy,votes_per_class,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_discrete_acc,test_soft_acc,test_discrete_acc,test_acc_gap,train_time_s,epochs_to_target,epochs_ran,unused_gate_ratio,inactive_vote_ratio,gate_count,depth,fanout_max,hard_payload_bits,learned_logic_payload_bits,hard_payload_bytes,raw_source_ratio,vote_source_ratio,identity_source_ratio,truth_dictionary_ratio,final_vote_input_support_mean,class_input_support_mean,class_zero_support_count,class_zero_support_ratio,audit_ops,payload_sha256,protocol_sha256,source_bundle_sha256,train_split_sha256,validation_split_sha256,test_split_sha256,evidence
full-flat-v64-d2-s0,bitplane_lut_argmax,mixed-v64-d2,cifar100,0,mixed,64,0.154,0.15399999916553497,8.344650248570673e-10,3.7436427310943605,3.7270684242248535,0.016574306869507005,0.16566666666666666,0.1653,0.15520000457763672,0.010099995422363284,3407.1639521020115,13,19+20,0.071953125,0.00015624999650754035,12800,2,12,1482240,972800,549941,0.506953125,0.493046875,0.12544921875,1.26046875,8.36984375,515.02,0,0.0,36267,611bda5ff5bfe40357fedc5b20d6f0e57ca7294e8c84cd4276e8eab135b6c7ae,dba2b99788962cfd5e12479c8398bbf75986c9c1aae2ef6a697081e6de2d3481,8f5eff41ad00081c3a6052cb9738342aecf806aab4f3a368cc33b066bedbb26c,6613000a485306ae21e7abcb3fb1c4d88849c9db07649239c117f50150f140cf,ba6ebb893ec5cac2be8fd20cfdcb5bc9e514e51d552975f8db49419408fecbe2,4cb8e5d9309da489bf6b19cc10cd96c3ae6f8daf225380b605aaee4c0d6aee19,E:\Codex_work\ssh_experiment\learnable_logic_integration_20260723\docs\repro\bitplane_lut_cifar100_scale_20260724\runs\full-flat-v64-d2-s0\result.json
full-spatial-v64-d2-s0,bitplane_lut_spatial_argmax,spatial-v64-d2,cifar100,0,image_spatial,64,0.1694,0.17080000042915344,0.0014000004291534474,3.624477144241333,3.615676164627075,0.008800979614257631,0.1816888888888889,0.1718,0.16940000653266907,0.002399993467330941,4976.362019958004,20,30+30,0.066484375,0.0009374999790452421,12800,2,13,1482240,972800,549941,0.55697265625,0.44302734375,0.10455078125,1.22015625,9.3709375,282.63,0,0.0,36267,ba4a9258dcae741fa5d41fc67e8ee2a303e44806a7a99fab90322a3248e09558,dba2b99788962cfd5e12479c8398bbf75986c9c1aae2ef6a697081e6de2d3481,8f5eff41ad00081c3a6052cb9738342aecf806aab4f3a368cc33b066bedbb26c,6613000a485306ae21e7abcb3fb1c4d88849c9db07649239c117f50150f140cf,ba6ebb893ec5cac2be8fd20cfdcb5bc9e514e51d552975f8db49419408fecbe2,4cb8e5d9309da489bf6b19cc10cd96c3ae6f8daf225380b605aaee4c0d6aee19,E:\Codex_work\ssh_experiment\learnable_logic_integration_20260723\docs\repro\bitplane_lut_cifar100_scale_20260724\runs\full-spatial-v64-d2-s0\result.json
full-spatial-v128-d2-s0,bitplane_lut_spatial_argmax,spatial-v128-d2,cifar100,0,image_spatial,128,0.2018,0.19820000231266022,0.00359999768733979,3.4527293045043947,3.454364061355591,0.001634756851196073,0.2220888888888889,0.2079,0.2037000060081482,0.004199993991851808,8823.485202446987,18,30+30,0.07359375,0.0003124999930150807,25600,2,14,2698240,2048000,997941,0.54646484375,0.45353515625,0.0948046875,1.2449609375,9.60953125,597.68,0,0.0,36267,45d7bcbcefbff46e0cae3006d05fff093b789f0847101d32980ea51e2857acf0,dba2b99788962cfd5e12479c8398bbf75986c9c1aae2ef6a697081e6de2d3481,8f5eff41ad00081c3a6052cb9738342aecf806aab4f3a368cc33b066bedbb26c,6613000a485306ae21e7abcb3fb1c4d88849c9db07649239c117f50150f140cf,ba6ebb893ec5cac2be8fd20cfdcb5bc9e514e51d552975f8db49419408fecbe2,4cb8e5d9309da489bf6b19cc10cd96c3ae6f8daf225380b605aaee4c0d6aee19,E:\Codex_work\ssh_experiment\learnable_logic_integration_20260723\docs\repro\bitplane_lut_cifar100_scale_20260724\runs\full-spatial-v128-d2-s0\result.json
full-spatial-v128-d4-s0,bitplane_lut_spatial_argmax,spatial-v128-d4,cifar100,0,image_spatial,128,0.2068,0.19900000095367432,0.007799999046325695,3.4157996505737303,3.4327070713043213,0.01690742073059104,0.22904444444444444,0.2114,0.20720000565052032,0.00419999434947968,14492.501615523972,21,30+30+15+26,0.1142578125,0.0,51200,4,14,4746240,4096000,1818245,0.450576171875,0.549423828125,0.13662109375,1.13322265625,40.915390625,1420.98,0,0.0,65469,82351824de758099b834d142a6e005dd9b8db32ffd78475150a9f9ba8adaa981,dba2b99788962cfd5e12479c8398bbf75986c9c1aae2ef6a697081e6de2d3481,8f5eff41ad00081c3a6052cb9738342aecf806aab4f3a368cc33b066bedbb26c,6613000a485306ae21e7abcb3fb1c4d88849c9db07649239c117f50150f140cf,ba6ebb893ec5cac2be8fd20cfdcb5bc9e514e51d552975f8db49419408fecbe2,4cb8e5d9309da489bf6b19cc10cd96c3ae6f8daf225380b605aaee4c0d6aee19,E:\Codex_work\ssh_experiment\learnable_logic_integration_20260723\docs\repro\bitplane_lut_cifar100_scale_20260724\runs\full-spatial-v128-d4-s0\result.json
full-spatial-v256-d4-s0,bitplane_lut_spatial_argmax,spatial-v256-d4,cifar100,0,image_spatial,256,0.2184,0.21819999814033508,0.00020000185966492778,3.351554071807861,3.332369089126587,0.01918498268127422,0.2552,0.2238,0.2125999927520752,0.011200007247924804,21303.45432932698,20,30+21+18+17,0.124404296875,0.0,102400,4,20,9123840,8192000,3533445,0.45357177734375,0.54642822265625,0.1244384765625,1.146123046875,43.1794921875,3208.61,0,0.0,65469,c5bb9f60a5762e1fbed63faf813e4df2c2088de2cae1b481237d8c3bb5d732d0,dba2b99788962cfd5e12479c8398bbf75986c9c1aae2ef6a697081e6de2d3481,8f5eff41ad00081c3a6052cb9738342aecf806aab4f3a368cc33b066bedbb26c,6613000a485306ae21e7abcb3fb1c4d88849c9db07649239c117f50150f140cf,ba6ebb893ec5cac2be8fd20cfdcb5bc9e514e51d552975f8db49419408fecbe2,4cb8e5d9309da489bf6b19cc10cd96c3ae6f8daf225380b605aaee4c0d6aee19,E:\Codex_work\ssh_experiment\learnable_logic_integration_20260723\docs\repro\bitplane_lut_cifar100_scale_20260724\runs\full-spatial-v256-d4-s0\result.json
