method,dataset,seed,epoch,global_epoch,elapsed_time,soft_acc,discrete_acc,soft_loss,discrete_loss,native_acc,native_loss,selection_confidence,tau,block,block_elapsed_time
dlgn,digits,0,1,1,1.3119721920229495,0.10444444444444445,0.08888888888888889,15.336231553819445,383.62055555555554,0.10444444444444445,15.336231553819445,0.2488284856081009,1.0,,
dlgn,digits,0,2,2,1.3870103710796684,0.1,0.051111111111111114,5.771027018229167,352.0542013888889,0.1,5.771027018229167,0.2489413022994995,1.0,,
dlgn,digits,0,3,3,1.4615468501579016,0.11333333333333333,0.09555555555555556,2.9855002170138887,446.8172916666667,0.11333333333333333,2.9855002170138887,0.24951274693012238,1.0,,
dlgn,digits,0,4,4,1.54506174614653,0.3111111111111111,0.08444444444444445,2.028273654513889,437.07493055555557,0.3111111111111111,2.028273654513889,0.25033265352249146,1.0,,
dlgn,digits,0,5,5,1.6319119380787015,0.40444444444444444,0.10666666666666667,1.7115117730034721,354.47309027777777,0.40444444444444444,1.7115117730034721,0.25142765045166016,1.0,,
dlgn,digits,0,6,6,1.7538309851661325,0.58,0.12222222222222222,1.4674199761284723,358.87041666666664,0.58,1.4674199761284723,0.2528713345527649,1.0,,
dlgn,digits,0,7,7,1.846431912155822,0.56,0.18666666666666668,1.31203125,330.42625,0.56,1.31203125,0.254630446434021,1.0,,
dlgn,digits,0,8,8,1.940604617120698,0.7111111111111111,0.19333333333333333,1.0812064615885417,321.98534722222223,0.7111111111111111,1.0812064615885417,0.2565465271472931,1.0,,
dlgn,digits,0,9,9,2.0154476230964065,0.6777777777777778,0.18444444444444444,1.1044667561848958,299.2945486111111,0.6777777777777778,1.1044667561848958,0.25858768820762634,1.0,,
dlgn,digits,0,10,10,2.1065547231119126,0.7466666666666667,0.20666666666666667,0.8643838161892361,268.0115451388889,0.7466666666666667,0.8643838161892361,0.26064443588256836,1.0,,
dlgn,digits,0,11,11,2.2039051330648363,0.7822222222222223,0.24,0.7385188802083333,280.40581597222223,0.7822222222222223,0.7385188802083333,0.26253944635391235,1.0,,
dlgn,digits,0,12,12,2.2931042150594294,0.7977777777777778,0.27555555555555555,0.6556317816840278,250.4390798611111,0.7977777777777778,0.6556317816840278,0.2643158733844757,1.0,,
dlgn,digits,0,13,13,2.3934387520421296,0.8355555555555556,0.29777777777777775,0.54957275390625,219.7496701388889,0.8355555555555556,0.54957275390625,0.26582425832748413,1.0,,
dlgn,digits,0,14,14,2.488008133135736,0.8777777777777778,0.2822222222222222,0.4795882839626736,218.66413194444445,0.8777777777777778,0.4795882839626736,0.26716476678848267,1.0,,
dlgn,digits,0,15,15,2.5905320700258017,0.8822222222222222,0.29777777777777775,0.4756507025824653,229.12560763888888,0.8822222222222222,0.4756507025824653,0.2683742642402649,1.0,,
dlgn,digits,0,16,16,2.7020486700348556,0.8933333333333333,0.28888888888888886,0.4405333116319444,224.68159722222222,0.8933333333333333,0.4405333116319444,0.2695673108100891,1.0,,
dlgn,digits,0,17,17,2.7973879871424288,0.8977777777777778,0.2822222222222222,0.4229681396484375,230.20336805555556,0.8977777777777778,0.4229681396484375,0.2707063853740692,1.0,,
