dataset,method,comparison,n_rows,layer,prefix_depth,mean_abs_diff_mean,mean_abs_diff_std,max_abs_diff_mean,max_abs_diff_std,mse_mean,mse_std,binary_flip_ratio_mean,binary_flip_ratio_std,soft_inactive_ratio_mean,soft_inactive_ratio_std,hard_inactive_ratio_mean,hard_inactive_ratio_std
parity8,block_hard_refit,full_soft_vs_discrete,3,1,2,0.45839468638102215,0.002903016539301892,0.6283682783444723,0.020160275557385202,0.21422944962978363,0.0018499547038058315,0.23274739583333334,0.026582287916317268,0.0,0.0,0.3229166666666667,0.022552744890219755
parity8,block_hard_refit,full_soft_vs_discrete,3,2,3,0.466869314511617,0.005532054026546584,0.6475024819374084,0.014514319095235968,0.22160124282042185,0.005549628600613046,0.2902018229166667,0.036198393271988344,0.0,0.0,0.4427083333333333,0.01626301562082916
parity8,block_hard_refit,full_soft_vs_discrete,3,3,4,0.4666525622208913,0.001463630346618059,0.6507580677668253,0.023735920653600792,0.2215308646361033,0.0010495641239586888,0.2809651692708333,0.02585365454950154,0.0,0.0,0.5364583333333334,0.011933790872280834
parity8,block_hard_refit,path_soft_vs_discrete,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1640625,0.020669932117692115,0.1640625,0.020669932117692115
parity8,block_hard_refit,path_soft_vs_discrete,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3229166666666667,0.022552744890219755,0.3229166666666667,0.022552744890219755
parity8,block_hard_refit,path_soft_vs_discrete,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4427083333333333,0.01626301562082916,0.4427083333333333,0.01626301562082916
parity8,block_hard_refit,path_soft_vs_discrete,3,3,4,0.39300299684206647,0.008846457032582014,0.4998502234617869,0.00010169254778710073,0.16013263165950775,0.007294853168403361,0.0,0.0,0.20572916666666666,0.023867581744561668,0.5364583333333334,0.011933790872280834
parity8,block_hard_task_refit,full_soft_vs_discrete,3,0,1,0.42568103472391766,0.0021172046778362976,0.7932612299919128,0.02284496222415585,0.19253130753835043,0.002663141270630237,0.16133626302083334,0.01929727921982745,0.0,0.0,0.19010416666666666,0.03252603124165832
parity8,block_hard_task_refit,full_soft_vs_discrete,3,1,2,0.4727398951848348,0.0030412865383741415,0.7545270323753357,0.09002636758448809,0.22853730618953705,0.0023852061046088775,0.3398030598958333,0.026057461081475178,0.0,0.0,0.3645833333333333,0.049616038758483465
parity8,block_hard_task_refit,full_soft_vs_discrete,3,2,3,0.47105833888053894,0.003983859851409277,0.6989398201306661,0.06139307712953551,0.22581444680690765,0.0039611132433097634,0.299072265625,0.024477152369526824,0.0,0.0,0.5442708333333334,0.050227347713504976
parity8,block_hard_task_refit,full_soft_vs_discrete,3,3,4,0.4686127007007599,0.004484828225121283,0.6761552095413208,0.056203702004378873,0.22357220947742462,0.004385610843532771,0.2874348958333333,0.014773197822368184,0.0,0.0,0.671875,0.013531646934131853
parity8,block_hard_task_refit,path_soft_vs_discrete,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19010416666666666,0.03252603124165832,0.19010416666666666,0.03252603124165832
parity8,block_hard_task_refit,path_soft_vs_discrete,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645833333333333,0.049616038758483465,0.3645833333333333,0.049616038758483465
parity8,block_hard_task_refit,path_soft_vs_discrete,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5442708333333334,0.050227347713504976,0.5442708333333334,0.050227347713504976
parity8,block_hard_task_refit,path_soft_vs_discrete,3,3,4,0.4069264729817708,0.007334660240267861,0.782636284828186,0.013432180390977379,0.17497756580511728,0.005465687942698094,0.0833740234375,0.012954990487310523,0.2994791666666667,0.05863713671457137,0.671875,0.013531646934131853
parity8,block_relaxed,full_soft_vs_discrete,3,0,1,0.4079148570696513,0.0009516209336512968,0.6374127268791199,0.015549154104757941,0.17476512491703033,0.00028227835979199043,0.16756184895833334,0.003948617690090537,0.0,0.0,0.18489583333333334,0.04302789490067267
parity8,block_relaxed,full_soft_vs_discrete,3,1,2,0.4645272692044576,0.005130220856127684,0.6679254372914633,0.02036193051402684,0.22036552925904593,0.004041270778957142,0.2903238932291667,0.02060253731122654,0.0,0.0,0.2994791666666667,0.009021097956087902
parity8,block_relaxed,full_soft_vs_discrete,3,2,3,0.47231607635815936,0.0008218014366320154,0.6557485659917196,0.018847791818028647,0.22707285980383554,0.0007281312905510074,0.3321940104166667,0.005636864617765313,0.0,0.0,0.3802083333333333,0.036920434580098506
parity8,block_relaxed,full_soft_vs_discrete,3,3,4,0.47220630447069806,0.002134394500415563,0.6586264769236246,0.024860073770618475,0.2271788368622462,0.0017582449381474143,0.3339436848958333,0.006235551026852384,0.0,0.0,0.421875,0.062009796353076345
parity8,dlgn,full_soft_vs_discrete,3,0,1,0.3885231117407481,0.0057431496249328124,0.6477447350819906,0.01586934038866635,0.16178427636623383,0.003614368964565461,0.13688151041666666,0.0134998580901611,0.0,0.0,0.16666666666666666,0.019661027175184243
parity8,dlgn,full_soft_vs_discrete,3,1,2,0.4616730411847432,0.00352686267530893,0.6544876495997111,0.013612439002070565,0.2178634504477183,0.002509371505797425,0.28662109375,0.0019378061360336358,0.0,0.0,0.2864583333333333,0.01626301562082916
parity8,dlgn,full_soft_vs_discrete,3,2,3,0.4726601541042328,0.0019366068195011607,0.6580735842386881,0.02278712729560264,0.2273980975151062,0.001845033316345241,0.3306884765625,0.011726376912619949,0.0,0.0,0.3802083333333333,0.044423755492791615
parity8,dlgn,full_soft_vs_discrete,3,3,4,0.47200929125150043,0.0011565743560204833,0.6533105572064718,0.030620440898574932,0.2269752472639084,0.0009201428218085918,0.3373616536458333,0.0088703493819154,0.0,0.0,0.4166666666666667,0.06825699178167269
parity8,dlgn_anneal,full_soft_vs_discrete,3,0,1,0.15958831210931143,0.012360363129716287,0.6620344718297323,0.049562289704638565,0.052424728870391846,0.0059517949929377995,0.0328369140625,0.009408921226827703,0.0,0.0,0.15625,0.0358013726168425
parity8,dlgn_anneal,full_soft_vs_discrete,3,1,2,0.2594205339749654,0.0030240277110717465,0.7746839721997579,0.0128593697309269,0.0982503816485405,0.0007667553267419345,0.09684244791666667,0.003132080956693655,0.0,0.0,0.2552083333333333,0.025113673856752488
parity8,dlgn_anneal,full_soft_vs_discrete,3,2,3,0.3131813108921051,0.00979715423179163,0.8337737321853638,0.016732314980358293,0.12964149316151938,0.006157929765145789,0.1534423828125,0.012358074327165403,0.0,0.0,0.3489583333333333,0.039322054350368486
parity8,dlgn_anneal,full_soft_vs_discrete,3,3,4,0.3266695241133372,0.008739411928686215,0.8502824505170187,0.02123700501111981,0.1408254156510035,0.0037431813241402424,0.1995849609375,0.005940197783494355,0.0,0.0,0.3880208333333333,0.047735163489123336
parity8,gumbel_st,full_soft_vs_discrete,3,0,1,0.41498958071072894,0.003756731559363586,0.6392639478047689,0.019974624336251114,0.17976972460746765,0.0032506315470755155,0.16678873697916666,0.007395419436053116,0.0,0.0,0.1796875,0.013531646934131853
parity8,gumbel_st,full_soft_vs_discrete,3,1,2,0.46757686138153076,0.005873106138486579,0.6466009418169657,0.017688210559936,0.22266756991545358,0.004965165023270018,0.3155517578125,0.030618242179924985,0.0,0.0,0.3125,0.034053897996411515
parity8,gumbel_st,full_soft_vs_discrete,3,2,3,0.4743803044160207,0.0025653843276890157,0.6489041050275167,0.02928600716085349,0.2287258505821228,0.0025809697998512198,0.3367106119791667,0.041457265939182725,0.0,0.0,0.390625,0.020669932117692115
parity8,gumbel_st,full_soft_vs_discrete,3,3,4,0.47190717856089276,0.0035765604951628477,0.658872922261556,0.03664222729897007,0.22697546581427255,0.0030539301639999983,0.3160400390625,0.012595739884218632,0.0,0.0,0.4401041666666667,0.027436598314720673
parity8,hard_st_cage,full_soft_vs_discrete,3,0,1,0.49031796058019,0.0005279310074987886,0.5979253451029459,0.004017237975621038,0.24184067050615946,0.0005280909149842571,0.3983561197916667,0.0150781956277356,0.0,0.0,0.18489583333333334,0.019661027175184243
parity8,hard_st_cage,full_soft_vs_discrete,3,1,2,0.4933668573697408,0.0017218811393591871,0.559395968914032,0.000681139590974692,0.24394879738489786,0.0016504035201467745,0.3942464192708333,0.01967958705059209,0.0,0.0,0.3411458333333333,0.01626301562082916
parity8,hard_st_cage,full_soft_vs_discrete,3,2,3,0.4931626121203105,0.00025579196382597823,0.5616287589073181,0.005512856383742631,0.24366765220959982,0.00026314148528327027,0.3597005208333333,0.013915123269543382,0.0,0.0,0.4973958333333333,0.027436598314720673
parity8,hard_st_cage,full_soft_vs_discrete,3,3,4,0.4911239445209503,0.0003123724745071425,0.5572777986526489,0.010336905165837112,0.24173218508561453,0.0003084089204475925,0.36669921875,0.021737771795151937,0.015625,0.0078125,0.5911458333333334,0.019661027175184243
random_sparse10,block_hard_refit,full_soft_vs_discrete,3,0,1,0.39795663952827454,0.004329307052526719,0.49938762187957764,0.0006158463208803833,0.1636182963848114,0.0029903653617417195,0.0,0.0,0.0,0.0,0.16666666666666666,0.04577707247720559
random_sparse10,block_hard_refit,full_soft_vs_discrete,3,1,2,0.4623040358225505,0.006792609400377086,0.6220488548278809,0.02025746118874217,0.2170971284310023,0.006210871798921635,0.2598775227864583,0.05606607638221079,0.0,0.0,0.2734375,0.06943901888527804
random_sparse10,block_hard_refit,full_soft_vs_discrete,3,2,3,0.4679836432139079,0.003248730127411175,0.6413282950719198,0.02573668665803342,0.22242194414138794,0.0021189538532303026,0.2875569661458333,0.013802933366858896,0.0,0.0,0.3776041666666667,0.06644453553215142
random_sparse10,block_hard_refit,full_soft_vs_discrete,3,3,4,0.46990134318669635,0.0030892696098073205,0.6514039039611816,0.021156577408192514,0.22459270060062408,0.0022586342952214157,0.3049723307291667,0.009023110877837163,0.0,0.0,0.4479166666666667,0.04577707247720559
random_sparse10,block_hard_refit,path_soft_vs_discrete,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.04577707247720559,0.16666666666666666,0.04577707247720559
random_sparse10,block_hard_refit,path_soft_vs_discrete,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2734375,0.06943901888527804,0.2734375,0.06943901888527804
random_sparse10,block_hard_refit,path_soft_vs_discrete,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3776041666666667,0.06644453553215142,0.3776041666666667,0.06644453553215142
random_sparse10,block_hard_refit,path_soft_vs_discrete,3,3,4,0.3981592357158661,0.006866118054546906,0.4997347990671794,0.00026026702631673385,0.16427271564801535,0.004472312652205782,0.0,0.0,0.15885416666666666,0.04009063624567878,0.4479166666666667,0.04577707247720559
random_sparse10,block_hard_task_refit,full_soft_vs_discrete,3,0,1,0.42341966430346173,0.004259310307706445,0.7773517966270447,0.0474035961807704,0.18908132115999857,0.0037275366287282444,0.14092000325520834,0.009602584403740596,0.0,0.0,0.2109375,0.013531646934131853
random_sparse10,block_hard_task_refit,full_soft_vs_discrete,3,1,2,0.4718574782212575,0.008892019293661003,0.6841181516647339,0.009307475914436016,0.2266211857398351,0.008384650106214767,0.312225341796875,0.062163842208393355,0.0,0.0,0.3697916666666667,0.09054863880580057
random_sparse10,block_hard_task_refit,full_soft_vs_discrete,3,2,3,0.47436129053433734,0.0025178146544306006,0.6623058319091797,0.04199875843008478,0.22871672113736471,0.0015052597900039593,0.3406168619791667,0.027510887189036142,0.0,0.0,0.5286458333333334,0.0797997575314821
random_sparse10,block_hard_task_refit,full_soft_vs_discrete,3,3,4,0.47468288739522296,0.004729361870474936,0.7051937580108643,0.09207358868455884,0.2294211139281591,0.003847721476524319,0.3440755208333333,0.024859116628244467,0.0,0.0,0.6744791666666666,0.06644453553215142
random_sparse10,block_hard_task_refit,path_soft_vs_discrete,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2109375,0.013531646934131853,0.2109375,0.013531646934131853
random_sparse10,block_hard_task_refit,path_soft_vs_discrete,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697916666666667,0.09054863880580057,0.3697916666666667,0.09054863880580057
random_sparse10,block_hard_task_refit,path_soft_vs_discrete,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286458333333334,0.0797997575314821,0.5286458333333334,0.0797997575314821
random_sparse10,block_hard_task_refit,path_soft_vs_discrete,3,3,4,0.4160587688287099,0.004697382525577967,0.8050822814305624,0.03328768029658514,0.18233024577299753,0.003212877525336571,0.10545857747395833,0.012565178121503961,0.2942708333333333,0.05863713671457137,0.6744791666666666,0.06644453553215142
random_sparse10,block_relaxed,full_soft_vs_discrete,3,0,1,0.411754051844279,0.0044595022156647445,0.6367668310801188,0.022394013588612895,0.17741570373376211,0.003131133659477758,0.16087849934895834,0.008673991927235364,0.0,0.0,0.16145833333333334,0.018042195912175804
random_sparse10,block_relaxed,full_soft_vs_discrete,3,1,2,0.46892579396565753,0.006943123715250627,0.6506242354710897,0.026693332902894017,0.2237898657719294,0.006281481363216439,0.309326171875,0.038782511058933176,0.0,0.0,0.2552083333333333,0.06266254903914564
random_sparse10,block_relaxed,full_soft_vs_discrete,3,2,3,0.4704744021097819,0.006126404825041018,0.636207660039266,0.014300896812680194,0.22492297490437826,0.004914015185716542,0.3008219401041667,0.009282177786688066,0.0,0.0,0.3489583333333333,0.011933790872280834
random_sparse10,block_relaxed,full_soft_vs_discrete,3,3,4,0.4741581082344055,0.0007413889705498413,0.6593350569407145,0.012559467869624563,0.2288474440574646,0.00034894166858418174,0.33441162109375,0.02125410744996513,0.0,0.0,0.375,0.07452650011069888
random_sparse10,dlgn,full_soft_vs_discrete,3,0,1,0.32510974009831745,0.010721183334494,0.6526588201522827,0.04884288984631937,0.12567696968714395,0.005481711012170883,0.107635498046875,0.005754566602760157,0.0,0.0,0.09375,0.04349815908460954
random_sparse10,dlgn,full_soft_vs_discrete,3,1,2,0.43290314078330994,0.00960454497198802,0.6883569359779358,0.008877898908501398,0.1962254842122396,0.007309614877168498,0.22746785481770834,0.03198203360829049,0.0,0.0,0.16927083333333334,0.04302789490067267
random_sparse10,dlgn,full_soft_vs_discrete,3,2,3,0.4646327495574951,0.006883012444377168,0.6565500100453695,0.049408921711347094,0.21969043215115866,0.005835242264363546,0.276947021484375,0.03357616008407513,0.0,0.0,0.2760416666666667,0.05863713671457137
random_sparse10,dlgn,full_soft_vs_discrete,3,3,4,0.4744354486465454,0.0006789736354025471,0.6590583125750223,0.011175663890563941,0.22915031015872955,0.0014771431507597087,0.347686767578125,0.026153030301028696,0.0,0.0,0.3229166666666667,0.029577647634376425
random_sparse10,dlgn_anneal,full_soft_vs_discrete,3,0,1,0.08120350539684296,0.0077866578125332766,0.5843115448951721,0.02546528934937476,0.0249899464348952,0.0025302311774597925,0.013529459635416666,0.0014976432153661558,0.0,0.0,0.09114583333333333,0.009021097956087902
random_sparse10,dlgn_anneal,full_soft_vs_discrete,3,1,2,0.15341894825299582,0.007783076161155066,0.6899264256159464,0.007279485145667287,0.05291488394141197,0.002943518611815413,0.041046142578125,0.00665598103602194,0.0,0.0,0.140625,0.0546875
random_sparse10,dlgn_anneal,full_soft_vs_discrete,3,2,3,0.22014410297075906,0.016921213396137617,0.7450940211613973,0.013901125223998242,0.08083313951889674,0.008158239007092779,0.08130900065104167,0.01186558339635176,0.0,0.0,0.2265625,0.0234375
random_sparse10,dlgn_anneal,full_soft_vs_discrete,3,3,4,0.2771480778853099,0.0018638807886371652,0.847420334815979,0.031287514933438676,0.11085005849599838,0.002399533113997449,0.13341267903645834,0.02292114596950852,0.0,0.0,0.28125,0.0667500292602932
random_sparse10,gumbel_st,full_soft_vs_discrete,3,0,1,0.43161872029304504,0.0016586302424799824,0.6260708570480347,0.014623322403175671,0.19248738388220468,0.0017537965531325861,0.20024617513020834,0.004025699263698438,0.0,0.0,0.19791666666666666,0.027436598314720673
random_sparse10,gumbel_st,full_soft_vs_discrete,3,1,2,0.4745703438917796,0.006644458832191084,0.6506330172220866,0.031806137870159915,0.2285358558098475,0.006357439729136954,0.3211466471354167,0.03352215775117212,0.0,0.0,0.3098958333333333,0.050227347713504976
random_sparse10,gumbel_st,full_soft_vs_discrete,3,2,3,0.4778868655363719,0.003791473270600782,0.6477178533871969,0.003500073326038264,0.23157920936743417,0.0033667705945968985,0.3431599934895833,0.040797120826863986,0.0,0.0,0.4114583333333333,0.052018188425620254
random_sparse10,gumbel_st,full_soft_vs_discrete,3,3,4,0.4719286362330119,0.005556895532002651,0.6630103389422098,0.030015656267391277,0.22698708872000375,0.004467267839088654,0.3218994140625,0.015130441656190345,0.0,0.0,0.4505208333333333,0.004510548978043951
random_sparse10,hard_st_cage,full_soft_vs_discrete,3,0,1,0.4606444239616394,0.0007133914342729015,0.629496693611145,0.021672363893056112,0.21918563544750214,0.0007787855502914414,0.3366800944010417,0.016402150201953916,0.0,0.0,0.14322916666666666,0.009021097956087902
random_sparse10,hard_st_cage,full_soft_vs_discrete,3,1,2,0.48511966069539386,0.004064516462224538,0.6138983368873596,0.030732344518255884,0.23727212846279144,0.003023866232236535,0.3859965006510417,0.036772406887051357,0.0,0.0,0.2708333333333333,0.05863713671457137
random_sparse10,hard_st_cage,full_soft_vs_discrete,3,2,3,0.48728423317273456,0.003696147096156856,0.5846943656603495,0.015316690418474426,0.2385668804248174,0.003149723950607152,0.3574015299479167,0.020783172759877646,0.0,0.0,0.3854166666666667,0.039322054350368486
random_sparse10,hard_st_cage,full_soft_vs_discrete,3,3,4,0.49263883630434674,0.0011111563601305182,0.5624508659044901,0.015007204139979415,0.2432423084974289,0.0011726054019455638,0.3538614908854167,0.053826038258322564,0.0026041666666666665,0.004510548978043951,0.4401041666666667,0.11727427342914273
