dataset,method,comparison,n_rows,layer,prefix_depth,mean_abs_diff_mean,mean_abs_diff_std,max_abs_diff_mean,max_abs_diff_std,mse_mean,mse_std,binary_flip_ratio_mean,binary_flip_ratio_std,soft_inactive_ratio_mean,soft_inactive_ratio_std,hard_inactive_ratio_mean,hard_inactive_ratio_std
majority9,block_hard_refit,full_soft_vs_discrete,3,0,1,0.39017220338185626,0.0017444074707795797,0.4995298782984416,0.0004817869959210038,0.15842926998933157,0.0013550600022103562,0.0,0.0,0.0,0.0,0.16145833333333334,0.019661027175184243
majority9,block_hard_refit,full_soft_vs_discrete,3,1,2,0.45866454641024273,0.0026202111057090625,0.6235335270563761,0.0298773764232587,0.21351973712444305,0.002025029823112883,0.23809814453125,0.014117868353211393,0.0,0.0,0.2786458333333333,0.01626301562082916
majority9,block_hard_refit,full_soft_vs_discrete,3,2,3,0.4672095874945323,0.008126286461089123,0.6409342487653097,0.03426731719966204,0.22193952898184457,0.0065748330275865845,0.3065388997395833,0.01945483837216756,0.0,0.0,0.3828125,0.034053897996411515
majority9,block_hard_refit,full_soft_vs_discrete,3,3,4,0.47307631373405457,0.00408277804996143,0.6230041980743408,0.01135545659321002,0.22720995048681894,0.00392251819935383,0.3278401692708333,0.031162636550306277,0.0,0.0,0.4192708333333333,0.023867581744561668
majority9,block_hard_refit,path_soft_vs_discrete,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16145833333333334,0.019661027175184243,0.16145833333333334,0.019661027175184243
majority9,block_hard_refit,path_soft_vs_discrete,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2786458333333333,0.01626301562082916,0.2786458333333333,0.01626301562082916
majority9,block_hard_refit,path_soft_vs_discrete,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828125,0.034053897996411515,0.3828125,0.034053897996411515
majority9,block_hard_refit,path_soft_vs_discrete,3,3,4,0.3986855447292328,0.008123790678058778,0.4994590183099111,0.00044692626701011486,0.16445359587669373,0.005991887989262006,0.0,0.0,0.15885416666666666,0.01626301562082916,0.4192708333333333,0.023867581744561668
majority9,block_hard_task_refit,full_soft_vs_discrete,3,0,1,0.4196530083815257,0.003518954309881561,0.7999750375747681,0.02514406133555482,0.1879100799560547,0.003281003342671115,0.14430745442708334,0.013918870778010142,0.0,0.0,0.1875,0.0703125
majority9,block_hard_task_refit,full_soft_vs_discrete,3,1,2,0.4732869168122609,0.002550811977200163,0.7122228344281515,0.02144069166937273,0.22807632386684418,0.0022992975617014536,0.3191935221354167,0.016637911926126448,0.0,0.0,0.3255208333333333,0.018042195912175804
majority9,block_hard_task_refit,full_soft_vs_discrete,3,2,3,0.47406813502311707,0.005518710951156036,0.676708996295929,0.0725163212848622,0.2286468247572581,0.0040933388715672465,0.323486328125,0.012875235647989388,0.0,0.0,0.4739583333333333,0.03252603124165832
majority9,block_hard_task_refit,full_soft_vs_discrete,3,3,4,0.47475892305374146,0.001746734282315418,0.6265444358189901,0.019618232891848685,0.2288587341705958,0.0023945670057607224,0.3445841471354167,0.014415198042747743,0.0,0.0,0.5989583333333334,0.05542655378591865
majority9,block_hard_task_refit,path_soft_vs_discrete,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0703125,0.1875,0.0703125
majority9,block_hard_task_refit,path_soft_vs_discrete,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3255208333333333,0.018042195912175804,0.3255208333333333,0.018042195912175804
majority9,block_hard_task_refit,path_soft_vs_discrete,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4739583333333333,0.03252603124165832,0.4739583333333333,0.03252603124165832
majority9,block_hard_task_refit,path_soft_vs_discrete,3,3,4,0.41797078649202984,0.0011189974835239393,0.8297666907310486,0.026230776930531764,0.18504626055558523,0.0012513419890867938,0.11944580078125,0.0133056640625,0.234375,0.0078125,0.5989583333333334,0.05542655378591865
majority9,block_relaxed,full_soft_vs_discrete,3,0,1,0.40396714210510254,0.0009581005873671691,0.641972819964091,0.032613367581665866,0.17222419381141663,0.0006175918954618328,0.16359456380208334,0.006065965219265698,0.0,0.0,0.18229166666666666,0.03252603124165832
majority9,block_relaxed,full_soft_vs_discrete,3,1,2,0.4652768671512604,0.003492243177603105,0.6623443166414896,0.015465892434130218,0.2200522174437841,0.0029463188114705564,0.2801310221354167,0.010989774940351056,0.0,0.0,0.2994791666666667,0.06644453553215142
majority9,block_relaxed,full_soft_vs_discrete,3,2,3,0.4722696542739868,0.004560836219765606,0.6475133895874023,0.036232425294105114,0.22697272896766663,0.0031174378876830827,0.3319498697916667,0.032293327606718714,0.0,0.0,0.3880208333333333,0.052018188425620254
majority9,block_relaxed,full_soft_vs_discrete,3,3,4,0.47745785117149353,0.0028670327762334,0.661440889040629,0.019517065635012366,0.23157115777333578,0.0024163285383226344,0.3539021809895833,0.023616294237398038,0.0,0.0,0.4166666666666667,0.04302789490067267
majority9,dlgn,full_soft_vs_discrete,3,0,1,0.33210183183352154,0.004633415689956402,0.6567163268725077,0.02439591330041883,0.12633455793062845,0.002666427748742459,0.10734049479166667,0.0033432189068050215,0.0,0.0,0.1171875,0.0
majority9,dlgn,full_soft_vs_discrete,3,1,2,0.43941370646158856,0.002060088143280935,0.6639474431673685,0.022424887163645848,0.1992395023504893,0.0017808098005172891,0.22208658854166666,0.019441238254411207,0.0,0.0,0.20052083333333334,0.03252603124165832
majority9,dlgn,full_soft_vs_discrete,3,2,3,0.4684356649716695,0.005735141988376028,0.6475526690483093,0.0326923620896057,0.22335321207841238,0.004120891985467695,0.3172810872395833,0.010001077991238581,0.0,0.0,0.2838541666666667,0.018042195912175804
majority9,dlgn,full_soft_vs_discrete,3,3,4,0.47880199551582336,0.0034761592680240547,0.6623534162839254,0.018263761474241892,0.2328972121079763,0.0028915518464974993,0.36419677734375,0.012907745089999673,0.0,0.0,0.3619791666666667,0.039322054350368486
majority9,dlgn_anneal,full_soft_vs_discrete,3,0,1,0.07492413620154063,0.01018944109280138,0.5828943649927775,0.043151025992278984,0.022377722586194675,0.004794908399783981,0.013427734375,0.005134576851330104,0.0,0.0,0.08333333333333333,0.01626301562082916
majority9,dlgn_anneal,full_soft_vs_discrete,3,1,2,0.1565733700990677,0.003696915201641198,0.6762603123982748,0.021481898551354392,0.051831832776467,0.0033563626928045484,0.044921875,0.01266666995956144,0.0,0.0,0.17447916666666666,0.022552744890219755
majority9,dlgn_anneal,full_soft_vs_discrete,3,2,3,0.2333723654349645,0.012481277865326202,0.7589440743128458,0.011335085498423807,0.08605178197224934,0.0068189563869094335,0.08888753255208333,0.014981157534869236,0.0,0.0,0.25,0.015625
majority9,dlgn_anneal,full_soft_vs_discrete,3,3,4,0.2924414873123169,0.008086583356124114,0.8107185562451681,0.012319930309697238,0.11731672038634618,0.004070243839984488,0.13179524739583334,0.020211240044860572,0.0,0.0,0.3072916666666667,0.03608439182435161
majority9,gumbel_st,full_soft_vs_discrete,3,0,1,0.42204947272936505,0.002408571705087543,0.6447930932044983,0.009213714815533758,0.1860900272925695,0.0014912540941113765,0.19242350260416666,0.018485727490183994,0.0,0.0,0.1640625,0.027063293868263706
majority9,gumbel_st,full_soft_vs_discrete,3,1,2,0.4696395893891652,0.0037928691415795076,0.674730658531189,0.023733265569181154,0.22375627358754477,0.0033681287069627273,0.2882486979166667,0.03344288446918359,0.0,0.0,0.2864583333333333,0.03608439182435161
majority9,gumbel_st,full_soft_vs_discrete,3,2,3,0.47275784611701965,0.0053587703356138975,0.6257361769676208,0.025361638527615037,0.2269728978474935,0.004283419981846167,0.32470703125,0.008858932820475451,0.0,0.0,0.3776041666666667,0.01626301562082916
majority9,gumbel_st,full_soft_vs_discrete,3,3,4,0.4777622918287913,0.0037925167633319195,0.661329448223114,0.005647801504841268,0.23188564678033194,0.003266810925250719,0.36163330078125,0.018433829766613934,0.0,0.0,0.4427083333333333,0.004510548978043951
majority9,hard_st_cage,full_soft_vs_discrete,3,0,1,0.4768901864687602,0.0014458165797435899,0.6059688329696655,0.01699006268805089,0.23017689088980356,0.0011841655783838348,0.3559163411458333,0.005385062808051579,0.0,0.0,0.20052083333333334,0.036920434580098506
majority9,hard_st_cage,full_soft_vs_discrete,3,1,2,0.49052642782529193,0.0010414253102187007,0.571729302406311,0.012687887004251495,0.2412772277990977,0.0010739528910412106,0.3571370442708333,0.02217049717312834,0.0,0.0,0.3359375,0.09210801658243434
majority9,hard_st_cage,full_soft_vs_discrete,3,2,3,0.49060091376304626,0.002345544688527678,0.5581931869188944,0.005182277727363509,0.2412573347489039,0.002203910399444164,0.34979248046875,0.0363164821548875,0.0,0.0,0.4791666666666667,0.12010263080833547
majority9,hard_st_cage,full_soft_vs_discrete,3,3,4,0.49327165881792706,0.0008225540213300163,0.556589663028717,0.008193178086895717,0.24381683766841888,0.0007955018931558402,0.3829549153645833,0.013645737504501291,0.010416666666666666,0.011933790872280834,0.5052083333333334,0.07507049638228945
parity8,block_hard_refit,full_soft_vs_discrete,3,0,1,0.39421346783638,0.002503122186581465,0.4995773832003276,0.00041363195236446433,0.16106373071670532,0.001857212334580282,0.0,0.0,0.0,0.0,0.1640625,0.020669932117692115
