dataset,method,n_rows,block,path_acc_gap_mean,path_acc_gap_std,path_loss_gap_mean,path_loss_gap_std,hard_prefix_acc_mean,hard_prefix_acc_std,hard_prefix_loss_mean,hard_prefix_loss_std,elapsed_time_mean,elapsed_time_std,prefix_reaches_target_mean,prefix_reaches_target_std,argmax_refit_mse_mean,argmax_refit_mse_std,truth_refit_mse_mean,truth_refit_mse_std,refit_mse_delta_mean,refit_mse_delta_std,op_change_ratio_mean,op_change_ratio_std
parity8,block_hard_refit,3,3,0.07291666666666667,0.050227347713504976,85.24566332499187,17.671731999685925,0.484375,0.015625,100.62913513183594,17.260392618192206,0.7561096486169845,0.002544358952856703,0.0,0.0,0.1695640763694731,0.0090770103190398,0.16025297107019773,0.0074396554526862,0.009311105299275368,0.0017302371145219337,0.7604166666666666,0.019661027175184243
parity8,block_hard_task_refit,3,0,0.03125,0.04133986423538423,39.01356323560079,11.122808295205637,0.4375,0.0625,46.08604303995768,13.063009198490185,0.7174571625267466,0.0008313457317893987,0.0,0.0,0.17452642818291983,0.001261727857052173,0.16105501850446066,0.001925651256423948,-0.01756352186203003,0.002347317135431522,0.7109375,0.015625
parity8,block_hard_task_refit,3,1,0.08854166666666667,0.05915529526875285,37.17619260152181,17.56881721761474,0.4635416666666667,0.054873196629441345,55.89523442586263,15.906582905568946,1.439201993867755,0.0016432391759361063,0.0,0.0,0.17744338512420654,0.0029829889875336428,0.16423821449279785,0.0034801451440122618,-0.007773016889890035,0.006201642447739559,0.7473958333333334,0.03522851369392886
parity8,block_hard_task_refit,3,2,0.057291666666666664,0.009021097956087902,50.56494585673014,15.813847409121426,0.4583333333333333,0.06314768569261532,66.34800465901692,19.744811598493605,2.16414865028734,0.0032777267435770674,0.0,0.0,0.17798379063606262,0.0017454966484281964,0.1630296210447947,0.002913313135233584,-0.003276397784550985,0.0021975379787602003,0.8072916666666666,0.011933790872280834
parity8,block_hard_task_refit,3,3,0.052083333333333336,0.054873196629441345,30.27787176767985,3.8095499544582596,0.4583333333333333,0.10045469542700995,44.03520075480143,2.6851047685188387,2.892341101930166,0.003825844392380111,0.0,0.0,0.17062914371490479,0.006149270346410209,0.1582201619942983,0.006479387919139951,-0.004479835430781047,0.0033527577405928666,0.8307291666666666,0.009021097956087902
parity8,block_relaxed,3,0,0.046875,0.015625,137.80583135286966,24.226404456170222,0.5052083333333334,0.009021097956087902,144.87831115722656,27.535293094749647,0.17305660472872356,0.001100364598994622,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0
parity8,block_relaxed,3,1,0.06770833333333333,0.023867581744561668,239.97615679105124,130.43955632953003,0.453125,0.04133986423538423,244.33582560221353,129.9698330892165,0.3488097213363896,0.00221792478105334,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0
parity8,block_relaxed,3,2,0.052083333333333336,0.07707629472369136,201.05421260992685,25.888122018545825,0.4739583333333333,0.09923207751696693,202.64749145507812,26.566994492169187,0.5278930539886156,0.003384342698877776,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0
parity8,block_relaxed,3,3,0.057291666666666664,0.054873196629441345,169.11125733455023,44.84497516168831,0.484375,0.015625,169.84942626953125,44.87483609721101,0.7099319417029619,0.004501783596653939,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0
random_sparse10,block_hard_refit,3,0,0.30078125,0.0333750146301466,91.92360144853592,45.09794133587802,0.6041666666666666,0.021513947450336336,92.65393829345703,45.0777820780284,0.5962598097200195,0.006024257957879388,0.0,0.0,0.17754583159694448,0.0030444417912069578,0.16382110066479072,0.0028655797178176435,0.013724730932153761,0.0006945851688728409,0.515625,0.0358013726168425
random_sparse10,block_hard_refit,3,1,0.21614583333333334,0.005966895436140417,54.700236439704895,20.851523256626713,0.7044270833333334,0.044936025850878636,55.66304270426432,21.306575834467647,1.1957018550019711,0.01618545650060981,0.0,0.0,0.17706292804602222,0.004396218461167269,0.16382336557338326,0.001219328332477695,0.013239562472638985,0.0032172740639985604,0.625,0.0703125
random_sparse10,block_hard_refit,3,2,0.2421875,0.10268312053199152,60.806059608856835,31.78685626987021,0.671875,0.07318357029373122,61.92838350931803,31.138660801163144,1.7978791983332485,0.026679233961558208,0.0,0.0,0.1820102936568825,0.008752986260886001,0.16502477796166204,0.008488933914578809,0.01698551569522048,0.0008138477845029214,0.7057291666666666,0.04302789490067267
random_sparse10,block_hard_refit,3,3,0.17317708333333334,0.14768173832039402,94.55302272240321,108.49937446752658,0.69921875,0.19338896553885254,96.40650812784831,108.59666548501573,2.4021783630984523,0.03611914205357256,0.0,0.0,0.1790368225920247,0.006739742289964596,0.16450069840357173,0.004340451732898966,0.014536124188452959,0.0024166992629956517,0.703125,0.0358013726168425
random_sparse10,block_hard_task_refit,3,0,0.2760416666666667,0.08525414861911902,23.986196498076122,8.21312226930818,0.62890625,0.07483298461198444,24.716533342997234,8.168385979755682,1.2747443310605984,0.005831796102489145,0.0,0.0,0.17754583060741425,0.0030444358816020113,0.16382110118865967,0.0028655764751086645,-0.011286209026972452,0.00421442108876247,0.6640625,0.027063293868263706
random_sparse10,block_hard_task_refit,3,1,0.26171875,0.08699631816921909,34.538736959298454,1.2468018545998985,0.6080729166666666,0.00813150781041458,35.86300532023112,0.9099411826099822,2.555007529600213,0.004454382580473885,0.0,0.0,0.18010980387528738,0.005777889741932288,0.16535912454128265,0.003567514730411065,-0.010355462630589804,0.0069848425357784925,0.8125,0.0358013726168425
random_sparse10,block_hard_task_refit,3,2,0.25,0.0078125,25.94971822698911,7.980074821389067,0.6276041666666666,0.09602809410152235,27.1480712890625,8.513595453078409,3.8354278770275414,0.006473102974801285,0.0,0.0,0.18157901366551718,0.01057720155323981,0.16630839804808298,0.008898547600664816,-0.0051364799340566,0.006902667784492057,0.8020833333333334,0.03853814736184568
random_sparse10,block_hard_task_refit,3,3,0.2265625,0.04736076426946149,23.207793285449345,18.916766467110953,0.6184895833333334,0.17162327684100964,24.458823839823406,19.98119165944326,5.121681299060583,0.006983727649041526,0.0,0.0,0.1783179392417272,0.005082128605230149,0.1639327605565389,0.002216856838876226,-0.004416187604268392,0.0077159483411302805,0.8619791666666666,0.018042195912175804
random_sparse10,block_relaxed,3,0,0.3697916666666667,0.06881359511314486,128.2490218281746,84.83649950627773,0.53515625,0.06064130740726572,128.9793586730957,84.88066163283266,0.5610083427745849,0.004464426020673562,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0
random_sparse10,block_relaxed,3,1,0.3645833333333333,0.0379395892821184,156.8781485259533,17.974286880239216,0.5377604166666666,0.052018188425620254,157.22012329101562,18.04642657914566,1.1369103530887514,0.014347084925373918,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0
random_sparse10,block_relaxed,3,2,0.19401041666666666,0.04946203102401713,160.7538922727108,25.518346798926274,0.5091145833333334,0.03989987876574105,161.39400736490884,25.572464996047835,1.7266426524147391,0.031847721567091494,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0
random_sparse10,block_relaxed,3,3,0.05859375,0.017026948998205758,204.8375249505043,21.47880785446899,0.4231770833333333,0.04627436365603349,205.66664123535156,21.541899986480274,2.327173690777272,0.04368423297899347,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0
