entropy_scope,entropy_weight,nontrivial_scope,nontrivial_target,nontrivial_weight,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,activation_inactive_gate_ratio,gate_entropy,gate_confidence,scoped_gate_entropy,scoped_gate_confidence,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,constant_gate_ratio,literal_gate_ratio,nontrivial_gate_ratio,scoped_nontrivial_probability_mass,gate_count,depth,fanout_max
all,0.1,global_merges,0.8,0.1,0.189,0.2095,0.02049999999999999,2.1730358276367188,2.139054412841797,0.03398141479492178,207.40008412100724,7,0.46514424681663513,0.0,0.42954322695732117,0.541106104850769,0.42954322695732117,0.541106104850769,0.47032831632173977,0.37382049560546876,0.0,0.43856837606837606,0.5614316239316239,0.9953538179397583,14976,9,228
all,0.5,global_merges,0.8,0.1,0.19,0.2055,0.015499999999999986,2.171651184082031,2.1405423431396486,0.031108840942382532,208.08721453801263,-1,0.45819979906082153,0.0,0.40716347098350525,0.5653137564659119,0.40716347098350525,0.5653137564659119,0.4547036464397724,0.377484130859375,0.0,0.437900641025641,0.5620993589743589,0.9958472847938538,14976,9,228
global_merges,0.1,global_merges,0.8,0.1,0.1885,0.2225,0.034,2.1854149169921877,2.122197364807129,0.06321755218505887,205.5008631630044,8,0.5574920177459717,0.00006677350427350428,0.6734753847122192,0.39666762948036194,0.7241657972335815,0.2262672483921051,0.4607383287869967,0.37660980224609375,0.0,0.44437767094017094,0.5556223290598291,0.9934988021850586,14976,9,228
global_merges,0.5,global_merges,0.8,0.1,0.1735,0.205,0.0315,2.218098320007324,2.185232208251953,0.03286611175537102,204.3310450410063,8,0.5574252605438232,0.0,0.6541718244552612,0.4139183461666107,0.687336802482605,0.2591208815574646,0.42279729843139646,0.3867706298828125,0.0,0.44257478632478636,0.5574252136752137,0.9960824251174927,14976,9,228
