scope,target,weight,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,activation_inactive_gate_ratio,gate_entropy,gate_confidence,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,constant_gate_ratio,literal_gate_ratio,nontrivial_gate_ratio,scoped_nontrivial_probability_mass,gate_count,depth,fanout_max
all,0.5,0.0,0.1965,0.209,0.012499999999999983,2.183163116455078,2.167756271362305,0.015406845092773125,209.74959557701368,7,0.010349893942475319,0.001201923076923077,0.17404155433177948,0.9022246599197388,0.273779296875,0.273779296875,0.00020032051282051281,0.9752938034188033,0.024505876068376068,0.07765404134988785,14976,9,228
all,0.5,0.1,0.1875,0.2005,0.013000000000000012,2.1870768280029296,2.162107116699219,0.024969711303710618,208.05775710000307,6,0.010349893942475319,0.001201923076923077,0.20374362170696259,0.8860193490982056,0.2592529296875,0.2592529296875,0.00020032051282051281,0.9750934829059829,0.02470619658119658,0.09141408652067184,14976,9,228
all,0.8,0.1,0.1575,0.1925,0.035,2.2697311477661133,2.2020711135864257,0.06766003417968758,210.2090171300224,-1,0.8854835033416748,0.003405448717948718,0.7771352529525757,0.16392722725868225,0.4809858065385085,0.33380584716796874,0.0,0.02063301282051282,0.9793669871794872,0.9802120327949524,14976,9,228
all,0.8,0.5,0.164,0.184,0.01999999999999999,2.251727615356445,2.2142471466064455,0.03748046874999966,207.79756177499075,-1,0.8952324390411377,0.003138354700854701,0.7850409150123596,0.1511441022157669,0.5024581395662748,0.412432861328125,0.0,0.005608974358974359,0.9943910256410257,0.9935165643692017,14976,9,228
global_merges,0.8,0.1,0.14,0.201,0.061,2.2518007888793945,2.1294980010986326,0.12230278778076187,206.9273193620029,7,0.47716349363327026,0.00006677350427350428,0.48585283756256104,0.5110406875610352,0.48360731418316183,0.35606842041015624,0.0,0.43649839743589747,0.5635016025641025,0.995620608329773,14976,9,228
global_merges,0.8,0.5,0.1585,0.2105,0.05199999999999999,2.2448992233276366,2.137705505371094,0.10719371795654276,205.96287276697694,8,0.5010684132575989,0.00013354700854700856,0.5050599575042725,0.49659761786460876,0.48782825469970703,0.35494842529296877,0.0,0.43082264957264954,0.5691773504273504,0.9994182586669922,14976,9,228
