run_id,candidate_policy,votes_per_class,depth,gate_count,unused_gate_ratio,raw_source_ratio,vote_source_ratio,identity_source_ratio,nondefault_candidate_ratio,truth_unique_count,truth_dictionary_ratio,learned_logic_payload_bits,serialized_payload_bytes,final_vote_input_support_mean,final_vote_input_support_p50,final_vote_input_support_p90,final_vote_input_support_max,final_vote_zero_support_ratio,class_input_support_mean,class_input_support_min,class_input_support_max,payload_sha256
smoke-causal-v32-d2-s0,sequence_causal,32,2,4160,0.016826923076923076,0.1180889423076923,0.8819110576923077,0.13551682692307693,0.6012019230769231,2038,1.177403846153846,266240,151285,9.71923076923077,11,15,16,0.026442307692307692,112.76923076923077,27,165,b747cb5f4883f277c42efb64f8f443721cf708cd7a2d84622677e1e89bdfd1cf
smoke-mixed-v32-d2-s0,mixed,32,2,4160,0.022115384615384617,0.2084735576923077,0.7915264423076923,0.12337740384615385,0.7240985576923077,1987,1.1651442307692308,266240,151285,9.792307692307693,11,15,16,0.04567307692307692,203.66153846153847,53,254,7908c51011ac260294b6abdd83e62ae1f84e3d6644b341aa0fd8ba6b61a1df7c
