method,variant,seeds,validation_soft_acc_mean,validation_soft_acc_std,validation_discrete_acc_mean,validation_discrete_acc_std,validation_acc_gap_mean,validation_acc_gap_std,validation_soft_loss_mean,validation_discrete_loss_mean,validation_loss_gap_mean,test_discrete_acc_mean,test_discrete_acc_std,train_time_s_mean,unused_gate_ratio_mean,inactive_vote_ratio_mean,gate_count,depth,fanout_max_mean,hard_payload_bits
bitplane_lut_sequence_causal_argmax,causal-v64-d2,3,0.35873333333333335,0.004874508522234126,0.36241666666666666,0.0005346338310781865,0.004616666666666658,0.0033031550574160904,2.333360577074687,2.3120210863113404,0.022481819661458236,0.3548690147081703,0.0006525356158027449,2096.3207390296543,0.03954326923076923,0.08741987248261769,8320,2,177.66666666666666,636928
bitplane_lut_sequence_causal_argmax,causal-v64-d4,3,0.4012166666666666,0.0015829824172533774,0.4021333333333333,0.0024780704859493786,0.0009500000000000064,0.001081665382639224,2.101039342053731,2.1096236860911053,0.008584344037373773,0.39693509974987734,0.003292713837209033,4581.6986125054145,0.04675480769230769,0.06754807631174724,16640,4,177.66666666666666,1202688
