path,bytes,sha256
difflogic_compat.json,552,67904ad0bda0adfe0ff8c696e6cc130f0878bb1916c3a4a52c8d1fe0e323fb3b
hard_lgn_v2_quick_balanced_all_20260723/block_diagnostics.csv,10663,0e8d4c7eeb27654d0f2a17a3886aba75cd11290474ebf221275a3bffb160740a
hard_lgn_v2_quick_balanced_all_20260723/block_diagnostics.partial.csv,10663,0e8d4c7eeb27654d0f2a17a3886aba75cd11290474ebf221275a3bffb160740a
hard_lgn_v2_quick_balanced_all_20260723/layer_diagnostics.csv,12879,9a98bf4a994e4b1ae9fb1426ae2b3daa7903cc41d6f4e42f0a4a7b1cab6f6b01
hard_lgn_v2_quick_balanced_all_20260723/layer_diagnostics.partial.csv,12879,9a98bf4a994e4b1ae9fb1426ae2b3daa7903cc41d6f4e42f0a4a7b1cab6f6b01
hard_lgn_v2_quick_balanced_all_20260723/per_epoch.csv,83003,26524a9a368bbcbc850c2b8828d91e66de2c309201edc0448251b8af7b44cfec
hard_lgn_v2_quick_balanced_all_20260723/per_epoch.partial.csv,83003,26524a9a368bbcbc850c2b8828d91e66de2c309201edc0448251b8af7b44cfec
hard_lgn_v2_quick_balanced_all_20260723/results.csv,6827,f15b02d4194de7038224a72f24e86f332edefa27695c3787749a4e9520207edb
hard_lgn_v2_quick_balanced_all_20260723/results.partial.csv,6827,f15b02d4194de7038224a72f24e86f332edefa27695c3787749a4e9520207edb
hard_lgn_v2_quick_balanced_all_20260723/summary.md,9032,21678cb7e741fcb8e2ac6b9bb3ea141069b612289f80fb7c2e357d94c18c216a
