method,dataset,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,activation_inactive_gate_ratio,constant_gate_ratio,wire_gate_ratio,inverted_literal_gate_ratio,literal_gate_ratio,nontrivial_gate_ratio,selected_function_count,selected_function_coverage,gate_count,predicate_count,depth,fanout_max,state_entropy,state_constant_ratio,state_duplicate_ratio,state_flip_rate,layer_gap_max_mae,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,gate_entropy,gate_confidence,gate_entropy_scope,scoped_gate_entropy,scoped_gate_confidence,gate_nontrivial_probability_mass,hard_carrier_acc,hard_bit_acc,hard_path_acc_gap,hard_carrier_loss,hard_bit_loss,hard_path_loss_gap,bit_exact_verified,message_mode,message_levels,input_patch_bits,state_storage_bits_per_token,trainable_parameters,strict_runtime_audit_operations,strict_runtime_floating_tensor_count,strict_runtime_exact_logits
bitstate_progressive_hard_st,cifar10,0.1965,0.209,0.012499999999999983,2.183163116455078,2.167756271362305,0.015406845092773125,207.97228021099,7,0.010349893942475319,0.001201923076923077,0.00020032051282051281,0.951388888888889,0.023904914529914528,0.9752938034188035,0.024505876068376068,16,1.0,14976,3904,9,228,0.8865299820899963,0.007153320766519755,0.0,0.14168311469256878,0.44486786402188816,0.273779296875,0.273779296875,0.17404155433177948,0.9022246599197388,all,0.17404155433177948,0.9022246599197388,0.07765404134988785,0.209,0.209,0.0,2.167756271362305,2.167756271362305,0.0,True,majority,2,192,4096,247424,203,0,True
