block,best_epoch,epochs_ran,epochs_to_90pct_best,pre_refit_soft_acc,pre_refit_hard_acc,pre_refit_acc_gap,pre_refit_soft_loss,pre_refit_hard_loss,pre_refit_loss_gap,post_refit_soft_acc,post_refit_hard_acc,post_refit_acc_gap,post_refit_soft_loss,post_refit_hard_loss,post_refit_loss_gap,refit_bit_error,refit_address_coverage,changed_truth_ratio,changed_wiring_ratio,block_train_seconds
0,4,4,3,0.2063,0.2243,0.017999999999999988,3.1814771629333496,2.9454198196411134,0.23605734329223615,0.2243,0.2243,0.0,2.9454198196411134,2.9454198196411134,0.0,0.2612704932689667,0.0,0.0,0.0,61.606153587810695
1,4,4,1,0.2591,0.2899,0.030799999999999994,2.902787559509277,2.6991745670318603,0.20361299247741682,0.2899,0.2899,0.0,2.6991745670318603,2.6991745670318603,0.0,0.19718442857265472,0.0,0.0,0.0,60.048446936998516
