dataset,source_dataset_arg,seed,threshold_levels,input_dim,num_classes,b,head_type,width,layers,epochs,train_forward_mode,warmup_epochs,warmup_mode,lr,cosine_lr,weight_decay,label_smoothing,head_norm,include_input_in_concat,estimator,init,init_strength,soft_acc,soft_loss,hard_acc,hard_loss,acc_gap,loss_gap,best_soft_acc,best_soft_loss,best_epoch,final_train_loss,train_time,parameter_count,logic_parameter_count,head_parameter_count,unused_gate_ratio,fanout_max
digits,digits,0,1,64,10,3,groupsum,160,3,5,continuous,0,continuous,0.003,False,1e-05,0.0,False,False,sinusoidal,residual,0.98,0.08666666666666667,3.197329372829861,0.07111111111111111,3.935031195746528,0.015555555555555559,0.7377018229166667,0.08666666666666667,3.197329372829861,5,3.2463026944141347,0.3464680858887732,3840,3840,0,0.15625,8
digits,digits,0,1,64,10,3,affine_groupsum,160,3,5,continuous,0,continuous,0.003,False,1e-05,0.0,False,False,sinusoidal,residual,0.98,0.06888888888888889,2.9464501953125,0.06222222222222222,3.5730078125,0.006666666666666668,0.6265576171875002,0.06888888888888889,2.9464501953125,5,3.016440698634985,0.12335260305553675,3860,3840,20,0.15625,8
digits,digits,0,1,64,10,3,final_linear,160,3,5,continuous,0,continuous,0.003,False,1e-05,0.0,False,False,sinusoidal,residual,0.98,0.8155555555555556,1.2076068793402779,0.8111111111111111,1.1683562554253473,0.004444444444444473,0.039250623914930616,0.8155555555555556,1.2076068793402779,5,1.2739794211823054,1.5861919361632317,5450,3840,1610,0.15625,8
