method,mode,dataset,state_bits,vote_bits,seeds,validation_discrete_acc_mean,validation_discrete_acc_std,validation_soft_acc_mean,validation_acc_gap_mean,validation_soft_loss_mean,validation_discrete_loss_mean,validation_loss_gap_mean,test_discrete_acc_mean,test_discrete_acc_std,train_time_s_mean,epochs_to_target_mean,unused_gate_ratio_mean,inactive_vote_ratio_mean,vote_entropy_mean,vote_joint_unique_ratio_mean,gate_count,depth,fanout_max_mean,hard_payload_bits,block0_post_hard_acc_mean,block1_post_hard_acc_mean,block0_fit_error_mean,block1_fit_error_mean,block0_address_coverage_mean,block1_address_coverage_mean,changed_truth_ratio_mean,changed_wiring_ratio_mean,trained_nondefault_wiring_ratio_mean,trained_raw_input_source_ratio_mean,trained_candidate_rank_mean,truth_change_from_initial_ratio_mean
bitplane_lut_argmax,argmax,sklearn_digits,672,160,3,0.8802469372749329,0.01402199857837845,0.8691358024691359,0.013580258834509196,1.0314217273099924,0.9885270198186239,0.04289470749136844,0.8530864119529724,0.004276645463916108,16.470801753991207,7.666666666666667,0.020833333333333332,0.0,0.854324479897817,1.0,320,2,8.333333333333334,24608,0.8061728395061728,0.880246913580247,0.3174506326516469,0.25150657693545025,0.0,0.0,0.0,0.0,0.7177083333333334,0.5359375000000001,6.230989583333333,0.2638020833333333
bitplane_lut_argmax,argmax,sklearn_digits,832,320,3,0.91481480995814,0.009799070836321009,0.9197530864197532,0.007407401962044813,0.7207468103479456,0.6640145778656006,0.05673223248234501,0.8975308736165365,0.009320776118845348,18.92569142099819,6.0,0.019791666666666666,0.0,0.8514459331830343,1.0,640,2,11.0,44608,0.8765432098765432,0.9148148148148149,0.316164493560791,0.2476995587348938,0.0,0.0,0.0,0.0,0.667578125,0.4147135416666667,5.690364583333333,0.22838541666666667
bitplane_lut_refit,truth,sklearn_digits,672,160,3,0.8679012457529703,0.021060148332165494,0.8765432098765432,0.00864196412357284,1.035105801806038,0.9897051652272543,0.04540063657878365,0.8506172895431519,0.02106017279076511,16.19079642033709,8.0,0.021875000000000002,0.0,0.8539139827092489,1.0,320,2,8.333333333333334,24608,0.7765432098765431,0.8679012345679012,0.3186571995417277,0.25021547575791675,0.6749999999999999,0.7236979166666666,0.033593750248352684,0.0,0.7229166666666668,0.5421874999999999,6.279947916666667,0.27597656249999997
bitplane_lut_refit,truth,sklearn_digits,832,320,3,0.8938271601994833,0.005657483178368282,0.9037037037037038,0.009876543504220478,0.7334858647099248,0.6664580504099528,0.06702781429997196,0.8827160596847534,0.011905751271820362,19.05353380967669,6.0,0.020833333333333332,0.0,0.8579460183779398,1.0,640,2,11.0,44608,0.8530864197530864,0.8938271604938272,0.3199201325575511,0.24699765940507254,0.666015625,0.80234375,0.04729817807674408,0.0,0.6658854166666667,0.41432291666666665,5.699479166666666,0.2499348958333333
bitplane_lut_wiring_refit,wiring,sklearn_digits,672,160,3,0.8679012457529703,0.021060148332165494,0.8765432098765432,0.00864196412357284,1.035105801806038,0.9897051652272543,0.04540063657878365,0.8506172895431519,0.02106017279076511,16.31859145166042,8.0,0.021875000000000002,0.0,0.8539139827092489,1.0,320,2,8.333333333333334,24608,0.7765432098765431,0.8679012345679012,0.3186571995417277,0.25021547575791675,0.6749999999999999,0.7236979166666666,0.033593750248352684,0.0,0.7229166666666668,0.5421874999999999,6.279947916666667,0.27597656249999997
bitplane_lut_wiring_refit,wiring,sklearn_digits,832,320,3,0.8938271601994833,0.005657483178368282,0.9037037037037038,0.009876543504220478,0.7334858647099248,0.6664580504099528,0.06702781429997196,0.8827160596847534,0.011905751271820362,19.22847403533524,6.0,0.020833333333333332,0.0,0.8579460183779398,1.0,640,2,11.0,44608,0.8530864197530864,0.8938271604938272,0.3199201325575511,0.24699765940507254,0.666015625,0.80234375,0.04729817807674408,0.0,0.6658854166666667,0.41432291666666665,5.699479166666666,0.2499348958333333
