block,best_epoch,epochs_ran,epochs_to_90pct_best,pre_refit_soft_acc,pre_refit_hard_acc,pre_refit_acc_gap,pre_refit_soft_loss,pre_refit_hard_loss,pre_refit_loss_gap,post_refit_soft_acc,post_refit_hard_acc,post_refit_acc_gap,post_refit_soft_loss,post_refit_hard_loss,post_refit_loss_gap,refit_bit_error,refit_address_coverage,changed_truth_ratio,changed_wiring_ratio,block_train_seconds
0,25,30,13,0.1764,0.1708,0.005599999999999994,3.652503331756592,3.651096586227417,0.0014067455291746356,0.1708,0.1708,0.0,3.651096586227417,3.651096586227417,0.0,0.37419745326042175,0.0,0.0,0.0,4636.791294269031
1,27,30,5,0.2018,0.1982,0.00360000000000002,3.4527293045043947,3.4543643775939943,0.001635073089599537,0.1982,0.1982,0.0,3.4543643775939943,3.4543643775939943,0.0,0.29655563831329346,0.0,0.0,0.0,4158.898266665987
2,10,15,1,0.2052,0.1998,0.005399999999999988,3.501503016281128,3.442998175430298,0.058504840850829964,0.1998,0.1998,0.0,3.442998175430298,3.442998175430298,0.0,0.26931899785995483,0.0,0.0,0.0,2039.9953138410347
3,21,26,2,0.2068,0.199,0.007800000000000001,3.4157996505737303,3.432707022476196,0.01690737190246594,0.199,0.199,0.0,3.432707022476196,3.432707022476196,0.0,0.25602009892463684,0.0,0.0,0.0,3654.060075028974
