dataset,method,n,soft_acc_mean,soft_acc_std,discrete_acc_mean,discrete_acc_std,acc_gap_mean,acc_gap_std,soft_loss_mean,soft_loss_std,discrete_loss_mean,discrete_loss_std,loss_gap_mean,loss_gap_std,path_soft_acc_mean,path_soft_acc_std,path_discrete_acc_mean,path_discrete_acc_std,path_acc_gap_mean,path_acc_gap_std,path_soft_loss_mean,path_soft_loss_std,path_discrete_loss_mean,path_discrete_loss_std,path_loss_gap_mean,path_loss_gap_std,train_time_mean,train_time_std,time_to_target_mean,time_to_target_std,n_target_hits,target_hit_rate,unused_gate_ratio_mean,unused_gate_ratio_std,activation_inactive_gate_ratio_mean,activation_inactive_gate_ratio_std,gate_count_mean,gate_count_std,depth_mean,depth_std,fanout_max_mean,fanout_max_std,soft_inference_samples_per_sec_mean,soft_inference_samples_per_sec_std,discrete_inference_samples_per_sec_mean,discrete_inference_samples_per_sec_std,inference_bench_repeats_mean,inference_bench_repeats_std
majority9,block_hard_refit,3,0.5,0.0358013726168425,0.78125,0.04133986423538423,0.28125,0.020669932117692115,26.02296511332194,11.143460900991087,41.988454818725586,17.126436573383103,25.455036163330078,13.7824102877858,0.8932291666666666,0.009021097956087902,0.78125,0.04133986423538423,0.11197916666666667,0.050227347713504976,2.6129258473714194,0.1262304977232926,41.988454818725586,17.126436573383103,39.375528971354164,17.240840948898864,1.3014548806725845,0.10144538327430778,nan,nan,0,0.0,0.986328125,0.0033829117335329633,0.310546875,0.013671875,512.0,0.0,4.0,0.0,29.0,0.0,nan,nan,nan,nan,0.0,0.0
majority9,block_hard_task_refit,3,0.5208333333333334,0.025113673856752488,0.6770833333333334,0.05915529526875285,0.15625,0.034053897996411515,24.295779585838318,19.403039833456145,24.914676030476887,6.482300462529645,11.244833588600159,6.943142678659743,0.8854166666666666,0.027436598314720673,0.6770833333333334,0.05915529526875285,0.20833333333333334,0.08570043058283508,2.8200393120447793,1.238913517650473,24.914676030476887,6.482300462529645,22.09463671843211,5.385971340358745,3.413695099336716,0.051292793255403715,nan,nan,0,0.0,0.9830729166666666,0.0022552744890219755,0.396484375,0.01982205383807074,512.0,0.0,4.0,0.0,29.0,0.0,nan,nan,nan,nan,0.0,0.0
majority9,block_relaxed,3,0.625,0.08699631816921909,0.4869791666666667,0.029577647634376425,0.13802083333333334,0.1133036974885786,0.6848611632982889,0.13677026294022546,167.26331075032553,49.34512549061756,166.57844958702722,49.427957706125284,0.625,0.08699631816921909,0.4869791666666667,0.029577647634376425,0.13802083333333334,0.1133036974885786,0.6848611632982889,0.13677026294022546,167.26331075032553,49.34512549061756,166.57844958702722,49.427957706125284,1.1809606623428408,0.009492924817734094,nan,nan,0,0.0,0.9811197916666666,0.004510548978043951,0.3216145833333333,0.04631556357248024,512.0,0.0,4.0,0.0,29.0,0.0,nan,nan,nan,nan,0.0,0.0
majority9,dlgn,3,1.0,0.0,0.7005208333333334,0.047091513854232096,0.2994791666666667,0.047091513854232096,0.012829333233336607,0.003591808714904365,101.35443369547527,10.635454272936585,101.34160436224192,10.638408450687518,1.0,0.0,0.7005208333333334,0.047091513854232096,0.2994791666666667,0.047091513854232096,0.012829333233336607,0.003591808714904365,101.35443369547527,10.635454272936585,101.34160436224192,10.638408450687518,4.136804256326286,0.16139876348534704,nan,nan,0,0.0,0.9290364583333334,0.014659284178642842,0.24088541666666666,0.018042195912175804,512.0,0.0,4.0,0.0,29.0,0.0,nan,nan,nan,nan,0.0,0.0
majority9,dlgn_anneal,3,0.984375,0.013531646934131853,0.8255208333333334,0.054873196629441345,0.15885416666666666,0.04302789490067267,0.20448269446690878,0.24049319666217345,44.03749211629232,18.166387144517113,43.83300942182541,18.025269571848686,0.984375,0.013531646934131853,0.8255208333333334,0.054873196629441345,0.15885416666666666,0.04302789490067267,0.20448269446690878,0.24049319666217345,44.03749211629232,18.166387144517113,43.83300942182541,18.025269571848686,5.013969359337352,0.24789459266035227,nan,nan,0,0.0,0.9348958333333334,0.013856638446479663,0.20377604166666666,0.015170807549128962,512.0,0.0,4.0,0.0,29.0,0.0,nan,nan,nan,nan,0.0,0.0
majority9,gumbel_st,3,0.4791666666666667,0.025113673856752488,0.5208333333333334,0.039322054350368486,0.041666666666666664,0.01626301562082916,26.12209129333496,11.870450183619981,163.34984334309897,31.78281391784012,137.227752049764,40.618184171944804,0.4791666666666667,0.025113673856752488,0.5208333333333334,0.039322054350368486,0.041666666666666664,0.01626301562082916,26.12209129333496,11.870450183619981,163.34984334309897,31.78281391784012,137.227752049764,40.618184171944804,4.5453412980035255,0.5824926000331808,nan,nan,0,0.0,0.990234375,0.001953125,0.3177083333333333,0.01761425684696443,512.0,0.0,4.0,0.0,29.0,0.0,nan,nan,nan,nan,0.0,0.0
majority9,hard_st_cage,3,0.5208333333333334,0.025113673856752488,0.8046875,0.05122998847110938,0.2838541666666667,0.03252603124165832,10.361409425735474,5.941003241394817,23.234844207763672,3.1310405040400817,12.873434782028198,6.729525070173041,0.8046875,0.05122998847110938,0.8046875,0.05122998847110938,0.0,0.0,23.234844207763672,3.1310405040400817,23.234844207763672,3.1310405040400817,0.0,0.0,4.402654159998444,0.3651218185323095,nan,nan,0,0.0,0.970703125,0.0033829117335329633,0.3802083333333333,0.07972802023308027,512.0,0.0,4.0,0.0,29.0,0.0,nan,nan,nan,nan,0.0,0.0
parity8,block_hard_refit,3,0.5416666666666666,0.04510548978043951,0.484375,0.015625,0.057291666666666664,0.047735163489123336,7.083490292231242,4.3572816056783665,100.62913513183594,17.260392618192206,93.54564483960469,14.432141156665105,0.4114583333333333,0.039322054350368486,0.484375,0.015625,0.07291666666666667,0.050227347713504976,15.383471806844076,2.0393880285139323,100.62913513183594,17.260392618192206,85.24566332499187,17.671731999685925,0.7352801699986836,0.04864139395054332,nan,nan,0,0.0,0.986328125,0.00390625,0.3665364583333333,0.006859149578680168,512.0,0.0,4.0,0.0,32.0,0.0,nan,nan,nan,nan,0.0,0.0
parity8,block_hard_task_refit,3,0.46875,0.05633673867912483,0.4583333333333333,0.10045469542700995,0.041666666666666664,0.023867581744561668,33.669244130452476,10.39779210428476,44.03520075480143,2.6851047685188387,12.530952453613281,8.419221050927677,0.40625,0.05633673867912483,0.4583333333333333,0.10045469542700995,0.052083333333333336,0.054873196629441345,13.757328987121582,4.210918963831853,44.03520075480143,2.6851047685188387,30.27787176767985,3.8095499544582596,2.873012922995258,0.05756300918815876,nan,nan,0,0.0,0.984375,0.001953125,0.4420572916666667,0.03157384284630766,512.0,0.0,4.0,0.0,32.0,0.0,nan,nan,nan,nan,0.0,0.0
parity8,block_relaxed,3,0.5,0.09375,0.484375,0.015625,0.057291666666666664,0.054873196629441345,0.7381689349810282,0.05428982252539801,169.84942626953125,44.87483609721101,169.11125733455023,44.84497516168831,0.5,0.09375,0.484375,0.015625,0.057291666666666664,0.054873196629441345,0.7381689349810282,0.05428982252539801,169.84942626953125,44.87483609721101,169.11125733455023,44.84497516168831,0.6882058603320426,0.04963122169918574,nan,nan,0,0.0,0.9798177083333334,0.0011276372445109878,0.3209635416666667,0.024576283968980307,512.0,0.0,4.0,0.0,32.0,0.0,nan,nan,nan,nan,0.0,0.0
