method,dataset,seed,block,block_epochs,global_epoch_end,elapsed_time,prefix_reaches_target,block_train_time,path_soft_acc,path_soft_loss,hard_prefix_acc,hard_prefix_loss,path_acc_gap,path_loss_gap,fit_source,fit_rows,argmax_refit_mse,truth_refit_mse,refit_mse_delta,op_change_ratio,task_fit_rows,task_validation_rows,selected_candidate,selection_mode,selected_refit_mse,selected_inactive_ratio,coordinate_updates,coordinate_passes,candidate_topk,teacher_validation_acc,teacher_validation_loss,argmax_validation_acc,argmax_validation_loss,argmax_local_mse,argmax_inactive_ratio,argmax_teacher_logit_mse,truth_table_refit_validation_acc,truth_table_refit_validation_loss,truth_table_refit_local_mse,truth_table_refit_inactive_ratio,truth_table_refit_teacher_logit_mse,task_coordinate_refit_validation_acc,task_coordinate_refit_validation_loss,task_coordinate_refit_local_mse,task_coordinate_refit_inactive_ratio,task_coordinate_refit_teacher_logit_mse
block_relaxed,majority9,0,1,30,60,0.6119681510608643,0,0.30232780310325325,0.953125,0.149756520986557,0.5625,195.33958435058594,0.390625,195.18982782959938,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,majority9,0,2,30,90,0.9344997110310942,0,0.307825094088912,0.8359375,0.32140442728996277,0.578125,180.5175018310547,0.2578125,180.19609740376472,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,majority9,0,3,30,120,1.2513818750157952,0,0.2949250729288906,0.640625,0.6248279213905334,0.5,138.38954162597656,0.140625,137.76471370458603,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,majority9,0,0,30,30,0.3262009408790618,0,0.3040562979876995,0.9921875,0.0803755670785904,0.8828125,14.12206745147705,0.109375,14.04169188439846,exact,512,0.17142809252254665,0.1577436353545636,0.013684457167983055,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,majority9,0,1,30,60,0.6494648300576955,0,0.3012271539773792,0.9375,1.3353891372680664,0.7890625,36.767486572265625,0.1484375,35.43209743499756,sampled,384,0.17658358029439114,0.1643154353077989,0.012268144986592233,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,majority9,0,2,30,90,0.9798737210221589,0,0.30614339001476765,0.890625,1.3421038389205933,0.6875,106.26083374023438,0.203125,104.91872990131378,sampled,384,0.17272914099157788,0.1586420992098283,0.014087041781749576,0.671875,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,majority9,0,3,30,120,1.3057667210232466,0,0.29977706214413047,0.8828125,2.727283477783203,0.828125,22.737478256225586,0.0546875,20.010194778442383,sampled,384,0.1776796450430993,0.16496602664119564,0.012713618401903659,0.6953125,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_task_refit,majority9,0,0,30,30,0.9067834538873285,0,0.30162860616110265,0.9921875,0.0803755670785904,0.84375,7.9262189865112305,0.1484375,7.84584341943264,exact,512,0.17142809927463531,0.1577436327934265,-0.01326112449169159,0.6953125,307,77,task_coordinate_refit,balanced,0.1846892237663269,0.1171875,42,2,16,1.0,8.717929631529842e-06,0.8051947951316833,62.40068054199219,0.17142809927463531,0.171875,92589.6953125,0.8831169009208679,19.525527954101562,0.1577436327934265,0.140625,74658.7421875,0.8311688303947449,9.20793342590332,0.1846892237663269,0.1171875,7272.6572265625
block_hard_task_refit,majority9,0,1,30,60,1.799161379924044,0,0.29437779099680483,0.953125,1.2792689800262451,0.7734375,16.563291549682617,0.1796875,15.284022569656372,sampled_train,307,0.17863230407238007,0.1627485305070877,-0.014452323317527771,0.8125,307,77,task_coordinate_refit,balanced,0.19308462738990784,0.3046875,69,2,16,1.0,1.9279475964140147e-05,0.6363636255264282,145.49954223632812,0.17863230407238007,0.2578125,100316.53125,0.7142857313156128,74.07998657226562,0.1627485305070877,0.2734375,96077.40625,0.7532467246055603,13.131044387817383,0.19308462738990784,0.3046875,7755.14453125
block_hard_task_refit,majority9,0,2,30,90,2.6905020750127733,0,0.29424152593128383,0.953125,1.166351318359375,0.75,22.807876586914062,0.203125,21.641525268554688,sampled_train,307,0.17451143264770508,0.15983127057552338,-0.013691514730453491,0.8046875,307,77,task_coordinate_refit,balanced,0.18820294737815857,0.484375,57,2,16,0.9740259647369385,0.142769917845726,0.5974025726318359,84.53260803222656,0.17451143264770508,0.40625,84127.4296875,0.8311688303947449,24.738338470458984,0.15983127057552338,0.390625,217203.453125,0.7402597665786743,19.669559478759766,0.18820294737815857,0.484375,8677.89453125
block_hard_task_refit,majority9,0,3,30,120,3.5910123258363456,0,0.2951413767877966,0.859375,4.2247090339660645,0.71875,32.17204666137695,0.140625,27.94733762741089,sampled_train,307,0.17208212614059448,0.15848390758037567,-0.011852622032165527,0.84375,307,77,task_coordinate_refit,balanced,0.18393474817276,0.609375,47,2,16,0.9090909361839294,1.0656185150146484,0.649350643157959,87.07600402832031,0.17208212614059448,0.515625,45006.3671875,0.7662337422370911,35.16395568847656,0.15848390758037567,0.515625,111567.75,0.7272727489471436,22.257959365844727,0.18393474817276,0.609375,5841.98876953125
block_relaxed,random_sparse10,0,0,30,30,0.5678838819731027,0,0.5638878231402487,0.88671875,0.7177534699440002,0.59375,61.439144134521484,0.29296875,60.721390664577484,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,random_sparse10,0,1,30,60,1.1573177438694984,0,0.5695461020804942,0.8671875,0.4966862201690674,0.51171875,155.14309692382812,0.35546875,154.64641070365906,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,random_sparse10,0,2,30,90,1.7601342699490488,0,0.5671685999259353,0.73046875,0.6667550206184387,0.48046875,136.43099975585938,0.25,135.76424473524094,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_relaxed,random_sparse10,0,3,30,120,2.3752087668981403,0,0.5661416191142052,0.52734375,0.7641204595565796,0.4765625,187.1878662109375,0.05078125,186.42374575138092,argmax_only,0,nan,nan,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,random_sparse10,0,0,30,30,0.5999280060641468,0,0.5604329220950603,0.88671875,0.7177534699440002,0.58984375,143.79331970214844,0.296875,143.07556623220444,exact,1024,0.17440453989547677,0.16060535158612765,0.01379918830934912,0.484375,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,random_sparse10,0,1,30,60,1.2057480600196868,0,0.5687991499435157,0.8828125,1.3578693866729736,0.66015625,78.95769500732422,0.22265625,77.59982562065125,sampled,768,0.18180305510759354,0.16521633346565068,0.01658672164194286,0.6953125,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,random_sparse10,0,2,30,90,1.8272500950843096,0,0.5816847500391304,0.87890625,1.7604268789291382,0.75390625,26.65726661682129,0.125,24.89683973789215,sampled,768,0.1871868694142904,0.17077628799597733,0.016410581418313086,0.734375,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_refit,random_sparse10,0,3,30,120,2.439417716115713,0,0.5709422079380602,0.82421875,1.822462797164917,0.484375,220.71664428710938,0.33984375,218.89418148994446,sampled,768,0.18616850348189473,0.16897961549693719,0.017188887984957546,0.7421875,,,,,,,,,,,,,,,,,,,,,,,,,,
block_hard_task_refit,random_sparse10,0,0,30,30,1.2788147181272507,0,0.5640661229845136,0.88671875,0.7177534699440002,0.59375,31.078689575195312,0.29296875,30.360936105251312,exact,1024,0.1744045466184616,0.16060535609722137,-0.012101814150810242,0.6796875,614,154,task_coordinate_refit,balanced,0.18650636076927185,0.2265625,49,2,16,0.9285714030265808,0.19179296493530273,0.649350643157959,53.972618103027344,0.1744045466184616,0.140625,81057.890625,0.6038960814476013,93.54249572753906,0.16060535609722137,0.21875,109532.6328125,0.5714285969734192,25.5632266998291,0.18650636076927185,0.2265625,5631.08154296875
block_hard_task_refit,random_sparse10,0,1,30,60,2.5679497660603374,0,0.5707381840329617,0.7890625,2.2037343978881836,0.60546875,35.343074798583984,0.18359375,33.1393404006958,sampled_train,614,0.1866455078125,0.1693657487630844,-0.0023389607667922974,0.8203125,614,154,task_coordinate_refit,balanced,0.1889844685792923,0.4140625,54,2,16,0.8571428656578064,1.2215218544006348,0.7337662577629089,51.36621856689453,0.1866455078125,0.3125,76933.609375,0.6038960814476013,59.87979507446289,0.1693657487630844,0.34375,63639.58984375,0.6298701167106628,32.01622772216797,0.1889844685792923,0.4140625,8263.2724609375
block_hard_task_refit,random_sparse10,0,2,30,90,3.853492246940732,0,0.5701215120498091,0.78515625,1.7898322343826294,0.52734375,36.951602935791016,0.2578125,35.161770701408386,sampled_train,614,0.18694618344306946,0.17116592824459076,-0.00023671984672546387,0.828125,614,154,task_coordinate_refit,balanced,0.18718290328979492,0.5859375,38,2,16,0.8246753215789795,1.1680641174316406,0.5714285969734192,144.20535278320312,0.18694618344306946,0.4921875,64046.62890625,0.5974025726318359,96.15341186523438,0.17116592824459076,0.4765625,171600.0,0.5454545617103577,37.824378967285156,0.18718290328979492,0.5859375,7177.81494140625
block_hard_task_refit,random_sparse10,0,3,30,120,5.141326179960743,0,0.5666957150679082,0.69921875,2.45888090133667,0.421875,47.4741096496582,0.27734375,45.01522874832153,sampled_train,614,0.17720000445842743,0.16385410726070404,-0.008478671312332153,0.8828125,614,154,task_coordinate_refit,balanced,0.18567867577075958,0.7421875,34,2,16,0.7727272510528564,1.2403548955917358,0.44805195927619934,207.82371520996094,0.17720000445842743,0.6484375,161242.390625,0.4610389471054077,402.597412109375,0.16385410726070404,0.6875,230530.234375,0.4220779240131378,41.188148498535156,0.18567867577075958,0.7421875,5839.4990234375
