best_epoch,block,block_train_seconds,changed_truth_ratio,changed_wiring_ratio,epochs_ran,epochs_to_90pct_best,post_refit_acc_gap,post_refit_hard_acc,post_refit_hard_loss,post_refit_loss_gap,post_refit_soft_acc,post_refit_soft_loss,pre_refit_acc_gap,pre_refit_hard_acc,pre_refit_hard_loss,pre_refit_loss_gap,pre_refit_soft_acc,pre_refit_soft_loss,refit_address_coverage,refit_bit_error
11,0,1128.1739105600282,0.0,0.0,15,2,0.0,0.2889,2.686469482421875,0.0,0.2889,2.686469482421875,0.008099999999999996,0.2889,2.686469482421875,0.04481453399658175,0.2808,2.731284016418457,0.0,0.3248218894004822
6,1,759.0477510369965,0.0,0.0,10,1,0.0,0.3618,2.3219804433822633,0.0,0.3618,2.3219804433822633,0.0044500000000000095,0.3618,2.3219804433822633,0.03822908020019522,0.35735,2.3602095235824585,0.0,0.21995817124843597
10,2,1060.6804196669837,0.0,0.0,14,1,0.0,0.38645,2.1764059797286985,0.0,0.38645,2.1764059797286985,0.0021500000000000408,0.38645,2.1764059797286985,0.0043334985733034515,0.3843,2.180739478302002,0.0,0.1818418800830841
15,3,1444.2438433589996,0.0,0.0,19,1,0.0,0.40295,2.1127701416015623,0.0,0.40295,2.1127701416015623,0.0006499999999999839,0.40295,2.1127701416015623,0.004462973976135043,0.4023,2.1083071676254272,0.0,0.16179053485393524
