dataset,seed,k,propagation,final_readout,calibration_mode,teacher_acc,candidate_acc,acc_gap_vs_teacher,teacher_loss,candidate_loss,loss_gap_vs_teacher,threshold_each_layer_acc,threshold_each_layer_loss,delta_acc_vs_threshold_each_layer,local_mae,local_mse,local_max_abs_error,layer_alignment_mae,final_layer_alignment_mae,original_gate_count,expanded_gate_count,gate_count_multiplier,representation_levels,representation_bits,depth,fanout_max,unused_gate_ratio,train_time,eval_time
random_sparse10,0,2,full_popcount,popcount,per_neuron,1.0,0.9296875,0.0703125,0.018892427906394005,0.17114485800266266,0.15225243009626865,0.85546875,0.3354361057281494,0.07421875,0.03682740172371268,0.005199930223170668,0.2498202621936798,0.06699361186474562,0.11022946238517761,512,1024,2,3,2,4,26,0.0,4.629396300995722,3.7812784027773887
random_sparse10,0,2,full_popcount,final_threshold,per_neuron,1.0,0.8515625,0.1484375,0.018892427906394005,0.3520204424858093,0.3331280145794153,0.85546875,0.3354361057281494,-0.00390625,0.03682740172371268,0.005199930223170668,0.2498202621936798,0.09007061179727316,0.20253746211528778,512,1024,2,3,2,4,26,0.001953125,4.629396300995722,4.806971924845129
random_sparse10,0,4,full_popcount,popcount,per_neuron,1.0,0.99609375,0.00390625,0.018892427906394005,0.04903631657361984,0.030143888667225838,0.8203125,0.5018124580383301,0.17578125,0.02289935853332281,0.0017179190181195736,0.12499788403511047,0.03969739656895399,0.06142608821392059,512,2048,4,5,3,4,26,0.0,4.629396300995722,3.9789072221610695
random_sparse10,0,4,full_popcount,final_threshold,per_neuron,1.0,0.859375,0.140625,0.018892427906394005,0.3679865598678589,0.3490941319614649,0.8203125,0.5018124580383301,0.0390625,0.02289935853332281,0.0017179190181195736,0.12499788403511047,0.07357524987310171,0.19693750143051147,512,2048,4,5,3,4,26,0.001953125,4.629396300995722,5.001102651003748
random_sparse10,0,8,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.018892427906394005,0.023573964834213257,0.004681536927819252,0.8125,0.5183225274085999,0.1875,0.013428699458017945,0.0005340865973266773,0.06244772672653198,0.021285738795995712,0.030803803354501724,512,4096,8,9,4,4,26,0.0,4.629396300995722,3.7690179268829525
random_sparse10,0,8,full_popcount,final_threshold,per_neuron,1.0,0.87890625,0.12109375,0.018892427906394005,0.2879353165626526,0.2690428886562586,0.8125,0.5183225274085999,0.06640625,0.013428699458017945,0.0005340865973266773,0.06244772672653198,0.06245796661823988,0.1954927146434784,512,4096,8,9,4,4,26,0.001953125,4.629396300995722,4.794653033837676
random_sparse10,0,16,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.018892427906394005,0.019262436777353287,0.0003700088709592819,0.79296875,0.481395423412323,0.20703125,0.007124883704818785,0.00014009813821758144,0.03122997283935547,0.010040730936452746,0.014493598602712154,512,8192,16,17,5,4,26,0.0,4.629396300995722,3.776899274904281
random_sparse10,0,16,full_popcount,final_threshold,per_neuron,1.0,0.88671875,0.11328125,0.018892427906394005,0.2586328685283661,0.23974044062197208,0.79296875,0.481395423412323,0.09375,0.007124883704818785,0.00014009813821758144,0.03122997283935547,0.055226740427315235,0.1952376365661621,512,8192,16,17,5,4,26,0.001953125,4.629396300995722,4.810984116047621
random_sparse10,0,32,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.018892427906394005,0.01916573755443096,0.0002733096480369568,0.79296875,0.481395423412323,0.20703125,0.00389944069320336,3.9303045014094096e-05,0.015623092651367188,0.005596413277089596,0.007828593254089355,512,16384,32,33,6,4,26,0.0,4.629396300995722,3.8420728030614555
random_sparse10,0,32,full_popcount,final_threshold,per_neuron,1.0,0.8984375,0.1015625,0.018892427906394005,0.244193896651268,0.225301468744874,0.79296875,0.481395423412323,0.10546875,0.00389944069320336,3.9303045014094096e-05,0.015623092651367188,0.05244321655482054,0.19521580636501312,512,16384,32,33,6,4,26,0.001953125,4.629396300995722,4.850778293097392
majority9,1,2,full_popcount,popcount,per_neuron,1.0,0.703125,0.296875,0.02711944840848446,1.5744744539260864,1.547355005517602,0.5859375,2.294067859649658,0.1171875,0.05657601170241833,0.00928559503518045,0.24883589148521423,0.11371749080717564,0.16871024668216705,512,1024,2,3,2,4,29,0.0,2.8150048539973795,3.719318595016375
majority9,1,2,full_popcount,final_threshold,per_neuron,1.0,0.6875,0.3125,0.02711944840848446,1.475373387336731,1.4482539389282465,0.5859375,2.294067859649658,0.1015625,0.05657601170241833,0.00928559503518045,0.24883589148521423,0.12903663329780102,0.22998681664466858,512,1024,2,3,2,4,29,0.0,2.8150048539973795,4.739535252097994
majority9,1,4,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.02711944840848446,0.03108740597963333,0.003967957571148872,0.5234375,2.3803744316101074,0.4765625,0.029302445240318775,0.0024672034196555614,0.12460601329803467,0.04570400761440396,0.05772177875041962,512,2048,4,5,3,4,29,0.0,2.8150048539973795,3.81605012784712
majority9,1,4,full_popcount,final_threshold,per_neuron,1.0,0.859375,0.140625,0.02711944840848446,0.41558563709259033,0.3884661886841059,0.5234375,2.3803744316101074,0.3359375,0.029302445240318775,0.0024672034196555614,0.12460601329803467,0.08803119184449315,0.22703051567077637,512,2048,4,5,3,4,29,0.0,2.8150048539973795,4.816356665920466
majority9,1,8,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.02711944840848446,0.030010107904672623,0.0028906594961881638,0.484375,2.4121012687683105,0.515625,0.014022564515471458,0.0005572183872573078,0.06245154142379761,0.02021662937477231,0.026366252452135086,512,4096,8,9,4,4,29,0.0,2.8150048539973795,3.719114129897207
majority9,1,8,full_popcount,final_threshold,per_neuron,1.0,0.7265625,0.2734375,0.02711944840848446,1.0060040950775146,0.9788846466690302,0.484375,2.4121012687683105,0.2421875,0.014022564515471458,0.0005572183872573078,0.06245154142379761,0.06914491159841418,0.22207938134670258,512,4096,8,9,4,4,29,0.0,2.8150048539973795,4.7173680539708585
majority9,1,16,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.02711944840848446,0.027924690395593643,0.0008052419871091843,0.484375,2.4121012687683105,0.515625,0.007628464489243925,0.00015758711742819287,0.031229138374328613,0.011295185307972133,0.01484313141554594,512,8192,16,17,5,4,29,0.0,2.8150048539973795,3.6930288320872933
majority9,1,16,full_popcount,final_threshold,per_neuron,1.0,0.703125,0.296875,0.02711944840848446,1.063090443611145,1.0359709952026606,0.484375,2.4121012687683105,0.21875,0.007628464489243925,0.00015758711742819287,0.031229138374328613,0.06300089706201106,0.22166597843170166,512,8192,16,17,5,4,29,0.0,2.8150048539973795,4.72607724997215
majority9,1,32,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.02711944840848446,0.02767876535654068,0.000559316948056221,0.484375,2.4121012687683105,0.515625,0.0038208807236514986,3.860012839140836e-05,0.015609323978424072,0.005362603347748518,0.006890233140438795,512,16384,32,33,6,4,29,0.0,2.8150048539973795,3.7288603270426393
majority9,1,32,full_popcount,final_threshold,per_neuron,1.0,0.7109375,0.2890625,0.02711944840848446,1.0426396131515503,1.0155201647430658,0.484375,2.4121012687683105,0.2265625,0.0038208807236514986,3.860012839140836e-05,0.015609323978424072,0.0590479044476524,0.22163143754005432,512,16384,32,33,6,4,29,0.0,2.8150048539973795,4.727018592180684
random_sparse10,1,2,full_popcount,popcount,per_neuron,1.0,0.875,0.125,0.014188313856720924,0.326272189617157,0.31208387576043606,0.79296875,0.7007620334625244,0.08203125,0.03799145016819239,0.005014745867811143,0.24999931454658508,0.07534957583993673,0.1205158457159996,512,1024,2,3,2,4,26,0.0,4.564826728077605,4.038837937870994
random_sparse10,1,2,full_popcount,final_threshold,per_neuron,1.0,0.796875,0.203125,0.014188313856720924,0.7359395623207092,0.7217512484639883,0.79296875,0.7007620334625244,0.00390625,0.03799145016819239,0.005014745867811143,0.24999931454658508,0.0931420037522912,0.19168555736541748,512,1024,2,3,2,4,26,0.0,4.564826728077605,5.065153039991856
random_sparse10,1,4,full_popcount,popcount,per_neuron,1.0,0.96484375,0.03515625,0.014188313856720924,0.09254694730043411,0.07835863344371319,0.76171875,0.9935889840126038,0.203125,0.026002024300396442,0.0020173891680315137,0.12463092803955078,0.049044729210436344,0.07485821843147278,512,2048,4,5,3,4,26,0.0,4.564826728077605,3.783414968987927
random_sparse10,1,4,full_popcount,final_threshold,per_neuron,1.0,0.83203125,0.16796875,0.014188313856720924,0.5758376717567444,0.5616493579000235,0.76171875,0.9935889840126038,0.0703125,0.026002024300396442,0.0020173891680315137,0.12463092803955078,0.07686942163854837,0.1861569881439209,512,2048,4,5,3,4,26,0.0,4.564826728077605,4.80966075998731
random_sparse10,1,8,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.014188313856720924,0.016002386808395386,0.0018140729516744614,0.80078125,0.72660893201828,0.19921875,0.014801885234192014,0.000617371711996384,0.06238830089569092,0.02327347081154585,0.03077825903892517,512,4096,8,9,4,4,26,0.0,4.564826728077605,3.784041885053739
random_sparse10,1,8,full_popcount,final_threshold,per_neuron,1.0,0.83203125,0.16796875,0.014188313856720924,0.5778728127479553,0.5636844988912344,0.80078125,0.72660893201828,0.03125,0.014801885234192014,0.000617371711996384,0.06238830089569092,0.06177461426705122,0.18478283286094666,512,4096,8,9,4,4,26,0.0,4.564826728077605,4.813943089917302
random_sparse10,1,16,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.014188313856720924,0.01413436233997345,5.395151674747467e-05,0.79296875,0.7448059320449829,0.20703125,0.00723453052341938,0.00014441206803894602,0.031236916780471802,0.01054532767739147,0.014186280779540539,512,8192,16,17,5,4,26,0.0,4.564826728077605,3.8047893941402435
random_sparse10,1,16,full_popcount,final_threshold,per_neuron,1.0,0.83203125,0.16796875,0.014188313856720924,0.6042951345443726,0.5901068206876516,0.79296875,0.7448059320449829,0.0390625,0.00723453052341938,0.00014441206803894602,0.031236916780471802,0.05317883437965065,0.18472030758857727,512,8192,16,17,5,4,26,0.0,4.564826728077605,4.848479004111141
random_sparse10,1,32,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.014188313856720924,0.014145913533866405,4.240032285451889e-05,0.79296875,0.7448059320449829,0.20703125,0.003788654808886349,3.672844104585238e-05,0.015593230724334717,0.00543513213051483,0.007346360478550196,512,16384,32,33,6,4,26,0.0,4.564826728077605,3.7983278289902955
random_sparse10,1,32,full_popcount,final_threshold,per_neuron,1.0,0.83203125,0.16796875,0.014188313856720924,0.6214702129364014,0.6072818990796804,0.79296875,0.7448059320449829,0.0390625,0.003788654808886349,3.672844104585238e-05,0.015593230724334717,0.04977011407027021,0.18468628823757172,512,16384,32,33,6,4,26,0.0,4.564826728077605,4.834585409145802
majority9,2,2,full_popcount,popcount,per_neuron,1.0,0.75,0.25,0.03477339819073677,1.6118884086608887,1.577115010470152,0.7421875,1.9143643379211426,0.0078125,0.04791453294456005,0.007127768127247691,0.24963325262069702,0.09585134405642748,0.15494993329048157,512,1024,2,3,2,4,29,0.0,2.7257147459313273,3.707759897923097
majority9,2,2,full_popcount,final_threshold,per_neuron,1.0,0.75,0.25,0.03477339819073677,1.6454110145568848,1.610637616366148,0.7421875,1.9143643379211426,0.0078125,0.04791453294456005,0.007127768127247691,0.24963325262069702,0.10973652917891741,0.21049067378044128,512,1024,2,3,2,4,29,0.0,2.7257147459313273,4.710287716938183
majority9,2,4,full_popcount,popcount,per_neuron,1.0,0.96875,0.03125,0.03477339819073677,0.10676416754722595,0.07199076935648918,0.5859375,1.9855619668960571,0.3828125,0.029341813176870346,0.0024845886509865522,0.12498354911804199,0.050155650824308395,0.0713672861456871,512,2048,4,5,3,4,29,0.0,2.7257147459313273,3.701091713970527
majority9,2,4,full_popcount,final_threshold,per_neuron,1.0,0.8125,0.1875,0.03477339819073677,0.7287766337394714,0.6940032355487347,0.5859375,1.9855619668960571,0.2265625,0.029341813176870346,0.0024845886509865522,0.12498354911804199,0.08250836096704006,0.20077812671661377,512,2048,4,5,3,4,29,0.001953125,2.7257147459313273,4.716927410103381
majority9,2,8,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.03477339819073677,0.03521183878183365,0.00043844059109687805,0.5859375,2.009474754333496,0.4140625,0.014078504871577024,0.000576675171032548,0.062499284744262695,0.019540935754776,0.02623172476887703,512,4096,8,9,4,4,29,0.0,2.7257147459313273,3.67398704495281
majority9,2,8,full_popcount,final_threshold,per_neuron,1.0,0.703125,0.296875,0.03477339819073677,1.285858392715454,1.2510849945247173,0.5859375,2.009474754333496,0.1171875,0.014078504871577024,0.000576675171032548,0.062499284744262695,0.062297011725604534,0.19725602865219116,512,4096,8,9,4,4,29,0.0,2.7257147459313273,4.673330222954974
majority9,2,16,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.03477339819073677,0.03894904628396034,0.004175648093223572,0.5859375,2.076331377029419,0.4140625,0.007190871983766556,0.0001461981300963089,0.03124716877937317,0.010305775329470634,0.013846631161868572,512,8192,16,17,5,4,29,0.0,2.7257147459313273,3.693594387965277
majority9,2,16,full_popcount,final_threshold,per_neuron,1.0,0.703125,0.296875,0.03477339819073677,1.2797456979751587,1.244972299784422,0.5859375,2.076331377029419,0.1171875,0.007190871983766556,0.0001461981300963089,0.03124716877937317,0.05604499508626759,0.1968035101890564,512,8192,16,17,5,4,29,0.0,2.7257147459313273,4.724057703046128
majority9,2,32,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.03477339819073677,0.03476914018392563,4.258006811141968e-06,0.5859375,2.076331377029419,0.4140625,0.003731773467734456,3.8101304198789876e-05,0.015617311000823975,0.005231922899838537,0.0067885806784033775,512,16384,32,33,6,4,29,0.0,2.7257147459313273,3.718372450908646
majority9,2,32,full_popcount,final_threshold,per_neuron,1.0,0.6875,0.3125,0.03477339819073677,1.3405535221099854,1.3057801239192486,0.5859375,2.076331377029419,0.1015625,0.003731773467734456,3.8101304198789876e-05,0.015617311000823975,0.052694542973767966,0.1966390609741211,512,16384,32,33,6,4,29,0.0,2.7257147459313273,4.74528134893626
random_sparse10,2,2,full_popcount,popcount,per_neuron,1.0,0.95703125,0.04296875,0.008795852772891521,0.1300663948059082,0.12127054203301668,0.93359375,0.14696326851844788,0.0234375,0.03488234197720885,0.004698632517829537,0.24994254112243652,0.06560492468997836,0.10634324699640274,512,1024,2,3,2,4,26,0.001953125,4.669578050030395,3.7800019930582494
random_sparse10,2,2,full_popcount,final_threshold,per_neuron,1.0,0.92578125,0.07421875,0.008795852772891521,0.18799138069152832,0.1791955279186368,0.93359375,0.14696326851844788,-0.0078125,0.03488234197720885,0.004698632517829537,0.24994254112243652,0.08722600853070617,0.19282758235931396,512,1024,2,3,2,4,26,0.001953125,4.669578050030395,4.80714668915607
random_sparse10,2,4,full_popcount,popcount,per_neuron,1.0,0.99609375,0.00390625,0.008795852772891521,0.02749050408601761,0.018694651313126087,0.91015625,0.24092459678649902,0.0859375,0.022763878107070923,0.0016690167249180377,0.12494474649429321,0.03931629378348589,0.05989896133542061,512,2048,4,5,3,4,26,0.0,4.669578050030395,3.793245184002444
random_sparse10,2,4,full_popcount,final_threshold,per_neuron,1.0,0.8984375,0.1015625,0.008795852772891521,0.3252057433128357,0.31640989053994417,0.91015625,0.24092459678649902,-0.01171875,0.022763878107070923,0.0016690167249180377,0.12494474649429321,0.06978633999824524,0.181779146194458,512,2048,4,5,3,4,26,0.0,4.669578050030395,4.823076054919511
random_sparse10,2,8,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.008795852772891521,0.010582518763840199,0.001786665990948677,0.92578125,0.23768019676208496,0.07421875,0.014013364911079407,0.0005752025463152677,0.06242239475250244,0.021955701988190413,0.030996643006801605,512,4096,8,9,4,4,26,0.0,4.669578050030395,3.7967821930069476
random_sparse10,2,8,full_popcount,final_threshold,per_neuron,1.0,0.89453125,0.10546875,0.008795852772891521,0.27698034048080444,0.2681844877079129,0.92578125,0.23768019676208496,-0.03125,0.014013364911079407,0.0005752025463152677,0.06242239475250244,0.05940875178202987,0.18080884218215942,512,4096,8,9,4,4,26,0.0,4.669578050030395,4.83291628700681
random_sparse10,2,16,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.008795852772891521,0.00842285342514515,0.0003729993477463722,0.92578125,0.23768019676208496,0.07421875,0.007009101682342589,0.00013743603813054506,0.031188130378723145,0.010861845221370459,0.01507807057350874,512,8192,16,17,5,4,26,0.0,4.669578050030395,3.795640839030966
random_sparse10,2,16,full_popcount,final_threshold,per_neuron,1.0,0.89453125,0.10546875,0.008795852772891521,0.28121501207351685,0.2724191593006253,0.92578125,0.23768019676208496,-0.03125,0.007009101682342589,0.00013743603813054506,0.031188130378723145,0.05225229333154857,0.1806398630142212,512,8192,16,17,5,4,26,0.0,4.669578050030395,4.821121881948784
random_sparse10,2,32,full_popcount,popcount,per_neuron,1.0,1.0,0.0,0.008795852772891521,0.008477892726659775,0.0003179600462317467,0.92578125,0.23768019676208496,0.07421875,0.0038228326593525708,3.786514207604341e-05,0.015594035387039185,0.0054448588052764535,0.007454398088157177,512,16384,32,33,6,4,26,0.0,4.669578050030395,3.8020745588000864
random_sparse10,2,32,full_popcount,final_threshold,per_neuron,1.0,0.89453125,0.10546875,0.008795852772891521,0.28735995292663574,0.2785641001537442,0.92578125,0.23768019676208496,-0.03125,0.0038228326593525708,3.786514207604341e-05,0.015594035387039185,0.04871484625618905,0.18053434789180756,512,16384,32,33,6,4,26,0.0,4.669578050030395,4.838516269810498
