method,dataset,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,activation_inactive_gate_ratio,constant_gate_ratio,wire_gate_ratio,inverted_literal_gate_ratio,literal_gate_ratio,nontrivial_gate_ratio,selected_function_count,selected_function_coverage,gate_count,predicate_count,depth,fanout_max,state_entropy,state_constant_ratio,state_duplicate_ratio,state_flip_rate,layer_gap_max_mae,layer_gap_max_flip_ratio,layer_gap_final_flip_ratio,gate_entropy,gate_confidence,gate_entropy_scope,scoped_gate_entropy,scoped_gate_confidence,gate_nontrivial_probability_mass,hard_carrier_acc,hard_bit_acc,hard_path_acc_gap,hard_carrier_loss,hard_bit_loss,hard_path_loss_gap,bit_exact_verified,message_mode,message_levels,input_patch_bits,state_storage_bits_per_token,trainable_parameters,strict_runtime_audit_operations,strict_runtime_floating_tensor_count,strict_runtime_exact_logits
bitstate_progressive_hard_st,cifar10,0.201,0.1955,0.005500000000000005,2.176831314086914,2.1798944396972657,0.0030631256103514914,158.24449435799033,,0.010216346941888332,0.0008012820512820513,0.00013354700854700856,0.9507211538461537,0.024906517094017096,0.9756276709401709,0.024238782051282052,15,0.9375,14976,3904,9,219,0.8977974429726601,0.0057454429916106164,0.0013020833721384406,0.14048718474805355,0.4426566637479342,0.2492706298828125,0.2492706298828125,0.17276164889335632,0.9025185704231262,all,0.17276164889335632,0.9025185704231262,0.07706587761640549,0.1955,0.1955,0.0,2.1798944396972657,2.1798944396972657,0.0,True,majority,2,192,4096,247424,203,0,True
