method,dataset,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,train_time,epochs_to_target,unused_gate_ratio,gate_count,depth,fanout_max
dlgn,cifar10_full_bitstate,0.28063333333333335,0.27140000000000003,0.009233333333333335,1.9811021004994709,2.0116974683125814,0.030595367813110414,1966.094261971671,4.333333333333333,0.10614762206872304,14976,9,232
annealing,cifar10_full_bitstate,0.26406666666666667,0.25906666666666667,0.007533333333333364,2.013240401522318,2.0132258522669475,0.014051519393920945,1954.9579630920005,11.0,0.13592860599358877,14976,9,232
gumbel_st,cifar10_full_bitstate,0.1,0.13063333333333335,0.030633333333333335,2.3026631343841553,2.3512144292195636,0.048551294835408466,2040.9785766383284,-1,0.94393257300059,14976,9,232
progressive_hard_st,cifar10_full_bitstate,0.28163333333333335,0.2779,0.006199999999999983,1.9702085818608601,1.9841385995864869,0.013930017725626595,1987.7742211876514,4.333333333333333,0.00042289888369850814,14976,9,232
