method,dataset,seed,soft_acc,discrete_acc,acc_gap,soft_loss,discrete_loss,loss_gap,path_soft_acc,path_discrete_acc,path_acc_gap,path_soft_loss,path_discrete_loss,path_loss_gap,train_time,epochs_to_target,time_to_target,unused_gate_ratio,gate_count,depth,fanout_max,soft_inference_samples_per_sec,discrete_inference_samples_per_sec,inference_bench_repeats,activation_inactive_gate_ratio
block_hard_task_refit,random_sparse10,0,0.484375,0.421875,0.0625,49.054718017578125,47.4741096496582,1.5806083679199219,0.69921875,0.421875,0.27734375,2.45888090133667,47.4741096496582,45.01522874832153,5.1297214310616255,-1,-1.0,0.994140625,512,4,26,nan,nan,0,0.4921875
dlgn,parity8,1,0.328125,0.5,0.171875,0.9928411245346069,176.64913940429688,175.65629827976227,0.328125,0.5,0.171875,0.9928411245346069,176.64913940429688,175.65629827976227,2.7250613521318883,-1,-1.0,0.966796875,512,4,32,nan,nan,0,0.28125
dlgn_anneal,parity8,1,0.21875,0.46875,0.25,11.947989463806152,175.0,163.05201053619385,0.21875,0.46875,0.25,11.947989463806152,175.0,163.05201053619385,2.8592799128964543,-1,-1.0,0.97265625,512,4,32,nan,nan,0,0.248046875
gumbel_st,parity8,1,0.515625,0.5,0.015625,14.198051452636719,150.04331970214844,135.84526824951172,0.515625,0.5,0.015625,14.198051452636719,150.04331970214844,135.84526824951172,2.8435454240534455,-1,-1.0,0.984375,512,4,32,nan,nan,0,0.353515625
hard_st_cage,parity8,1,0.484375,0.546875,0.0625,8.605037689208984,89.19246673583984,80.58742904663086,0.546875,0.546875,0.0,89.19246673583984,89.19246673583984,0.0,2.8080761458259076,-1,-1.0,0.994140625,512,4,32,nan,nan,0,0.412109375
block_relaxed,parity8,1,0.40625,0.46875,0.0625,0.7836201190948486,220.32333374023438,219.53971362113953,0.40625,0.46875,0.0625,0.7836201190948486,220.32333374023438,219.53971362113953,0.7099037000443786,-1,-1.0,0.978515625,512,4,32,nan,nan,0,0.294921875
block_hard_refit,parity8,1,0.515625,0.46875,0.046875,11.818302154541016,118.83663940429688,107.01833724975586,0.453125,0.46875,0.015625,14.123794555664062,118.83663940429688,104.71284484863281,0.755141471978277,-1,-1.0,0.986328125,512,4,32,nan,nan,0,0.373046875
block_hard_task_refit,parity8,1,0.484375,0.53125,0.046875,45.67326354980469,42.4257698059082,3.2474937438964844,0.421875,0.53125,0.109375,8.905712127685547,42.4257698059082,33.520057678222656,2.8917858188506216,-1,-1.0,0.982421875,512,4,32,nan,nan,0,0.478515625
dlgn,majority9,1,1.0,0.65625,0.34375,0.008983493782579899,113.33540344238281,113.32641994860023,1.0,0.65625,0.34375,0.008983493782579899,113.33540344238281,113.32641994860023,5.180284333182499,-1,-1.0,0.9140625,512,4,29,nan,nan,0,0.23046875
dlgn_anneal,majority9,1,0.9765625,0.7734375,0.203125,0.14400619268417358,57.850406646728516,57.70640045404434,0.9765625,0.7734375,0.203125,0.14400619268417358,57.850406646728516,57.70640045404434,5.867571112001315,-1,-1.0,0.9375,512,4,29,nan,nan,0,0.19921875
gumbel_st,majority9,1,0.46875,0.515625,0.046875,27.39350700378418,133.68038940429688,106.2868824005127,0.46875,0.515625,0.046875,27.39350700378418,133.68038940429688,106.2868824005127,5.432444605045021,-1,-1.0,0.98828125,512,4,29,nan,nan,0,0.31640625
hard_st_cage,majority9,1,0.53125,0.8515625,0.3203125,12.8612060546875,26.594989776611328,13.733783721923828,0.8515625,0.8515625,0.0,26.594989776611328,26.594989776611328,0.0,5.313554134918377,-1,-1.0,0.974609375,512,4,29,nan,nan,0,0.3203125
block_relaxed,majority9,1,0.703125,0.453125,0.25,0.5883743762969971,224.24041748046875,223.65204310417175,0.703125,0.453125,0.25,0.5883743762969971,224.24041748046875,223.65204310417175,1.24770364491269,-1,-1.0,0.978515625,512,4,29,nan,nan,0,0.279296875
block_hard_refit,majority9,1,0.46875,0.765625,0.296875,14.694574356079102,55.53373336791992,40.83915901184082,0.8984375,0.765625,0.1328125,2.4774789810180664,55.53373336791992,53.056254386901855,1.313233677065,-1,-1.0,0.990234375,512,4,29,nan,nan,0,0.326171875
block_hard_task_refit,majority9,1,0.53125,0.703125,0.171875,1.9035283327102661,19.69912338256836,17.795595049858093,0.8828125,0.703125,0.1796875,2.3524041175842285,19.69912338256836,17.34671926498413,3.6941147400066257,-1,-1.0,0.984375,512,4,29,nan,nan,0,0.41796875
dlgn,random_sparse10,1,1.0,0.55078125,0.44921875,0.001797070144675672,132.87478637695312,132.87298930680845,1.0,0.55078125,0.44921875,0.001797070144675672,132.87478637695312,132.87298930680845,9.947203133022413,-1,-1.0,0.884765625,512,4,26,nan,nan,0,0.228515625
dlgn_anneal,random_sparse10,1,1.0,0.76171875,0.23828125,0.0018002295400947332,60.97270965576172,60.970909426221624,1.0,0.76171875,0.23828125,0.0018002295400947332,60.97270965576172,60.970909426221624,11.292208737926558,-1,-1.0,0.861328125,512,4,26,nan,nan,0,0.154296875
gumbel_st,random_sparse10,1,0.5625,0.5234375,0.0390625,2.7140958309173584,206.2906036376953,203.57650780677795,0.5625,0.5234375,0.0390625,2.7140958309173584,206.2906036376953,203.57650780677795,10.128392869140953,-1,-1.0,0.98828125,512,4,26,nan,nan,0,0.34765625
hard_st_cage,random_sparse10,1,0.5625,0.98046875,0.41796875,15.2716703414917,0.40687063336372375,14.864799708127975,0.98046875,0.98046875,0.0,0.40687063336372375,0.40687063336372375,0.0,10.345463779987767,84,7.419270692858845,0.8671875,512,4,26,nan,nan,0,0.25390625
block_relaxed,random_sparse10,1,0.4453125,0.3984375,0.046875,0.8298235535621643,200.4853973388672,199.65557378530502,0.4453125,0.3984375,0.046875,0.8298235535621643,200.4853973388672,199.65557378530502,2.3161601671017706,-1,-1.0,0.9765625,512,4,26,nan,nan,0,0.251953125
block_hard_refit,random_sparse10,1,0.5625,0.859375,0.296875,16.034854888916016,19.986858367919922,3.9520034790039062,0.91796875,0.859375,0.05859375,0.8924335837364197,19.986858367919922,19.094424784183502,2.3963872401509434,-1,-1.0,0.986328125,512,4,26,nan,nan,0,0.271484375
block_hard_task_refit,random_sparse10,1,0.5625,0.73828125,0.17578125,47.31209182739258,11.547441482543945,35.76465034484863,0.95703125,0.73828125,0.21875,0.32543453574180603,11.547441482543945,11.22200694680214,5.115959211951122,-1,-1.0,0.98046875,512,4,26,nan,nan,0,0.37890625
dlgn,parity8,2,0.46875,0.609375,0.140625,1.2447285652160645,103.17915344238281,101.93442487716675,0.46875,0.609375,0.140625,1.2447285652160645,103.17915344238281,101.93442487716675,2.6337819769978523,-1,-1.0,0.98046875,512,4,32,nan,nan,0,0.341796875
dlgn_anneal,parity8,2,0.234375,0.453125,0.21875,16.773540496826172,182.88832092285156,166.1147804260254,0.234375,0.453125,0.21875,16.773540496826172,182.88832092285156,166.1147804260254,3.284578057937324,-1,-1.0,0.98046875,512,4,32,nan,nan,0,0.3125
gumbel_st,parity8,2,0.484375,0.546875,0.0625,10.452003479003906,229.7524871826172,219.30048370361328,0.484375,0.546875,0.0625,10.452003479003906,229.7524871826172,219.30048370361328,2.8879001380410045,-1,-1.0,0.9921875,512,4,32,nan,nan,0,0.31640625
hard_st_cage,parity8,2,0.515625,0.4375,0.078125,7.833793640136719,95.42080688476562,87.5870132446289,0.4375,0.4375,0.0,95.42080688476562,95.42080688476562,0.0,2.8382120539899915,-1,-1.0,0.990234375,512,4,32,nan,nan,0,0.38671875
block_relaxed,parity8,2,0.5,0.5,0.0,0.7528335452079773,134.46163940429688,133.7088058590889,0.5,0.5,0.0,0.7528335452079773,134.46163940429688,133.7088058590889,0.7152025878895074,-1,-1.0,0.98046875,512,4,32,nan,nan,0,0.34375
block_hard_refit,parity8,2,0.515625,0.5,0.015625,6.189878940582275,84.50496673583984,78.31508779525757,0.40625,0.5,0.09375,14.290227890014648,84.50496673583984,70.2147388458252,0.7594793590251356,-1,-1.0,0.990234375,512,4,32,nan,nan,0,0.3671875
block_hard_task_refit,parity8,2,0.515625,0.5,0.015625,27.462982177734375,47.13492965698242,19.671947479248047,0.453125,0.5,0.046875,15.903496742248535,47.13492965698242,31.231432914733887,2.889561922987923,-1,-1.0,0.984375,512,4,32,nan,nan,0,0.423828125
dlgn,majority9,2,1.0,0.75,0.25,0.013407548889517784,93.0283203125,93.01491276361048,1.0,0.75,0.25,0.013407548889517784,93.0283203125,93.01491276361048,5.1489381729625165,-1,-1.0,0.9296875,512,4,29,nan,nan,0,0.23046875
dlgn_anneal,majority9,2,1.0,0.8828125,0.1171875,0.0,23.45915985107422,23.45915985107422,1.0,0.8828125,0.1171875,0.0,23.45915985107422,23.45915985107422,5.788882811088115,-1,-1.0,0.919921875,512,4,29,nan,nan,0,0.19140625
gumbel_st,majority9,2,0.5078125,0.5625,0.0546875,13.667110443115234,196.89125061035156,183.22414016723633,0.5078125,0.5625,0.0546875,13.667110443115234,196.89125061035156,183.22414016723633,5.344089027028531,-1,-1.0,0.9921875,512,4,29,nan,nan,0,0.3359375
hard_st_cage,majority9,2,0.4921875,0.75,0.2578125,14.644031524658203,20.399141311645508,5.755109786987305,0.75,0.75,0.0,20.399141311645508,20.399141311645508,0.0,5.313159378943965,-1,-1.0,0.96875,512,4,29,nan,nan,0,0.470703125
block_relaxed,majority9,2,0.53125,0.5078125,0.0234375,0.8413811922073364,139.15997314453125,138.3185919523239,0.53125,0.5078125,0.0234375,0.8413811922073364,139.15997314453125,138.3185919523239,1.2468076450750232,-1,-1.0,0.978515625,512,4,29,nan,nan,0,0.37109375
block_hard_refit,majority9,2,0.4921875,0.75,0.2578125,26.402523040771484,47.69415283203125,21.291629791259766,0.8984375,0.75,0.1484375,2.6340150833129883,47.69415283203125,45.06013774871826,1.2965916651301086,-1,-1.0,0.984375,512,4,29,nan,nan,0,0.30078125
block_hard_task_refit,majority9,2,0.4921875,0.609375,0.1171875,34.84516906738281,22.87285804748535,11.972311019897461,0.9140625,0.609375,0.3046875,1.8830047845840454,22.87285804748535,20.989853262901306,3.619568923022598,-1,-1.0,0.98046875,512,4,29,nan,nan,0,0.392578125
dlgn,random_sparse10,2,1.0,0.71484375,0.28515625,0.0016889629187062383,63.73686218261719,63.73517321969848,1.0,0.71484375,0.28515625,0.0016889629187062383,63.73686218261719,63.73517321969848,10.011076654074714,-1,-1.0,0.900390625,512,4,26,nan,nan,0,0.23046875
dlgn_anneal,random_sparse10,2,0.99609375,0.78125,0.21484375,0.004447361920028925,50.0460319519043,50.04158458998427,0.99609375,0.78125,0.21484375,0.004447361920028925,50.0460319519043,50.04158458998427,11.142196105094627,-1,-1.0,0.876953125,512,4,26,nan,nan,0,0.224609375
gumbel_st,random_sparse10,2,0.47265625,0.52734375,0.0546875,14.50642204284668,155.14309692382812,140.63667488098145,0.47265625,0.52734375,0.0546875,14.50642204284668,155.14309692382812,140.63667488098145,9.717058662092313,-1,-1.0,0.994140625,512,4,26,nan,nan,0,0.365234375
hard_st_cage,random_sparse10,2,0.52734375,0.98046875,0.453125,6.118668079376221,1.9747858047485352,4.1438822746276855,0.98046875,0.98046875,0.0,1.9747858047485352,1.9747858047485352,0.0,9.677215022966266,59,4.778476265026256,0.900390625,512,4,26,nan,nan,0,0.322265625
block_relaxed,random_sparse10,2,0.47265625,0.39453125,0.078125,0.8934048414230347,229.32666015625,228.43325531482697,0.47265625,0.39453125,0.078125,0.8934048414230347,229.32666015625,228.43325531482697,2.290923279011622,-1,-1.0,0.986328125,512,4,26,nan,nan,0,0.318359375
block_hard_refit,random_sparse10,2,0.47265625,0.75390625,0.28125,2.5414023399353027,48.516021728515625,45.97461938858032,0.875,0.75390625,0.12109375,2.84555983543396,48.516021728515625,45.670461893081665,2.370005560806021,-1,-1.0,0.9921875,512,4,26,nan,nan,0,0.302734375
block_hard_task_refit,random_sparse10,2,0.52734375,0.6953125,0.16796875,27.488590240478516,14.354920387268066,13.13366985321045,0.87890625,0.6953125,0.18359375,0.9687762260437012,14.354920387268066,13.386144161224365,5.120702707208693,-1,-1.0,0.98828125,512,4,26,nan,nan,0,0.466796875
